"date","benthic_fol003"
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,2.3933e-06
2009-01-02,4.1527e-06
2009-01-03,4.4513e-06
2009-01-04,4.4995e-06
2009-01-05,4.505e-06
2009-01-06,4.5035e-06
2009-01-07,4.5013e-06
2009-01-08,4.4989e-06
2009-01-09,4.4963e-06
2009-01-10,4.4932e-06
2009-01-11,4.4899e-06
2009-01-12,4.4867e-06
2009-01-13,4.4831e-06
2009-01-14,4.4795e-06
2009-01-15,4.4759e-06
2009-01-16,4.4723e-06
2009-01-17,4.4686e-06
2009-01-18,4.4649e-06
2009-01-19,4.461e-06
2009-01-20,4.4571e-06
2009-01-21,4.4535e-06
2009-01-22,8.1997e-06
2009-01-23,6.1405e-05
2009-01-24,0.00016247
2009-01-25,0.00016467
2009-01-26,0.00016416
2009-01-27,0.00016398
2009-01-28,0.00016387
2009-01-29,0.00016375
2009-01-30,0.00016362
2009-01-31,0.00016348
2009-02-01,0.0001647
2009-02-02,0.00016555
2009-02-03,0.00016557
2009-02-04,0.00016545
2009-02-05,0.00016532
2009-02-06,0.00016518
2009-02-07,0.00016504
2009-02-08,0.00016491
2009-02-09,0.00016479
2009-02-10,0.00016467
2009-02-11,0.00016456
2009-02-12,0.00019391
2009-02-13,0.00019846
2009-02-14,0.00064482
2009-02-15,0.00064084
2009-02-16,0.0006381
2009-02-17,0.00069168
2009-02-18,0.0011547
2009-02-19,0.0011447
2009-02-20,0.0011401
2009-02-21,0.0011386
2009-02-22,0.0011376
2009-02-23,0.0014864
2009-02-24,0.0016109
2009-02-25,0.001604
2009-02-26,0.0015992
2009-02-27,0.0015975
2009-02-28,0.0015963
2009-03-01,0.0016064
2009-03-02,0.0016913
2009-03-03,0.0018594
2009-03-04,0.0023042
2009-03-05,0.0022819
2009-03-06,0.0022731
2009-03-07,0.0022703
2009-03-08,0.0022687
2009-03-09,0.0022672
2009-03-10,0.0022655
2009-03-11,0.0022641
2009-03-12,0.0022627
2009-03-13,0.0022612
2009-03-14,0.0022597
2009-03-15,0.0022581
2009-03-16,0.0022562
2009-03-17,0.0022543
2009-03-18,0.0022529
2009-03-19,0.0022515
2009-03-20,0.0022499
2009-03-21,0.0022483
2009-03-22,0.0022466
2009-03-23,0.0022446
2009-03-24,0.0022428
2009-03-25,0.0022412
2009-03-26,0.0022396
2009-03-27,0.0022379
2009-03-28,0.0022364
2009-03-29,0.0022347
2009-03-30,0.0022328
2009-03-31,0.002231
2009-04-01,0.0022363
2009-04-02,0.0022395
2009-04-03,0.0022384
2009-04-04,0.0022364
2009-04-05,0.0022346
2009-04-06,0.0022328
2009-04-07,0.0022312
2009-04-08,0.0023602
2009-04-09,0.0023723
2009-04-10,0.0023751
2009-04-11,0.0023739
2009-04-12,0.002372
2009-04-13,0.0023701
2009-04-14,0.0023679
2009-04-15,0.0023651
2009-04-16,0.0023624
2009-04-17,0.0023603
2009-04-18,0.0023584
2009-04-19,0.0023565
2009-04-20,0.0023547
2009-04-21,0.0023529
2009-04-22,0.0023511
2009-04-23,0.0023492
2009-04-24,0.0023471
2009-04-25,0.0023448
2009-04-26,0.0023426
2009-04-27,0.0023404
2009-04-28,0.0023382
2009-04-29,0.002336
2009-04-30,0.002334
2009-05-01,0.0023361
2009-05-02,0.0030201
2009-05-03,0.0030319
2009-05-04,0.0030228
2009-05-05,0.0030396
2009-05-06,0.0030401
2009-05-07,0.0030374
2009-05-08,0.0030344
2009-05-09,0.0030314
2009-05-10,0.0030284
2009-05-11,0.0030254
2009-05-12,0.0030221
2009-05-13,0.0030188
2009-05-14,0.0030155
2009-05-15,0.0030123
2009-05-16,0.0030091
2009-05-17,0.0030062
2009-05-18,0.0030036
2009-05-19,0.0030005
2009-05-20,0.0029973
2009-05-21,0.0029943
2009-05-22,0.0029913
2009-05-23,0.002988
2009-05-24,0.0029845
2009-05-25,0.0029809
2009-05-26,0.0029773
2009-05-27,0.0029739
2009-05-28,0.0029706
2009-05-29,0.0029671
2009-05-30,0.0029634
2009-05-31,0.0029595
2009-06-01,0.0029643
2009-06-02,0.0029664
2009-06-03,0.0029636
2009-06-04,0.0029602
2009-06-05,0.0029564
2009-06-06,0.0029523
2009-06-07,0.0029484
2009-06-08,0.0029444
2009-06-09,0.0029404
2009-06-10,0.0029363
2009-06-11,0.0029322
2009-06-12,0.0029281
2009-06-13,0.002924
2009-06-14,0.0029199
2009-06-15,0.0029161
2009-06-16,0.0029122
2009-06-17,0.0029083
2009-06-18,0.0029043
2009-06-19,0.0029003
2009-06-20,0.0028962
2009-06-21,0.002892
2009-06-22,0.0028878
2009-06-23,0.002884
2009-06-24,0.0028805
2009-06-25,0.0028767
2009-06-26,0.0028729
2009-06-27,0.0028691
2009-06-28,0.0028656
2009-06-29,0.002862
2009-06-30,0.0028581
2009-07-01,0.0028627
2009-07-02,0.0028645
2009-07-03,0.0028613
2009-07-04,0.0028572
2009-07-05,0.002853
2009-07-06,0.0028486
2009-07-07,0.0028443
2009-07-08,0.0028399
2009-07-09,0.0028354
2009-07-10,0.002831
2009-07-11,0.0028266
2009-07-12,0.0028223
2009-07-13,0.0028178
2009-07-14,0.0028134
2009-07-15,0.0028092
2009-07-16,0.0028049
2009-07-17,0.0028006
2009-07-18,0.0027962
2009-07-19,0.0027918
2009-07-20,0.0027872
2009-07-21,0.0027825
2009-07-22,0.0027776
2009-07-23,0.0027727
2009-07-24,0.0027679
2009-07-25,0.002763
2009-07-26,0.0027582
2009-07-27,0.0027534
2009-07-28,0.0027487
2009-07-29,0.0027439
2009-07-30,0.002739
2009-07-31,0.0027341
2009-08-01,0.002746
2009-08-02,0.0027514
2009-08-03,0.0027476
2009-08-04,0.0027428
2009-08-05,0.0027379
2009-08-06,0.002733
2009-08-07,0.0027281
2009-08-08,0.0027234
2009-08-09,0.0027188
2009-08-10,0.0027143
2009-08-11,0.0027097
2009-08-12,0.0027048
2009-08-13,0.0026997
2009-08-14,0.0026946
2009-08-15,0.0026897
2009-08-16,0.0026851
2009-08-17,0.0026809
2009-08-18,0.0026769
2009-08-19,0.002673
2009-08-20,0.0026689
2009-08-21,0.0026644
2009-08-22,0.0026599
2009-08-23,0.0026554
2009-08-24,0.0026508
2009-08-25,0.0026466
2009-08-26,0.0026425
2009-08-27,0.0026386
2009-08-28,0.0026345
2009-08-29,0.0026303
2009-08-30,0.002626
2009-08-31,0.0026216
2009-09-01,0.0026282
2009-09-02,0.0026306
2009-09-03,0.0026274
2009-09-04,0.0026232
2009-09-05,0.0026188
2009-09-06,0.0026143
2009-09-07,0.0026097
2009-09-08,0.0026053
2009-09-09,0.0026013
2009-09-10,0.0025973
2009-09-11,0.0025935
2009-09-12,0.0025896
2009-09-13,0.0025854
2009-09-14,0.002581
2009-09-15,0.0025767
2009-09-16,0.0025725
2009-09-17,0.0025684
2009-09-18,0.0025646
2009-09-19,0.0025611
2009-09-20,0.0025573
2009-09-21,0.0025535
2009-09-22,0.0025496
2009-09-23,0.0025457
2009-09-24,0.0025422
2009-09-25,0.0025389
2009-09-26,0.0025355
2009-09-27,0.002532
2009-09-28,0.0025287
2009-09-29,0.0025248
2009-09-30,0.0025206
2009-10-01,0.0025243
2009-10-02,0.0025249
2009-10-03,0.0025217
2009-10-04,0.0025177
2009-10-05,0.0025139
2009-10-06,0.0025106
2009-10-07,0.0025071
2009-10-08,0.002504
2009-10-09,0.0025009
2009-10-10,0.0024981
2009-10-11,0.0024952
2009-10-12,0.0024921
2009-10-13,0.0024883
2009-10-14,0.012755
2009-10-15,0.012615
2009-10-16,0.012557
2009-10-17,0.012534
2009-10-18,0.012519
2009-10-19,0.012504
2009-10-20,0.01249
2009-10-21,0.012477
2009-10-22,0.012464
2009-10-23,0.012452
2009-10-24,0.012439
2009-10-25,0.012426
2009-10-26,0.012413
2009-10-27,0.012401
2009-10-28,0.012384
2009-10-29,0.012369
2009-10-30,0.012356
2009-10-31,0.012346
2009-11-01,0.012341
2009-11-02,0.012334
2009-11-03,0.012324
2009-11-04,0.012312
2009-11-05,0.012299
2009-11-06,0.012285
2009-11-07,0.012273
2009-11-08,0.01226
2009-11-09,0.012248
2009-11-10,0.012237
2009-11-11,0.012227
2009-11-12,0.012216
2009-11-13,0.012205
2009-11-14,0.012194
2009-11-15,0.012182
2009-11-16,0.012171
2009-11-17,0.012159
2009-11-18,0.012148
2009-11-19,0.012136
2009-11-20,0.012125
2009-11-21,0.012113
2009-11-22,0.012103
2009-11-23,0.012093
2009-11-24,0.012083
2009-11-25,0.012072
2009-11-26,0.01206
2009-11-27,0.01205
2009-11-28,0.012038
2009-11-29,0.012024
2009-11-30,0.01201
2009-12-01,0.012004
2009-12-02,0.011998
2009-12-03,0.011989
2009-12-04,0.01198
2009-12-05,0.011971
2009-12-06,0.011963
2009-12-07,0.011955
2009-12-08,0.011948
2009-12-09,0.011941
2009-12-10,0.011933
2009-12-11,0.011924
2009-12-12,0.016079
2009-12-13,0.01746
2009-12-14,0.01742
2009-12-15,0.017374
2009-12-16,0.017354
2009-12-17,0.017339
2009-12-18,0.017327
2009-12-19,0.017314
2009-12-20,0.0173
2009-12-21,0.017287
2009-12-22,0.017274
2009-12-23,0.01726
2009-12-24,0.017247
2009-12-25,0.017233
2009-12-26,0.01722
2009-12-27,0.017206
2009-12-28,0.017193
2009-12-29,0.017181
2009-12-30,0.01717
2009-12-31,0.017159
2010-01-01,0.01715
2010-01-02,0.017141
2010-01-03,0.017131
2010-01-04,0.017118
2010-01-05,0.017106
2010-01-06,0.017093
2010-01-07,0.017081
2010-01-08,0.017068
2010-01-09,0.017055
2010-01-10,0.017042
2010-01-11,0.017029
2010-01-12,0.017014
2010-01-13,0.01911
2010-01-14,0.019008
2010-01-15,0.018945
2010-01-16,0.018922
2010-01-17,0.018905
2010-01-18,0.019175
2010-01-19,0.021046
2010-01-20,0.022974
2010-01-21,0.024189
2010-01-22,0.027566
2010-01-23,0.027319
2010-01-24,0.027217
2010-01-25,0.02718
2010-01-26,0.028234
2010-01-27,0.028112
2010-01-28,0.028039
2010-01-29,0.028009
2010-01-30,0.027985
2010-01-31,0.027966
2010-02-01,0.027953
2010-02-02,0.027938
2010-02-03,0.027918
2010-02-04,0.027899
2010-02-05,0.028682
2010-02-06,0.028583
2010-02-07,0.028519
2010-02-08,0.028491
2010-02-09,0.028471
2010-02-10,0.028453
2010-02-11,0.028436
2010-02-12,0.028417
2010-02-13,0.028396
2010-02-14,0.028379
2010-02-15,0.028362
2010-02-16,0.028344
2010-02-17,0.028326
2010-02-18,0.028307
2010-02-19,0.028291
2010-02-20,0.028275
2010-02-21,0.028256
2010-02-22,0.028236
2010-02-23,0.028215
2010-02-24,0.028208
2010-02-25,0.028185
2010-02-26,0.028162
2010-02-27,0.030566
2010-02-28,0.030613
2010-03-01,0.030516
2010-03-02,0.030471
2010-03-03,0.030443
2010-03-04,0.031489
2010-03-05,0.031337
2010-03-06,0.031255
2010-03-07,0.031223
2010-03-08,0.0312
2010-03-09,0.031176
2010-03-10,0.031151
2010-03-11,0.031128
2010-03-12,0.031107
2010-03-13,0.031612
2010-03-14,0.031529
2010-03-15,0.03147
2010-03-16,0.03144
2010-03-17,0.031418
2010-03-18,0.031395
2010-03-19,0.03137
2010-03-20,0.031347
2010-03-21,0.031325
2010-03-22,0.031307
2010-03-23,0.031286
2010-03-24,0.031264
2010-03-25,0.031241
2010-03-26,0.031218
2010-03-27,0.031195
2010-03-28,0.031172
2010-03-29,0.031148
2010-03-30,0.03112
2010-03-31,0.031091
2010-04-01,0.031071
2010-04-02,0.031053
2010-04-03,0.031031
2010-04-04,0.031009
2010-04-05,0.033139
2010-04-06,0.032878
2010-04-07,0.032767
2010-04-08,0.032729
2010-04-09,0.032702
2010-04-10,0.032676
2010-04-11,0.03265
2010-04-12,0.034104
2010-04-13,0.034486
2010-04-14,0.03434
2010-04-15,0.034271
2010-04-16,0.034243
2010-04-17,0.034221
2010-04-18,0.0342
2010-04-19,0.034178
2010-04-20,0.034155
2010-04-21,0.03609
2010-04-22,0.035801
2010-04-23,0.035678
2010-04-24,0.035637
2010-04-25,0.03561
2010-04-26,0.035588
2010-04-27,0.035565
2010-04-28,0.035532
2010-04-29,0.035498
2010-04-30,0.035467
2010-05-01,0.035443
2010-05-02,0.035419
2010-05-03,0.035392
2010-05-04,0.035365
2010-05-05,0.035335
2010-05-06,0.035303
2010-05-07,0.035273
2010-05-08,0.035247
2010-05-09,0.035217
2010-05-10,0.035185
2010-05-11,0.03515
2010-05-12,0.035116
2010-05-13,0.035086
2010-05-14,0.035059
2010-05-15,0.035034
2010-05-16,0.035009
2010-05-17,0.034982
2010-05-18,0.034951
2010-05-19,0.034921
2010-05-20,0.034891
2010-05-21,0.034856
2010-05-22,0.03482
2010-05-23,0.034783
2010-05-24,0.034747
2010-05-25,0.034714
2010-05-26,0.034682
2010-05-27,0.034649
2010-05-28,0.034616
2010-05-29,0.034583
2010-05-30,0.034551
2010-05-31,0.03452
2010-06-01,0.034496
2010-06-02,0.034469
2010-06-03,0.034438
2010-06-04,0.034406
2010-06-05,0.034373
2010-06-06,0.034342
2010-06-07,0.034308
2010-06-08,0.034271
2010-06-09,0.034233
2010-06-10,0.034193
2010-06-11,0.034149
2010-06-12,0.034104
2010-06-13,0.034063
2010-06-14,0.034027
2010-06-15,0.033991
2010-06-16,0.03395
2010-06-17,0.033909
2010-06-18,0.033869
2010-06-19,0.033829
2010-06-20,0.033788
2010-06-21,0.033746
2010-06-22,0.033705
2010-06-23,0.033667
2010-06-24,0.033626
2010-06-25,0.033583
2010-06-26,0.033538
2010-06-27,0.033493
2010-06-28,0.03345
2010-06-29,0.033405
2010-06-30,0.033356
2010-07-01,0.033319
2010-07-02,0.033277
2010-07-03,0.033228
2010-07-04,0.033179
2010-07-05,0.033133
2010-07-06,0.033087
2010-07-07,0.03304
2010-07-08,0.032993
2010-07-09,0.032944
2010-07-10,0.032895
2010-07-11,0.032847
2010-07-12,0.032797
2010-07-13,0.032745
2010-07-14,0.032694
2010-07-15,0.032647
2010-07-16,0.032599
2010-07-17,0.032547
2010-07-18,0.032493
2010-07-19,0.032439
2010-07-20,0.032386
2010-07-21,0.032332
2010-07-22,0.032278
2010-07-23,0.032226
2010-07-24,0.032172
2010-07-25,0.032117
2010-07-26,0.03206
2010-07-27,0.032002
2010-07-28,0.031947
2010-07-29,0.031891
2010-07-30,0.031836
2010-07-31,0.03178
2010-08-01,0.031743
2010-08-02,0.031701
2010-08-03,0.031649
2010-08-04,0.031597
2010-08-05,0.031544
2010-08-06,0.03149
2010-08-07,0.031436
2010-08-08,0.031381
2010-08-09,0.031327
2010-08-10,0.031275
2010-08-11,0.031224
2010-08-12,0.031174
2010-08-13,0.031127
2010-08-14,0.03108
2010-08-15,0.03103
2010-08-16,0.03098
2010-08-17,0.030933
2010-08-18,0.030887
2010-08-19,0.030841
2010-08-20,0.030795
2010-08-21,0.030747
2010-08-22,0.030701
2010-08-23,0.030654
2010-08-24,0.030607
2010-08-25,0.030563
2010-08-26,0.030522
2010-08-27,0.030475
2010-08-28,0.030427
2010-08-29,0.030378
2010-08-30,0.03033
2010-08-31,0.030283
2010-09-01,0.030247
2010-09-02,0.03021
2010-09-03,0.030171
2010-09-04,0.030129
2010-09-05,0.030085
2010-09-06,0.030038
2010-09-07,0.029993
2010-09-08,0.029947
2010-09-09,0.029901
2010-09-10,0.029858
2010-09-11,0.029818
2010-09-12,0.029782
2010-09-13,0.029742
2010-09-14,0.0297
2010-09-15,0.029658
2010-09-16,0.029617
2010-09-17,0.029576
2010-09-18,0.029537
2010-09-19,0.029498
2010-09-20,0.02946
2010-09-21,0.029421
2010-09-22,0.029381
2010-09-23,0.02934
2010-09-24,0.029303
2010-09-25,0.029269
2010-09-26,0.029234
2010-09-27,0.029197
2010-09-28,0.029161
2010-09-29,0.029127
2010-09-30,0.029095
2010-10-01,0.02907
2010-10-02,0.02904
2010-10-03,0.029006
2010-10-04,0.028969
2010-10-05,0.028929
2010-10-06,0.028891
2010-10-07,0.028859
2010-10-08,0.028824
2010-10-09,0.028792
2010-10-10,0.028756
2010-10-11,0.028718
2010-10-12,0.028678
2010-10-13,0.028639
2010-10-14,0.028604
2010-10-15,0.028574
2010-10-16,0.028543
2010-10-17,0.02851
2010-10-18,0.028476
2010-10-19,0.028441
2010-10-20,0.028406
2010-10-21,0.028373
2010-10-22,0.028339
2010-10-23,0.028303
2010-10-24,0.030397
2010-10-25,0.053988
2010-10-26,0.053249
2010-10-27,0.052996
2010-10-28,0.052896
2010-10-29,0.052822
2010-10-30,0.052757
2010-10-31,0.052698
2010-11-01,0.052655
2010-11-02,0.052609
2010-11-03,0.052552
2010-11-04,0.052495
2010-11-05,0.052441
2010-11-06,0.052385
2010-11-07,0.052326
2010-11-08,0.052898
2010-11-09,0.05266
2010-11-10,0.052536
2010-11-11,0.052471
2010-11-12,0.052417
2010-11-13,0.052367
2010-11-14,0.052314
2010-11-15,0.05226
2010-11-16,0.052206
2010-11-17,0.052156
2010-11-18,0.052108
2010-11-19,0.05206
2010-11-20,0.054341
2010-11-21,0.055816
2010-11-22,0.055343
2010-11-23,0.055148
2010-11-24,0.055068
2010-11-25,0.055014
2010-11-26,0.054962
2010-11-27,0.05491
2010-11-28,0.055216
2010-11-29,0.055068
2010-11-30,0.054977
2010-12-01,0.054935
2010-12-02,0.054898
2010-12-03,0.054856
2010-12-04,0.054815
2010-12-05,0.05477
2010-12-06,0.056552
2010-12-07,0.05613
2010-12-08,0.05595
2010-12-09,0.055883
2010-12-10,0.055836
2010-12-11,0.055795
2010-12-12,0.055759
2010-12-13,0.05572
2010-12-14,0.055681
2010-12-15,0.055775
2010-12-16,0.055702
2010-12-17,0.055644
2010-12-18,0.059982
2010-12-19,0.062088
2010-12-20,0.066513
2010-12-21,0.065802
2010-12-22,0.065548
2010-12-23,0.065466
2010-12-24,0.065414
2010-12-25,0.065355
2010-12-26,0.068289
2010-12-27,0.067668
2010-12-28,0.067431
2010-12-29,0.071259
2010-12-30,0.070549
2010-12-31,0.070286
2011-01-01,0.070213
2011-01-02,0.070624
2011-01-03,0.070514
2011-01-04,0.070366
2011-01-05,0.070288
2011-01-06,0.070228
2011-01-07,0.07017
2011-01-08,0.070119
2011-01-09,0.070076
2011-01-10,0.070031
2011-01-11,0.069981
2011-01-12,0.069927
2011-01-13,0.069876
2011-01-14,0.06983
2011-01-15,0.069788
2011-01-16,0.069746
2011-01-17,0.069711
2011-01-18,0.069675
2011-01-19,0.069631
2011-01-20,0.069583
2011-01-21,0.06953
2011-01-22,0.069477
2011-01-23,0.069424
2011-01-24,0.069371
2011-01-25,0.069326
2011-01-26,0.069279
2011-01-27,0.069224
2011-01-28,0.069172
2011-01-29,0.069127
2011-01-30,0.069085
2011-01-31,0.069118
2011-02-01,0.069069
2011-02-02,0.069024
2011-02-03,0.068975
2011-02-04,0.068928
2011-02-05,0.06888
2011-02-06,0.068833
2011-02-07,0.068786
2011-02-08,0.068739
2011-02-09,0.068686
2011-02-10,0.068632
2011-02-11,0.068578
2011-02-12,0.068524
2011-02-13,0.068473
2011-02-14,0.068424
2011-02-15,0.068362
2011-02-16,0.068965
2011-02-17,0.068785
2011-02-18,0.070788
2011-02-19,0.082163
2011-02-20,0.081197
2011-02-21,0.080879
2011-02-22,0.080786
2011-02-23,0.080734
2011-02-24,0.080685
2011-02-25,0.084673
2011-02-26,0.087546
2011-02-27,0.086768
2011-02-28,0.086482
2011-03-01,0.086399
2011-03-02,0.08634
2011-03-03,0.086275
2011-03-04,0.086217
2011-03-05,0.086166
2011-03-06,0.086119
2011-03-07,0.090318
2011-03-08,0.089488
2011-03-09,0.089177
2011-03-10,0.089078
2011-03-11,0.089014
2011-03-12,0.088962
2011-03-13,0.088912
2011-03-14,0.095054
2011-03-15,0.094069
2011-03-16,0.12123
2011-03-17,0.11967
2011-03-18,0.11917
2011-03-19,0.12547
2011-03-20,0.12412
2011-03-21,0.12364
2011-03-22,0.12348
2011-03-23,0.12337
2011-03-24,0.12492
2011-03-25,0.13836
2011-03-26,0.13926
2011-03-27,0.13866
2011-03-28,0.13804
2011-03-29,0.13781
2011-03-30,0.1377
2011-03-31,0.1376
2011-04-01,0.13752
2011-04-02,0.13743
2011-04-03,0.13733
2011-04-04,0.13722
2011-04-05,0.13712
2011-04-06,0.13702
2011-04-07,0.13691
2011-04-08,0.1368
2011-04-09,0.13669
2011-04-10,0.1366
2011-04-11,0.13652
2011-04-12,0.13643
2011-04-13,0.13634
2011-04-14,0.13624
2011-04-15,0.13616
2011-04-16,0.13608
2011-04-17,0.136
2011-04-18,0.1359
2011-04-19,0.1358
2011-04-20,0.13571
2011-04-21,0.13561
2011-04-22,0.13551
2011-04-23,0.13543
2011-04-24,0.13535
2011-04-25,0.13525
2011-04-26,0.13514
2011-04-27,0.13503
2011-04-28,0.13494
2011-04-29,0.13483
2011-04-30,0.13471
2011-05-01,0.13462
2011-05-02,0.13454
2011-05-03,0.13446
2011-05-04,0.13436
2011-05-05,0.13426
2011-05-06,0.13417
2011-05-07,0.13408
2011-05-08,0.13397
2011-05-09,0.13386
2011-05-10,0.13374
2011-05-11,0.13363
2011-05-12,0.13353
2011-05-13,0.13343
2011-05-14,0.13333
