"date","h2_pgc010"
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0.00011676
2009-01-02,2.1983e-05
2009-01-03,5.691e-06
2009-01-04,2.9119e-06
2009-01-05,2.4382e-06
2009-01-06,2.3708e-06
2009-01-07,2.3643e-06
2009-01-08,2.365e-06
2009-01-09,2.3485e-06
2009-01-10,2.3345e-06
2009-01-11,2.334e-06
2009-01-12,2.324e-06
2009-01-13,2.318e-06
2009-01-14,2.316e-06
2009-01-15,2.3165e-06
2009-01-16,2.3122e-06
2009-01-17,2.31e-06
2009-01-18,2.3053e-06
2009-01-19,2.2969e-06
2009-01-20,2.3011e-06
2009-01-21,2.3109e-06
2009-01-22,2.3146e-06
2009-01-23,2.3201e-06
2009-01-24,2.3175e-06
2009-01-25,2.3064e-06
2009-01-26,2.307e-06
2009-01-27,2.3186e-06
2009-01-28,2.3229e-06
2009-01-29,2.3044e-06
2009-01-30,2.2873e-06
2009-01-31,2.2922e-06
2009-02-01,0.00014091
2009-02-02,2.7881e-05
2009-02-03,8.8451e-06
2009-02-04,5.6697e-06
2009-02-05,5.1448e-06
2009-02-06,5.0579e-06
2009-02-07,5.0397e-06
2009-02-08,5.0655e-06
2009-02-09,5.0495e-06
2009-02-10,5.0649e-06
2009-02-11,5.0385e-06
2009-02-12,5.0408e-06
2009-02-13,5.0219e-06
2009-02-14,4.9778e-06
2009-02-15,4.8646e-06
2009-02-16,4.8673e-06
2009-02-17,4.9216e-06
2009-02-18,0.00027654
2009-02-19,5.5392e-05
2009-02-20,2.1395e-05
2009-02-21,1.5663e-05
2009-02-22,1.4623e-05
2009-02-23,0.0038487
2009-02-24,0.0002629
2009-02-25,0.00020678
2009-02-26,0.00019682
2009-02-27,0.00019683
2009-02-28,0.00019558
2009-03-01,0.00037564
2009-03-02,0.00022365
2009-03-03,0.00019736
2009-03-04,0.00019535
2009-03-05,0.00019755
2009-03-06,0.00019799
2009-03-07,0.00019876
2009-03-08,0.00019847
2009-03-09,0.00019719
2009-03-10,0.00019767
2009-03-11,0.00019836
2009-03-12,0.0001979
2009-03-13,0.00019758
2009-03-14,0.00019748
2009-03-15,0.00019588
2009-03-16,0.00019447
2009-03-17,0.00019643
2009-03-18,0.00019772
2009-03-19,0.00019696
2009-03-20,0.0001965
2009-03-21,0.00019625
2009-03-22,0.00019488
2009-03-23,0.00019462
2009-03-24,0.00019528
2009-03-25,0.00019567
2009-03-26,0.00019514
2009-03-27,0.00019516
2009-03-28,0.00019533
2009-03-29,0.00019338
2009-03-30,0.00019295
2009-03-31,0.00019428
2009-04-01,0.00043981
2009-04-02,0.00023748
2009-04-03,0.00020263
2009-04-04,0.00019805
2009-04-05,0.00019809
2009-04-06,0.00019824
2009-04-07,0.00019893
2009-04-08,0.00019733
2009-04-09,0.000197
2009-04-10,0.00019676
2009-04-11,0.0001964
2009-04-12,0.00019741
2009-04-13,0.00019686
2009-04-14,0.00019291
2009-04-15,0.00019174
2009-04-16,0.00019395
2009-04-17,0.0001959
2009-04-18,0.00019642
2009-04-19,0.00019602
2009-04-20,0.00019624
2009-04-21,0.00019668
2009-04-22,0.00019641
2009-04-23,0.00019545
2009-04-24,0.00019452
2009-04-25,0.0001938
2009-04-26,0.00019394
2009-04-27,0.00019413
2009-04-28,0.00019351
2009-04-29,0.00019385
2009-04-30,0.00019444
2009-05-01,0.00038603
2009-05-02,0.00022511
2009-05-03,0.0001993
2009-05-04,0.00019565
2009-05-05,0.00019419
2009-05-06,0.00019505
2009-05-07,0.00019538
2009-05-08,0.0001953
2009-05-09,0.0001952
2009-05-10,0.00019526
2009-05-11,0.00019476
2009-05-12,0.00019382
2009-05-13,0.00019374
2009-05-14,0.00019416
2009-05-15,0.00019401
2009-05-16,0.00019426
2009-05-17,0.00019638
2009-05-18,0.00019566
2009-05-19,0.00019378
2009-05-20,0.00019403
2009-05-21,0.00019452
2009-05-22,0.00019354
2009-05-23,0.00019221
2009-05-24,0.00019155
2009-05-25,0.00019133
2009-05-26,0.00019119
2009-05-27,0.00019214
2009-05-28,0.00019225
2009-05-29,0.00019133
2009-05-30,0.00019054
2009-05-31,0.00019026
2009-06-01,0.00040512
2009-06-02,0.00022574
2009-06-03,0.00020004
2009-06-04,0.00019511
2009-06-05,0.00019305
2009-06-06,0.00019285
2009-06-07,0.00019269
2009-06-08,0.00019239
2009-06-09,0.00019166
2009-06-10,0.00019113
2009-06-11,0.00019082
2009-06-12,0.00019097
2009-06-13,0.00019038
2009-06-14,0.00019051
2009-06-15,0.00019066
2009-06-16,0.0001902
2009-06-17,0.00018934
2009-06-18,0.00018901
2009-06-19,0.0001883
2009-06-20,0.00018753
2009-06-21,0.00018708
2009-06-22,0.0001877
2009-06-23,0.00018904
2009-06-24,0.00018892
2009-06-25,0.00018779
2009-06-26,0.00018775
2009-06-27,0.00018825
2009-06-28,0.00018861
2009-06-29,0.00018766
2009-06-30,0.00018699
2009-07-01,0.00046113
2009-07-02,0.0002289
2009-07-03,0.00019618
2009-07-04,0.00019127
2009-07-05,0.00019019
2009-07-06,0.00018985
2009-07-07,0.00018955
2009-07-08,0.00018883
2009-07-09,0.00018845
2009-07-10,0.00018847
2009-07-11,0.00018866
2009-07-12,0.00018817
2009-07-13,0.00018764
2009-07-14,0.00018797
2009-07-15,0.00018878
2009-07-16,0.00018845
2009-07-17,0.00018805
2009-07-18,0.00018754
2009-07-19,0.00018709
2009-07-20,0.00018632
2009-07-21,0.0001855
2009-07-22,0.00018497
2009-07-23,0.00018489
2009-07-24,0.00018466
2009-07-25,0.00018415
2009-07-26,0.000184
2009-07-27,0.00018426
2009-07-28,0.00018401
2009-07-29,0.00018296
2009-07-30,0.00018239
2009-07-31,0.00018172
2009-08-01,0.00042121
2009-08-02,0.00021205
2009-08-03,0.00018791
2009-08-04,0.00018513
2009-08-05,0.00018473
2009-08-06,0.00018383
2009-08-07,0.00018434
2009-08-08,0.00018443
2009-08-09,0.00018422
2009-08-10,0.00018439
2009-08-11,0.00018311
2009-08-12,0.00018194
2009-08-13,0.00018131
2009-08-14,0.000181
2009-08-15,0.00018146
2009-08-16,0.00018251
2009-08-17,0.00018326
2009-08-18,0.00018392
2009-08-19,0.00018355
2009-08-20,0.00018142
2009-08-21,0.00018029
2009-08-22,0.00018022
2009-08-23,0.00017953
2009-08-24,0.00017972
2009-08-25,0.00018
2009-08-26,0.00018086
2009-08-27,0.00018011
2009-08-28,0.00017884
2009-08-29,0.00017812
2009-08-30,0.00017774
2009-08-31,0.00017767
2009-09-01,0.00045699
2009-09-02,0.00021268
2009-09-03,0.0001858
2009-09-04,0.00018184
2009-09-05,0.00018117
2009-09-06,0.00018057
2009-09-07,0.00018002
2009-09-08,0.00018098
2009-09-09,0.00018112
2009-09-10,0.00018144
2009-09-11,0.00018147
2009-09-12,0.00018029
2009-09-13,0.00017898
2009-09-14,0.00017794
2009-09-15,0.00017844
2009-09-16,0.0001783
2009-09-17,0.00017795
2009-09-18,0.00017971
2009-09-19,0.00017879
2009-09-20,0.00017832
2009-09-21,0.00017765
2009-09-22,0.00017702
2009-09-23,0.00017794
2009-09-24,0.00017926
2009-09-25,0.00017918
2009-09-26,0.0001781
2009-09-27,0.00017889
2009-09-28,0.00017694
2009-09-29,0.00017444
2009-09-30,0.00017358
2009-10-01,0.000338
2009-10-02,0.00019203
2009-10-03,0.00017733
2009-10-04,0.00017505
2009-10-05,0.0001769
2009-10-06,0.00017627
2009-10-07,0.00017697
2009-10-08,0.0001772
2009-10-09,0.00017774
2009-10-10,0.00017747
2009-10-11,0.00017607
2009-10-12,0.00017491
2009-10-13,0.00016763
2009-10-14,0.025134
2009-10-15,0.0015602
2009-10-16,0.001449
2009-10-17,0.0014343
2009-10-18,0.0014307
2009-10-19,0.0014246
2009-10-20,0.0014295
2009-10-21,0.0014341
2009-10-22,0.0014299
2009-10-23,0.0014236
2009-10-24,0.0014209
2009-10-25,0.0014192
2009-10-26,0.0014235
2009-10-27,0.0013938
2009-10-28,0.0013806
2009-10-29,0.0014014
2009-10-30,0.0014178
2009-10-31,0.0014207
2009-11-01,0.0015781
2009-11-02,0.0014423
2009-11-03,0.0014169
2009-11-04,0.0014052
2009-11-05,0.0013946
2009-11-06,0.0013973
2009-11-07,0.0014017
2009-11-08,0.0014015
2009-11-09,0.0014024
2009-11-10,0.0014077
2009-11-11,0.0014105
2009-11-12,0.0013996
2009-11-13,0.0013975
2009-11-14,0.0013988
2009-11-15,0.0013904
2009-11-16,0.0013871
2009-11-17,0.0013875
2009-11-18,0.0013833
2009-11-19,0.0013828
2009-11-20,0.0013739
2009-11-21,0.001381
2009-11-22,0.001391
2009-11-23,0.0013865
2009-11-24,0.0013771
2009-11-25,0.0013703
2009-11-26,0.0013729
2009-11-27,0.0013761
2009-11-28,0.0013456
2009-11-29,0.0013399
2009-11-30,0.001353
2009-12-01,0.0014402
2009-12-02,0.0013809
2009-12-03,0.0013716
2009-12-04,0.0013711
2009-12-05,0.0013742
2009-12-06,0.0013731
2009-12-07,0.0013768
2009-12-08,0.0013769
2009-12-09,0.0013716
2009-12-10,0.0013627
2009-12-11,0.0013564
2009-12-12,0.010705
2009-12-13,0.0025502
2009-12-14,0.0018497
2009-12-15,0.0017252
2009-12-16,0.0017001
2009-12-17,0.0017033
2009-12-18,0.0017051
2009-12-19,0.0016983
2009-12-20,0.0016955
2009-12-21,0.0016965
2009-12-22,0.0016905
2009-12-23,0.001695
2009-12-24,0.0016919
2009-12-25,0.0016854
2009-12-26,0.0016824
2009-12-27,0.0016857
2009-12-28,0.0016868
2009-12-29,0.001692
2009-12-30,0.0016964
2009-12-31,0.0016871
2010-01-01,0.0017785
2010-01-02,0.0017085
2010-01-03,0.0016909
2010-01-04,0.0016817
2010-01-05,0.0016808
2010-01-06,0.0016794
2010-01-07,0.0016794
2010-01-08,0.0016767
2010-01-09,0.0016742
2010-01-10,0.0016731
2010-01-11,0.001668
2010-01-12,0.0016472
2010-01-13,0.0024527
2010-01-14,0.001809
2010-01-15,0.0017136
2010-01-16,0.0016911
2010-01-17,0.0016828
2010-01-18,0.0016582
2010-01-19,0.0016292
2010-01-20,0.018312
2010-01-21,0.011761
2010-01-22,0.0035045
2010-01-23,0.0028446
2010-01-24,0.0027251
2010-01-25,0.0026804
2010-01-26,0.0026824
2010-01-27,0.0027047
2010-01-28,0.0027018
2010-01-29,0.0026905
2010-01-30,0.0026981
2010-01-31,0.0027127
2010-02-01,0.0027988
2010-02-02,0.0027091
2010-02-03,0.0026994
2010-02-04,0.0026817
2010-02-05,0.0026646
2010-02-06,0.002677
2010-02-07,0.0026824
2010-02-08,0.0026892
2010-02-09,0.0026901
2010-02-10,0.0027039
2010-02-11,0.0026906
2010-02-12,0.0026704
2010-02-13,0.0026789
2010-02-14,0.0026893
2010-02-15,0.0026907
2010-02-16,0.0026839
2010-02-17,0.0026731
2010-02-18,0.0026858
2010-02-19,0.0026912
2010-02-20,0.0026786
2010-02-21,0.0026674
2010-02-22,0.0026595
2010-02-23,0.0026411
2010-02-24,0.0026335
2010-02-25,0.00265
2010-02-26,0.0026112
2010-02-27,0.0026227
2010-02-28,0.0026619
2010-03-01,0.0027884
2010-03-02,0.0026593
2010-03-03,0.0026263
2010-03-04,0.0026232
2010-03-05,0.002636
2010-03-06,0.0026371
2010-03-07,0.0026452
2010-03-08,0.002635
2010-03-09,0.0026192
2010-03-10,0.0026187
2010-03-11,0.002633
2010-03-12,0.0026223
2010-03-13,0.0026128
2010-03-14,0.0026113
2010-03-15,0.0026039
2010-03-16,0.0026165
2010-03-17,0.0026196
2010-03-18,0.0026039
2010-03-19,0.002598
2010-03-20,0.0026046
2010-03-21,0.0026273
2010-03-22,0.0026197
2010-03-23,0.0026084
2010-03-24,0.002604
2010-03-25,0.0025923
2010-03-26,0.0025981
2010-03-27,0.0025946
2010-03-28,0.0025909
2010-03-29,0.0025752
2010-03-30,0.0025553
2010-03-31,0.0025652
2010-04-01,0.0027219
2010-04-02,0.0026115
2010-04-03,0.0025914
2010-04-04,0.0025773
2010-04-05,0.0025607
2010-04-06,0.0025896
2010-04-07,0.0025853
2010-04-08,0.0025722
2010-04-09,0.0025599
2010-04-10,0.0025619
2010-04-11,0.0025408
2010-04-12,0.0025252
2010-04-13,0.0025477
2010-04-14,0.0025701
2010-04-15,0.0025801
2010-04-16,0.0025787
2010-04-17,0.0025793
2010-04-18,0.0025736
2010-04-19,0.0025693
2010-04-20,0.0025535
2010-04-21,0.0025224
2010-04-22,0.002521
2010-04-23,0.0025415
2010-04-24,0.0025501
2010-04-25,0.0025551
2010-04-26,0.0025635
2010-04-27,0.0025209
2010-04-28,0.0024987
2010-04-29,0.0025095
2010-04-30,0.0025112
2010-05-01,0.0027376
2010-05-02,0.0025599
2010-05-03,0.0025364
2010-05-04,0.0025256
2010-05-05,0.002507
2010-05-06,0.0025044
2010-05-07,0.0025271
2010-05-08,0.0025223
2010-05-09,0.0025052
2010-05-10,0.0024947
2010-05-11,0.0024861
2010-05-12,0.0024926
2010-05-13,0.0025067
2010-05-14,0.0025225
2010-05-15,0.0025258
2010-05-16,0.0025182
2010-05-17,0.0025022
2010-05-18,0.0024963
2010-05-19,0.0024975
2010-05-20,0.0024846
2010-05-21,0.0024691
2010-05-22,0.0024645
2010-05-23,0.0024586
2010-05-24,0.0024667
2010-05-25,0.0024752
2010-05-26,0.0024658
2010-05-27,0.0024667
2010-05-28,0.0024609
2010-05-29,0.0024639
2010-05-30,0.0024668
2010-05-31,0.0024628
2010-06-01,0.0026347
2010-06-02,0.0024912
2010-06-03,0.0024737
2010-06-04,0.0024558
2010-06-05,0.0024619
2010-06-06,0.0024626
2010-06-07,0.002443
2010-06-08,0.0024354
2010-06-09,0.0024295
2010-06-10,0.002414
2010-06-11,0.0023944
2010-06-12,0.0023975
2010-06-13,0.0024244
2010-06-14,0.0024307
2010-06-15,0.0024153
2010-06-16,0.0023982
2010-06-17,0.0024022
2010-06-18,0.0024063
2010-06-19,0.0023975
2010-06-20,0.0023905
2010-06-21,0.0023904
2010-06-22,0.0024051
2010-06-23,0.0024012
2010-06-24,0.0023906
2010-06-25,0.0023814
2010-06-26,0.0023765
2010-06-27,0.0023808
2010-06-28,0.0023797
2010-06-29,0.002366
2010-06-30,0.0023566
2010-07-01,0.0024857
2010-07-02,0.0023679
2010-07-03,0.0023456
2010-07-04,0.0023512
2010-07-05,0.0023578
2010-07-06,0.0023555
2010-07-07,0.0023538
2010-07-08,0.0023439
2010-07-09,0.0023373
2010-07-10,0.002339
2010-07-11,0.0023365
2010-07-12,0.0023244
2010-07-13,0.0023175
2010-07-14,0.0023317
2010-07-15,0.0023395
2010-07-16,0.0023221
2010-07-17,0.00231
2010-07-18,0.002306
2010-07-19,0.002304
2010-07-20,0.0023037
2010-07-21,0.0022951
2010-07-22,0.0023014
2010-07-23,0.0022941
2010-07-24,0.0022873
2010-07-25,0.002277
2010-07-26,0.0022653
2010-07-27,0.0022648
2010-07-28,0.0022614
2010-07-29,0.0022563
2010-07-30,0.0022504
2010-07-31,0.0022484
2010-08-01,0.0023621
2010-08-02,0.0022649
2010-08-03,0.0022519
2010-08-04,0.0022459
2010-08-05,0.002238
2010-08-06,0.0022304
2010-08-07,0.0022232
2010-08-08,0.0022167
2010-08-09,0.0022185
2010-08-10,0.0022183
2010-08-11,0.0022142
2010-08-12,0.0022265
2010-08-13,0.0022258
2010-08-14,0.0022127
2010-08-15,0.002197
2010-08-16,0.0022001
2010-08-17,0.0022047
2010-08-18,0.0022035
2010-08-19,0.0021965
2010-08-20,0.002189
2010-08-21,0.0021851
2010-08-22,0.0021801
2010-08-23,0.0021725
2010-08-24,0.0021778
2010-08-25,0.0021985
2010-08-26,0.0021844
2010-08-27,0.0021641
2010-08-28,0.0021531
2010-08-29,0.0021504
2010-08-30,0.0021493
2010-08-31,0.0021488
2010-09-01,0.002385
2010-09-02,0.0021964
2010-09-03,0.002172
2010-09-04,0.0021587
2010-09-05,0.0021386
2010-09-06,0.0021332
2010-09-07,0.0021361
2010-09-08,0.0021275
2010-09-09,0.0021278
2010-09-10,0.0021375
2010-09-11,0.0021583
2010-09-12,0.0021481
2010-09-13,0.0021276
2010-09-14,0.0021214
2010-09-15,0.0021186
2010-09-16,0.0021185
2010-09-17,0.0021221
2010-09-18,0.002122
2010-09-19,0.0021165
2010-09-20,0.0021117
2010-09-21,0.0021053
2010-09-22,0.002092
2010-09-23,0.0020969
2010-09-24,0.0021024
2010-09-25,0.0021033
2010-09-26,0.0020936
2010-09-27,0.0020878
2010-09-28,0.0020966
2010-09-29,0.0021072
2010-09-30,0.002114
2010-10-01,0.0022554
2010-10-02,0.0021148
2010-10-03,0.0020909
2010-10-04,0.0020719
2010-10-05,0.0020516
2010-10-06,0.0020834
2010-10-07,0.0020743
2010-10-08,0.0020809
2010-10-09,0.0020737
2010-10-10,0.0020563
2010-10-11,0.002038
2010-10-12,0.0020371
2010-10-13,0.002047
2010-10-14,0.0020698
2010-10-15,0.0020761
2010-10-16,0.0020636
2010-10-17,0.0020551
2010-10-18,0.0020435
2010-10-19,0.0020409
2010-10-20,0.0020467
2010-10-21,0.0020378
2010-10-22,0.0020351
2010-10-23,0.002017
2010-10-24,0.0019617
2010-10-25,0.037044
2010-10-26,0.0030106
2010-10-27,0.0043247
2010-10-28,0.0045146
2010-10-29,0.0045596
2010-10-30,0.0045875
2010-10-31,0.0045854
2010-11-01,0.0046731
2010-11-02,0.004593
2010-11-03,0.0045717
2010-11-04,0.0045891
2010-11-05,0.0045847
2010-11-06,0.0045652
2010-11-07,0.0045302
2010-11-08,0.0045125
2010-11-09,0.004559
2010-11-10,0.0045609
2010-11-11,0.0045423
2010-11-12,0.0045493
2010-11-13,0.004528
2010-11-14,0.0045141
2010-11-15,0.0044976
2010-11-16,0.0045011
2010-11-17,0.0045181
2010-11-18,0.0045166
2010-11-19,0.0045197
2010-11-20,0.0044774
2010-11-21,0.007833
2010-11-22,0.0048904
2010-11-23,0.0046153
2010-11-24,0.0045956
2010-11-25,0.0045922
2010-11-26,0.0045731
2010-11-27,0.0045704
2010-11-28,0.0045769
2010-11-29,0.0045767
2010-11-30,0.0045646
2010-12-01,0.0048823
2010-12-02,0.0046222
2010-12-03,0.0045894
2010-12-04,0.0045674
2010-12-05,0.004542
2010-12-06,0.0045143
2010-12-07,0.0045282
2010-12-08,0.0045348
2010-12-09,0.0045393
2010-12-10,0.0045437
2010-12-11,0.0045656
2010-12-12,0.0045618
2010-12-13,0.0045568
2010-12-14,0.0045357
2010-12-15,0.0045462
2010-12-16,0.0045416
2010-12-17,0.0045148
2010-12-18,0.0056946
2010-12-19,0.0083374
2010-12-20,0.014139
2010-12-21,0.0055992
2010-12-22,0.0051152
2010-12-23,0.0050569
2010-12-24,0.0050106
2010-12-25,0.0049305
2010-12-26,0.0050392
2010-12-27,0.0050099
2010-12-28,0.005004
2010-12-29,0.0049469
2010-12-30,0.0049583
2010-12-31,0.0049936
2011-01-01,0.005319
2011-01-02,0.0050007
2011-01-03,0.0049718
2011-01-04,0.0049812
2011-01-05,0.0049715
2011-01-06,0.0049541
2011-01-07,0.0049553
2011-01-08,0.0049918
2011-01-09,0.004995
2011-01-10,0.0049712
2011-01-11,0.0049436
2011-01-12,0.0049329
2011-01-13,0.0049455
2011-01-14,0.00497
2011-01-15,0.0049642
2011-01-16,0.0049961
2011-01-17,0.0050195
2011-01-18,0.0049764
2011-01-19,0.0049468
2011-01-20,0.0049222
2011-01-21,0.004911
2011-01-22,0.0049052
2011-01-23,0.0048939
2011-01-24,0.0049177
2011-01-25,0.0049321
2011-01-26,0.0048944
2011-01-27,0.0048742
2011-01-28,0.0048993
2011-01-29,0.0049243
2011-01-30,0.004917
2011-01-31,0.0049135
2011-02-01,0.005251
2011-02-02,0.0049492
2011-02-03,0.0049033
2011-02-04,0.0048913
2011-02-05,0.0048887
2011-02-06,0.0048893
2011-02-07,0.0048906
2011-02-08,0.0048647
2011-02-09,0.004849
2011-02-10,0.004847
2011-02-11,0.0048417
2011-02-12,0.0048392
2011-02-13,0.0048571
2011-02-14,0.0048126
2011-02-15,0.0047196
2011-02-16,0.004703
2011-02-17,0.0047403
2011-02-18,0.0047918
2011-02-19,0.0097893
2011-02-20,0.0055926
2011-02-21,0.0051363
2011-02-22,0.0050513
2011-02-23,0.0050347
2011-02-24,0.005
2011-02-25,0.0049536
2011-02-26,0.0054273
2011-02-27,0.0050901
2011-02-28,0.0050174
2011-03-01,0.0053153
2011-03-02,0.0050125
2011-03-03,0.0049767
2011-03-04,0.0049941
2011-03-05,0.0050203
2011-03-06,0.0050097
2011-03-07,0.0049623
2011-03-08,0.0049625
2011-03-09,0.0049776
2011-03-10,0.0049734
2011-03-11,0.0049866
2011-03-12,0.005001
2011-03-13,0.0049667
2011-03-14,0.0049335
2011-03-15,0.0049216
2011-03-16,0.059992
2011-03-17,0.0059889
2011-03-18,0.0087907
2011-03-19,0.0091954
2011-03-20,0.0092581
2011-03-21,0.0093238
2011-03-22,0.0093666
2011-03-23,0.0092476
2011-03-24,0.0091301
2011-03-25,0.046272
2011-03-26,0.009405
2011-03-27,0.010828
2011-03-28,0.011165
2011-03-29,0.011252
2011-03-30,0.011219
2011-03-31,0.01115
