"date","benthic_pgc022"
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,1.2762e-06
2009-01-02,2.2137e-06
2009-01-03,2.3726e-06
2009-01-04,2.3982e-06
2009-01-05,2.401e-06
2009-01-06,2.4001e-06
2009-01-07,2.3988e-06
2009-01-08,2.3975e-06
2009-01-09,2.3962e-06
2009-01-10,2.3945e-06
2009-01-11,2.3927e-06
2009-01-12,2.3909e-06
2009-01-13,2.389e-06
2009-01-14,2.3871e-06
2009-01-15,2.3851e-06
2009-01-16,2.3832e-06
2009-01-17,2.3811e-06
2009-01-18,2.3791e-06
2009-01-19,2.377e-06
2009-01-20,2.3749e-06
2009-01-21,2.3729e-06
2009-01-22,2.3711e-06
2009-01-23,2.3693e-06
2009-01-24,2.3677e-06
2009-01-25,2.3659e-06
2009-01-26,2.364e-06
2009-01-27,2.3623e-06
2009-01-28,2.3607e-06
2009-01-29,2.3591e-06
2009-01-30,2.3572e-06
2009-01-31,2.3552e-06
2009-02-01,3.872e-06
2009-02-02,4.9743e-06
2009-02-03,5.1552e-06
2009-02-04,5.1815e-06
2009-02-05,5.1822e-06
2009-02-06,5.1787e-06
2009-02-07,5.1745e-06
2009-02-08,5.1704e-06
2009-02-09,5.1667e-06
2009-02-10,5.1628e-06
2009-02-11,5.1591e-06
2009-02-12,5.1551e-06
2009-02-13,5.1513e-06
2009-02-14,5.1469e-06
2009-02-15,5.1413e-06
2009-02-16,5.1345e-06
2009-02-17,5.1287e-06
2009-02-18,1.3e-05
2009-02-19,1.5183e-05
2009-02-20,1.5524e-05
2009-02-21,1.5571e-05
2009-02-22,1.5568e-05
2009-02-23,0.00019678
2009-02-24,0.00021103
2009-02-25,0.0002113
2009-02-26,0.00021121
2009-02-27,0.00021106
2009-02-28,0.00021093
2009-03-01,0.00021275
2009-03-02,0.00021398
2009-03-03,0.00021396
2009-03-04,0.00021375
2009-03-05,0.00021356
2009-03-06,0.0002134
2009-03-07,0.00021325
2009-03-08,0.00021312
2009-03-09,0.00021297
2009-03-10,0.00021281
2009-03-11,0.00021267
2009-03-12,0.00021253
2009-03-13,0.00021239
2009-03-14,0.00021224
2009-03-15,0.00021209
2009-03-16,0.0002119
2009-03-17,0.00021172
2009-03-18,0.00021158
2009-03-19,0.00021145
2009-03-20,0.0002113
2009-03-21,0.00021114
2009-03-22,0.00021098
2009-03-23,0.0002108
2009-03-24,0.00021063
2009-03-25,0.00021047
2009-03-26,0.00021032
2009-03-27,0.00021016
2009-03-28,0.00021001
2009-03-29,0.00020985
2009-03-30,0.00020966
2009-03-31,0.00020949
2009-04-01,0.00021203
2009-04-02,0.0002138
2009-04-03,0.00021393
2009-04-04,0.00021377
2009-04-05,0.0002136
2009-04-06,0.00021344
2009-04-07,0.00021328
2009-04-08,0.00021312
2009-04-09,0.00021293
2009-04-10,0.00021275
2009-04-11,0.00021257
2009-04-12,0.00021238
2009-04-13,0.00021222
2009-04-14,0.00021201
2009-04-15,0.00021175
2009-04-16,0.00021151
2009-04-17,0.00021132
2009-04-18,0.00021115
2009-04-19,0.00021099
2009-04-20,0.00021082
2009-04-21,0.00021066
2009-04-22,0.0002105
2009-04-23,0.00021033
2009-04-24,0.00021014
2009-04-25,0.00020994
2009-04-26,0.00020974
2009-04-27,0.00020954
2009-04-28,0.00020935
2009-04-29,0.00020915
2009-04-30,0.00020897
2009-05-01,0.00021091
2009-05-02,0.0002122
2009-05-03,0.00021221
2009-05-04,0.00021201
2009-05-05,0.00021178
2009-05-06,0.00021154
2009-05-07,0.00021133
2009-05-08,0.00021112
2009-05-09,0.00021091
2009-05-10,0.0002107
2009-05-11,0.00021048
2009-05-12,0.00021026
2009-05-13,0.00021003
2009-05-14,0.00020981
2009-05-15,0.00020959
2009-05-16,0.00020936
2009-05-17,0.00020916
2009-05-18,0.00020898
2009-05-19,0.00020877
2009-05-20,0.00020855
2009-05-21,0.00020834
2009-05-22,0.00020813
2009-05-23,0.00020791
2009-05-24,0.00020766
2009-05-25,0.00020742
2009-05-26,0.00020717
2009-05-27,0.00020692
2009-05-28,0.00020669
2009-05-29,0.00020645
2009-05-30,0.00020619
2009-05-31,0.00020593
2009-06-01,0.00020805
2009-06-02,0.00020942
2009-06-03,0.0002094
2009-06-04,0.00020919
2009-06-05,0.00020892
2009-06-06,0.00020864
2009-06-07,0.00020836
2009-06-08,0.00020808
2009-06-09,0.0002078
2009-06-10,0.00020751
2009-06-11,0.00020722
2009-06-12,0.00020693
2009-06-13,0.00020665
2009-06-14,0.00020636
2009-06-15,0.00020608
2009-06-16,0.00020581
2009-06-17,0.00020554
2009-06-18,0.00020525
2009-06-19,0.00020497
2009-06-20,0.00020467
2009-06-21,0.00020437
2009-06-22,0.00020407
2009-06-23,0.00020379
2009-06-24,0.00020353
2009-06-25,0.00020327
2009-06-26,0.00020299
2009-06-27,0.00020272
2009-06-28,0.00020247
2009-06-29,0.00020221
2009-06-30,0.00020194
2009-07-01,0.00020473
2009-07-02,0.00020648
2009-07-03,0.00020647
2009-07-04,0.00020621
2009-07-05,0.00020591
2009-07-06,0.0002056
2009-07-07,0.00020528
2009-07-08,0.00020497
2009-07-09,0.00020464
2009-07-10,0.00020432
2009-07-11,0.000204
2009-07-12,0.00020369
2009-07-13,0.00020337
2009-07-14,0.00020305
2009-07-15,0.00020274
2009-07-16,0.00020244
2009-07-17,0.00020213
2009-07-18,0.00020181
2009-07-19,0.0002015
2009-07-20,0.00020117
2009-07-21,0.00020083
2009-07-22,0.00020048
2009-07-23,0.00020013
2009-07-24,0.00019979
2009-07-25,0.00019944
2009-07-26,0.00019909
2009-07-27,0.00019875
2009-07-28,0.00019842
2009-07-29,0.00019808
2009-07-30,0.00019773
2009-07-31,0.00019738
2009-08-01,0.00019976
2009-08-02,0.00020108
2009-08-03,0.0002009
2009-08-04,0.00020056
2009-08-05,0.00020021
2009-08-06,0.00019985
2009-08-07,0.0001995
2009-08-08,0.00019916
2009-08-09,0.00019882
2009-08-10,0.00019848
2009-08-11,0.00019815
2009-08-12,0.00019778
2009-08-13,0.00019742
2009-08-14,0.00019705
2009-08-15,0.00019669
2009-08-16,0.00019635
2009-08-17,0.00019604
2009-08-18,0.00019575
2009-08-19,0.00019547
2009-08-20,0.00019517
2009-08-21,0.00019484
2009-08-22,0.00019451
2009-08-23,0.00019419
2009-08-24,0.00019386
2009-08-25,0.00019354
2009-08-26,0.00019325
2009-08-27,0.00019296
2009-08-28,0.00019266
2009-08-29,0.00019235
2009-08-30,0.00019204
2009-08-31,0.00019172
2009-09-01,0.00019463
2009-09-02,0.00019622
2009-09-03,0.00019612
2009-09-04,0.00019582
2009-09-05,0.00019549
2009-09-06,0.00019516
2009-09-07,0.00019483
2009-09-08,0.0001945
2009-09-09,0.00019419
2009-09-10,0.0001939
2009-09-11,0.00019361
2009-09-12,0.00019332
2009-09-13,0.00019301
2009-09-14,0.00019268
2009-09-15,0.00019236
2009-09-16,0.00019205
2009-09-17,0.00019175
2009-09-18,0.00019146
2009-09-19,0.00019119
2009-09-20,0.00019091
2009-09-21,0.00019062
2009-09-22,0.00019033
2009-09-23,0.00019005
2009-09-24,0.00018979
2009-09-25,0.00018954
2009-09-26,0.00018929
2009-09-27,0.00018904
2009-09-28,0.00018879
2009-09-29,0.0001885
2009-09-30,0.00018819
2009-10-01,0.00018981
2009-10-02,0.00019057
2009-10-03,0.00019038
2009-10-04,0.00019009
2009-10-05,0.0001898
2009-10-06,0.00018954
2009-10-07,0.00018928
2009-10-08,0.00018905
2009-10-09,0.00018882
2009-10-10,0.0001886
2009-10-11,0.00018838
2009-10-12,0.00018814
2009-10-13,0.00018785
2009-10-14,0.0014676
2009-10-15,0.0015454
2009-10-16,0.0015437
2009-10-17,0.0015419
2009-10-18,0.0015401
2009-10-19,0.0015383
2009-10-20,0.0015366
2009-10-21,0.001535
2009-10-22,0.0015335
2009-10-23,0.0015319
2009-10-24,0.0015303
2009-10-25,0.0015287
2009-10-26,0.0015271
2009-10-27,0.0015255
2009-10-28,0.0015234
2009-10-29,0.0015214
2009-10-30,0.0015199
2009-10-31,0.0015186
2009-11-01,0.0015191
2009-11-02,0.001519
2009-11-03,0.0015178
2009-11-04,0.0015163
2009-11-05,0.0015147
2009-11-06,0.001513
2009-11-07,0.0015114
2009-11-08,0.0015099
2009-11-09,0.0015084
2009-11-10,0.001507
2009-11-11,0.0015057
2009-11-12,0.0015044
2009-11-13,0.001503
2009-11-14,0.0015016
2009-11-15,0.0015003
2009-11-16,0.0014988
2009-11-17,0.0014974
2009-11-18,0.0014959
2009-11-19,0.0014945
2009-11-20,0.0014931
2009-11-21,0.0014915
2009-11-22,0.0014903
2009-11-23,0.0014891
2009-11-24,0.0014879
2009-11-25,0.0014865
2009-11-26,0.0014851
2009-11-27,0.0014838
2009-11-28,0.0014823
2009-11-29,0.0014804
2009-11-30,0.0014787
2009-12-01,0.0014781
2009-12-02,0.0014774
2009-12-03,0.0014763
2009-12-04,0.0014752
2009-12-05,0.0014741
2009-12-06,0.0014731
2009-12-07,0.0014721
2009-12-08,0.0014712
2009-12-09,0.0014703
2009-12-10,0.0014693
2009-12-11,0.0014682
2009-12-12,0.0017821
2009-12-13,0.0018406
2009-12-14,0.0018461
2009-12-15,0.0018458
2009-12-16,0.0018445
2009-12-17,0.001843
2009-12-18,0.0018417
2009-12-19,0.0018403
2009-12-20,0.0018388
2009-12-21,0.0018373
2009-12-22,0.0018359
2009-12-23,0.0018344
2009-12-24,0.001833
2009-12-25,0.0018316
2009-12-26,0.0018301
2009-12-27,0.0018286
2009-12-28,0.0018272
2009-12-29,0.0018259
2009-12-30,0.0018247
2009-12-31,0.0018235
2010-01-01,0.0018232
2010-01-02,0.0018226
2010-01-03,0.0018215
2010-01-04,0.0018202
2010-01-05,0.0018189
2010-01-06,0.0018175
2010-01-07,0.0018161
2010-01-08,0.0018148
2010-01-09,0.0018133
2010-01-10,0.0018119
2010-01-11,0.0018104
2010-01-12,0.0018088
2010-01-13,0.0018302
2010-01-14,0.001835
2010-01-15,0.0018345
2010-01-16,0.0018332
2010-01-17,0.0018316
2010-01-18,0.0018299
2010-01-19,0.0018276
2010-01-20,0.002497
2010-01-21,0.0028734
2010-01-22,0.0029297
2010-01-23,0.0029337
2010-01-24,0.0029325
2010-01-25,0.0029301
2010-01-26,0.0029273
2010-01-27,0.0029249
2010-01-28,0.0029227
2010-01-29,0.0029204
2010-01-30,0.0029181
2010-01-31,0.002916
2010-02-01,0.0029151
2010-02-02,0.0029137
2010-02-03,0.0029117
2010-02-04,0.0029095
2010-02-05,0.002907
2010-02-06,0.0029045
2010-02-07,0.0029022
2010-02-08,0.0029001
2010-02-09,0.0028981
2010-02-10,0.0028962
2010-02-11,0.0028945
2010-02-12,0.0028924
2010-02-13,0.0028903
2010-02-14,0.0028884
2010-02-15,0.0028866
2010-02-16,0.0028848
2010-02-17,0.0028829
2010-02-18,0.0028809
2010-02-19,0.0028793
2010-02-20,0.0028776
2010-02-21,0.0028757
2010-02-22,0.0028736
2010-02-23,0.0028714
2010-02-24,0.0028689
2010-02-25,0.0028666
2010-02-26,0.0028642
2010-02-27,0.0028614
2010-02-28,0.0028592
2010-03-01,0.0028589
2010-03-02,0.0028578
2010-03-03,0.0028556
2010-03-04,0.0028532
2010-03-05,0.0028509
2010-03-06,0.0028488
2010-03-07,0.0028467
2010-03-08,0.0028448
2010-03-09,0.0028426
2010-03-10,0.0028403
2010-03-11,0.0028381
2010-03-12,0.0028361
2010-03-13,0.0028339
2010-03-14,0.0028316
2010-03-15,0.0028294
2010-03-16,0.0028271
2010-03-17,0.0028251
2010-03-18,0.002823
2010-03-19,0.0028207
2010-03-20,0.0028185
2010-03-21,0.0028165
2010-03-22,0.0028149
2010-03-23,0.0028129
2010-03-24,0.0028109
2010-03-25,0.0028088
2010-03-26,0.0028066
2010-03-27,0.0028045
2010-03-28,0.0028024
2010-03-29,0.0028002
2010-03-30,0.0027976
2010-03-31,0.002795
2010-04-01,0.0027942
2010-04-02,0.0027933
2010-04-03,0.0027915
2010-04-04,0.0027895
2010-04-05,0.0027872
2010-04-06,0.002785
2010-04-07,0.0027833
2010-04-08,0.0027813
2010-04-09,0.0027791
2010-04-10,0.0027768
2010-04-11,0.0027745
2010-04-12,0.0027717
2010-04-13,0.0027692
2010-04-14,0.002767
2010-04-15,0.0027653
2010-04-16,0.0027636
2010-04-17,0.0027619
2010-04-18,0.0027603
2010-04-19,0.0027585
2010-04-20,0.0027566
2010-04-21,0.0027543
2010-04-22,0.0027518
2010-04-23,0.0027494
2010-04-24,0.0027474
2010-04-25,0.0027455
2010-04-26,0.0027438
2010-04-27,0.0027419
2010-04-28,0.0027392
2010-04-29,0.0027365
2010-04-30,0.0027341
2010-05-01,0.0027341
2010-05-02,0.0027336
2010-05-03,0.0027317
2010-05-04,0.0027296
2010-05-05,0.0027273
2010-05-06,0.0027247
2010-05-07,0.0027224
2010-05-08,0.0027203
2010-05-09,0.002718
2010-05-10,0.0027155
2010-05-11,0.0027128
2010-05-12,0.0027102
2010-05-13,0.0027078
2010-05-14,0.0027057
2010-05-15,0.0027038
2010-05-16,0.0027018
2010-05-17,0.0026997
2010-05-18,0.0026973
2010-05-19,0.002695
2010-05-20,0.0026926
2010-05-21,0.0026899
2010-05-22,0.0026871
2010-05-23,0.0026843
2010-05-24,0.0026815
2010-05-25,0.002679
2010-05-26,0.0026765
2010-05-27,0.002674
2010-05-28,0.0026714
2010-05-29,0.0026689
2010-05-30,0.0026665
2010-05-31,0.002664
2010-06-01,0.0026635
2010-06-02,0.0026623
2010-06-03,0.0026601
2010-06-04,0.0026577
2010-06-05,0.0026552
2010-06-06,0.0026528
2010-06-07,0.0026502
2010-06-08,0.0026474
2010-06-09,0.0026445
2010-06-10,0.0026415
2010-06-11,0.0026381
2010-06-12,0.0026346
2010-06-13,0.0026314
2010-06-14,0.0026286
2010-06-15,0.0026258
2010-06-16,0.0026227
2010-06-17,0.0026194
2010-06-18,0.0026163
2010-06-19,0.0026133
2010-06-20,0.00261
2010-06-21,0.0026068
2010-06-22,0.0026036
2010-06-23,0.0026006
2010-06-24,0.0025975
2010-06-25,0.0025942
2010-06-26,0.0025907
2010-06-27,0.0025873
2010-06-28,0.0025838
2010-06-29,0.0025803
2010-06-30,0.0025766
2010-07-01,0.0025742
2010-07-02,0.0025714
2010-07-03,0.0025677
2010-07-04,0.0025638
2010-07-05,0.0025601
2010-07-06,0.0025566
2010-07-07,0.002553
2010-07-08,0.0025494
2010-07-09,0.0025456
2010-07-10,0.0025418
2010-07-11,0.002538
2010-07-12,0.0025341
2010-07-13,0.0025301
2010-07-14,0.0025262
2010-07-15,0.0025227
2010-07-16,0.002519
2010-07-17,0.002515
2010-07-18,0.0025109
2010-07-19,0.0025068
2010-07-20,0.0025026
2010-07-21,0.0024985
2010-07-22,0.0024943
2010-07-23,0.0024903
2010-07-24,0.0024861
2010-07-25,0.0024819
2010-07-26,0.0024774
2010-07-27,0.002473
2010-07-28,0.0024687
2010-07-29,0.0024644
2010-07-30,0.0024601
2010-07-31,0.0024558
2010-08-01,0.0024528
2010-08-02,0.0024494
2010-08-03,0.0024454
2010-08-04,0.0024414
2010-08-05,0.0024373
2010-08-06,0.0024331
2010-08-07,0.0024289
2010-08-08,0.0024247
2010-08-09,0.0024205
2010-08-10,0.0024165
2010-08-11,0.0024125
2010-08-12,0.0024087
2010-08-13,0.0024051
2010-08-14,0.0024014
2010-08-15,0.0023976
2010-08-16,0.0023937
2010-08-17,0.0023901
2010-08-18,0.0023865
2010-08-19,0.002383
2010-08-20,0.0023794
2010-08-21,0.0023757
2010-08-22,0.0023721
2010-08-23,0.0023685
2010-08-24,0.0023649
2010-08-25,0.0023615
2010-08-26,0.0023583
2010-08-27,0.0023548
2010-08-28,0.002351
2010-08-29,0.0023472
2010-08-30,0.0023435
2010-08-31,0.0023399
2010-09-01,0.0023391
2010-09-02,0.0023373
2010-09-03,0.0023344
2010-09-04,0.0023311
2010-09-05,0.0023277
2010-09-06,0.002324
2010-09-07,0.0023204
2010-09-08,0.0023169
2010-09-09,0.0023133
2010-09-10,0.00231
2010-09-11,0.002307
2010-09-12,0.0023042
2010-09-13,0.0023011
2010-09-14,0.0022978
2010-09-15,0.0022946
2010-09-16,0.0022914
2010-09-17,0.0022883
2010-09-18,0.0022853
2010-09-19,0.0022824
2010-09-20,0.0022794
2010-09-21,0.0022764
2010-09-22,0.0022733
2010-09-23,0.0022702
2010-09-24,0.0022673
2010-09-25,0.0022645
2010-09-26,0.0022618
2010-09-27,0.0022589
2010-09-28,0.002256
2010-09-29,0.0022534
2010-09-30,0.0022509
2010-10-01,0.0022502
2010-10-02,0.0022486
2010-10-03,0.0022461
2010-10-04,0.0022432
2010-10-05,0.0022401
2010-10-06,0.0022371
2010-10-07,0.0022346
2010-10-08,0.002232
2010-10-09,0.0022295
2010-10-10,0.0022267
2010-10-11,0.0022237
2010-10-12,0.0022205
2010-10-13,0.0022175
2010-10-14,0.0022148
2010-10-15,0.0022125
2010-10-16,0.0022101
2010-10-17,0.0022076
2010-10-18,0.0022049
2010-10-19,0.0022022
2010-10-20,0.0021995
2010-10-21,0.0021969
2010-10-22,0.0021942
2010-10-23,0.0021915
2010-10-24,0.0021882
2010-10-25,0.0050101
2010-10-26,0.0050277
2010-10-27,0.0050074
2010-10-28,0.0049985
2010-10-29,0.0049915
2010-10-30,0.0049854
2010-10-31,0.0049797
2010-11-01,0.0049751
2010-11-02,0.0049703
2010-11-03,0.0049649
2010-11-04,0.0049595
2010-11-05,0.0049544
2010-11-06,0.0049491
2010-11-07,0.0049434
2010-11-08,0.0049372
2010-11-09,0.0049316
2010-11-10,0.0049268
2010-11-11,0.0049218
2010-11-12,0.0049169
2010-11-13,0.0049122
2010-11-14,0.0049072
2010-11-15,0.0049021
2010-11-16,0.004897
2010-11-17,0.0048921
2010-11-18,0.0048876
2010-11-19,0.0048832
2010-11-20,0.0048786
2010-11-21,0.0049805
2010-11-22,0.0049979
2010-11-23,0.0049952
2010-11-24,0.0049904
2010-11-25,0.0049859
2010-11-26,0.0049813
2010-11-27,0.0049766
2010-11-28,0.004972
2010-11-29,0.0049677
2010-11-30,0.0049634
2010-12-01,0.0049625
2010-12-02,0.0049608
2010-12-03,0.0049572
2010-12-04,0.0049534
2010-12-05,0.0049492
2010-12-06,0.0049447
2010-12-07,0.00494
2010-12-08,0.0049358
2010-12-09,0.0049317
2010-12-10,0.0049277
2010-12-11,0.004924
2010-12-12,0.0049206
2010-12-13,0.0049171
2010-12-14,0.0049135
2010-12-15,0.0049097
2010-12-16,0.0049063
2010-12-17,0.0049026
2010-12-18,0.0049356
2010-12-19,0.0050582
2010-12-20,0.0053986
2010-12-21,0.0054488
2010-12-22,0.0054488
2010-12-23,0.0054455
2010-12-24,0.0054416
2010-12-25,0.0054366
2010-12-26,0.005434
2010-12-27,0.0054296
2010-12-28,0.0054255
2010-12-29,0.0054208
2010-12-30,0.0054155
2010-12-31,0.005411
2011-01-01,0.0054106
2011-01-02,0.0054085
2011-01-03,0.0054041
2011-01-04,0.0053998
2011-01-05,0.0053957
2011-01-06,0.0053914
2011-01-07,0.005387
2011-01-08,0.005383
2011-01-09,0.0053796
2011-01-10,0.0053761
2011-01-11,0.0053722
2011-01-12,0.0053679
2011-01-13,0.0053638
2011-01-14,0.0053601
2011-01-15,0.0053567
2011-01-16,0.0053534
2011-01-17,0.0053509
2011-01-18,0.0053482
2011-01-19,0.0053447
2011-01-20,0.0053409
2011-01-21,0.0053368
2011-01-22,0.0053327
2011-01-23,0.0053284
2011-01-24,0.0053243
2011-01-25,0.0053208
2011-01-26,0.0053171
2011-01-27,0.0053128
2011-01-28,0.0053086
2011-01-29,0.0053051
2011-01-30,0.0053017
2011-01-31,0.0052982
2011-02-01,0.0052985
2011-02-02,0.0052976
2011-02-03,0.0052942
2011-02-04,0.0052906
2011-02-05,0.0052868
2011-02-06,0.0052831
2011-02-07,0.0052795
2011-02-08,0.0052757
2011-02-09,0.0052715
2011-02-10,0.0052673
2011-02-11,0.0052631
2011-02-12,0.0052589
2011-02-13,0.0052548
2011-02-14,0.0052509
2011-02-15,0.0052455
2011-02-16,0.0052391
2011-02-17,0.0052333
2011-02-18,0.0052282
2011-02-19,0.0053782
2011-02-20,0.0054098
2011-02-21,0.0054115
2011-02-22,0.0054092
2011-02-23,0.0054062
2011-02-24,0.0054029
2011-02-25,0.0053989
2011-02-26,0.005408
2011-02-27,0.0054079
2011-02-28,0.0054053
2011-03-01,0.0054053
2011-03-02,0.0054039
2011-03-03,0.0054
2011-03-04,0.0053962
2011-03-05,0.0053929
2011-03-06,0.0053898
2011-03-07,0.0053862
2011-03-08,0.0053821
2011-03-09,0.0053784
2011-03-10,0.0053748
2011-03-11,0.0053713
2011-03-12,0.0053681
2011-03-13,0.0053649
2011-03-14,0.0053609
2011-03-15,0.0053567
2011-03-16,0.010254
2011-03-17,0.010248
2011-03-18,0.01021
2011-03-19,0.010196
2011-03-20,0.010186
2011-03-21,0.010177
2011-03-22,0.010169
2011-03-23,0.01016
2011-03-24,0.010149
2011-03-25,0.012058
2011-03-26,0.012126
2011-03-27,0.012099
2011-03-28,0.012087
2011-03-29,0.012079
