"date","h2_fol003"
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0.00081387
2009-01-02,0.0007404
2009-01-03,0.00066416
2009-01-04,0.0005925
2009-01-05,0.00052816
2009-01-06,0.00048203
2009-01-07,0.0004464
2009-01-08,0.00041347
2009-01-09,0.00037616
2009-01-10,0.00033507
2009-01-11,0.00030079
2009-01-12,0.00026802
2009-01-13,0.00023688
2009-01-14,0.00021079
2009-01-15,0.00018849
2009-01-16,0.0001684
2009-01-17,0.00015051
2009-01-18,0.0001348
2009-01-19,0.00012035
2009-01-20,0.00010872
2009-01-21,0.00010023
2009-01-22,9.301e-05
2009-01-23,8.7176e-05
2009-01-24,8.1452e-05
2009-01-25,7.6415e-05
2009-01-26,7.2024e-05
2009-01-27,6.9488e-05
2009-01-28,6.7605e-05
2009-01-29,6.4355e-05
2009-01-30,5.9989e-05
2009-01-31,5.6728e-05
2009-02-01,0.0004927
2009-02-02,0.00043815
2009-02-03,0.00038702
2009-02-04,0.00034379
2009-02-05,0.00030802
2009-02-06,0.0002774
2009-02-07,0.0002506
2009-02-08,0.00023099
2009-02-09,0.00021223
2009-02-10,0.00019731
2009-02-11,0.00018341
2009-02-12,0.00016829
2009-02-13,0.00015574
2009-02-14,0.00013746
2009-02-15,0.00011929
2009-02-16,0.00010277
2009-02-17,9.3052e-05
2009-02-18,8.53e-05
2009-02-19,8.1092e-05
2009-02-20,7.7032e-05
2009-02-21,7.3531e-05
2009-02-22,6.9468e-05
2009-02-23,6.4446e-05
2009-02-24,6.1444e-05
2009-02-25,6.0093e-05
2009-02-26,5.8349e-05
2009-02-27,5.795e-05
2009-02-28,5.7323e-05
2009-03-01,0.0033283
2009-03-02,0.0028798
2009-03-03,0.0024482
2009-03-04,0.0021178
2009-03-05,0.0019482
2009-03-06,0.0018025
2009-03-07,0.0016812
2009-03-08,0.0015752
2009-03-09,0.0014475
2009-03-10,0.0013403
2009-03-11,0.0012625
2009-03-12,0.0011826
2009-03-13,0.0011026
2009-03-14,0.001031
2009-03-15,0.00095042
2009-03-16,0.00086146
2009-03-17,0.0008045
2009-03-18,0.00077055
2009-03-19,0.00072871
2009-03-20,0.00068695
2009-03-21,0.00064812
2009-03-22,0.00059959
2009-03-23,0.00055604
2009-03-24,0.00052434
2009-03-25,0.00049945
2009-03-26,0.00047411
2009-03-27,0.00045085
2009-03-28,0.00043308
2009-03-29,0.00040806
2009-03-30,0.00038131
2009-03-31,0.00036572
2009-04-01,0.0022902
2009-04-02,0.002075
2009-04-03,0.0018533
2009-04-04,0.0016695
2009-04-05,0.0015402
2009-04-06,0.0014241
2009-04-07,0.0013337
2009-04-08,0.0012218
2009-04-09,0.0011237
2009-04-10,0.0010374
2009-04-11,0.00095522
2009-04-12,0.00089227
2009-04-13,0.00083654
2009-04-14,0.00075102
2009-04-15,0.0006606
2009-04-16,0.00060296
2009-04-17,0.00057139
2009-04-18,0.00054703
2009-04-19,0.00052181
2009-04-20,0.0005009
2009-04-21,0.00048641
2009-04-22,0.00047145
2009-04-23,0.00045186
2009-04-24,0.00042951
2009-04-25,0.00040654
2009-04-26,0.00038751
2009-04-27,0.00037292
2009-04-28,0.00035693
2009-04-29,0.00034373
2009-04-30,0.00033588
2009-05-01,0.0015045
2009-05-02,0.0013454
2009-05-03,0.0012096
2009-05-04,0.0010922
2009-05-05,0.00098684
2009-05-06,0.00090291
2009-05-07,0.00083691
2009-05-08,0.00077529
2009-05-09,0.00072281
2009-05-10,0.00067746
2009-05-11,0.00063323
2009-05-12,0.00058568
2009-05-13,0.00054392
2009-05-14,0.00051101
2009-05-15,0.00048237
2009-05-16,0.00046
2009-05-17,0.00045397
2009-05-18,0.00044637
2009-05-19,0.00042504
2009-05-20,0.00040903
2009-05-21,0.00039976
2009-05-22,0.00038645
2009-05-23,0.00036739
2009-05-24,0.00034819
2009-05-25,0.00033157
2009-05-26,0.00031776
2009-05-27,0.0003106
2009-05-28,0.00030551
2009-05-29,0.00029601
2009-05-30,0.00028467
2009-05-31,0.00027422
2009-06-01,0.0027821
2009-06-02,0.0025013
2009-06-03,0.002302
2009-06-04,0.002119
2009-06-05,0.0018998
2009-06-06,0.0017067
2009-06-07,0.001545
2009-06-08,0.0013971
2009-06-09,0.0012587
2009-06-10,0.0011309
2009-06-11,0.001019
2009-06-12,0.0009259
2009-06-13,0.00084232
2009-06-14,0.00077024
2009-06-15,0.00071347
2009-06-16,0.00066062
2009-06-17,0.00060812
2009-06-18,0.00056107
2009-06-19,0.00051824
2009-06-20,0.00047605
2009-06-21,0.00043782
2009-06-22,0.00041018
2009-06-23,0.00039696
2009-06-24,0.00038627
2009-06-25,0.00036893
2009-06-26,0.00035345
2009-06-27,0.00034479
2009-06-28,0.0003403
2009-06-29,0.000332
2009-06-30,0.00031962
2009-07-01,0.0029254
2009-07-02,0.0026294
2009-07-03,0.0023466
2009-07-04,0.0020808
2009-07-05,0.0018457
2009-07-06,0.0016376
2009-07-07,0.0014578
2009-07-08,0.0012947
2009-07-09,0.0011507
2009-07-10,0.001033
2009-07-11,0.00093845
2009-07-12,0.00085335
2009-07-13,0.00077519
2009-07-14,0.00071598
2009-07-15,0.00067447
2009-07-16,0.00063544
2009-07-17,0.00059729
2009-07-18,0.00056231
2009-07-19,0.00052995
2009-07-20,0.00049774
2009-07-21,0.00046394
2009-07-22,0.00043285
2009-07-23,0.00040713
2009-07-24,0.0003857
2009-07-25,0.00036581
2009-07-26,0.00034892
2009-07-27,0.00033705
2009-07-28,0.00032688
2009-07-29,0.00031359
2009-07-30,0.00029977
2009-07-31,0.00028679
2009-08-01,0.0057938
2009-08-02,0.0049214
2009-08-03,0.0041843
2009-08-04,0.0035921
2009-08-05,0.0031001
2009-08-06,0.0026575
2009-08-07,0.0023024
2009-08-08,0.0020341
2009-08-09,0.0018095
2009-08-10,0.0016346
2009-08-11,0.0014559
2009-08-12,0.0012675
2009-08-13,0.0011036
2009-08-14,0.00096646
2009-08-15,0.00086623
2009-08-16,0.00080519
2009-08-17,0.00076768
2009-08-18,0.00074316
2009-08-19,0.00072011
2009-08-20,0.00067682
2009-08-21,0.00062459
2009-08-22,0.00058214
2009-08-23,0.00054237
2009-08-24,0.00051119
2009-08-25,0.00049212
2009-08-26,0.00048435
2009-08-27,0.00047583
2009-08-28,0.00045657
2009-08-29,0.00043619
2009-08-30,0.00041633
2009-08-31,0.00040037
2009-09-01,0.0042629
2009-09-02,0.003852
2009-09-03,0.0034157
2009-09-04,0.002938
2009-09-05,0.0025259
2009-09-06,0.0021724
2009-09-07,0.0018687
2009-09-08,0.0016585
2009-09-09,0.0015075
2009-09-10,0.0013815
2009-09-11,0.0012809
2009-09-12,0.0011685
2009-09-13,0.0010441
2009-09-14,0.00092343
2009-09-15,0.00083425
2009-09-16,0.00076679
2009-09-17,0.00070911
2009-09-18,0.00069002
2009-09-19,0.00067126
2009-09-20,0.00063748
2009-09-21,0.00060719
2009-09-22,0.00057195
2009-09-23,0.00055351
2009-09-24,0.00055892
2009-09-25,0.00056757
2009-09-26,0.00056265
2009-09-27,0.00056529
2009-09-28,0.00055536
2009-09-29,0.00051471
2009-09-30,0.00047317
2009-10-01,0.003416
2009-10-02,0.0029665
2009-10-03,0.0025446
2009-10-04,0.0020964
2009-10-05,0.0018205
2009-10-06,0.0016119
2009-10-07,0.001431
2009-10-08,0.0013088
2009-10-09,0.0012139
2009-10-10,0.0011429
2009-10-11,0.0010508
2009-10-12,0.00094463
2009-10-13,0.00074988
2009-10-14,0.00054486
2009-10-15,0.00050611
2009-10-16,0.00049184
2009-10-17,0.00048355
2009-10-18,0.00047845
2009-10-19,0.00046643
2009-10-20,0.00046021
2009-10-21,0.00046482
2009-10-22,0.00046656
2009-10-23,0.00046177
2009-10-24,0.00045393
2009-10-25,0.00044691
2009-10-26,0.00044901
2009-10-27,0.0004228
2009-10-28,0.00037781
2009-10-29,0.0003673
2009-10-30,0.00037948
2009-10-31,0.00039281
2009-11-01,0.0028647
2009-11-02,0.0025788
2009-11-03,0.0023149
2009-11-04,0.0020485
2009-11-05,0.0017704
2009-11-06,0.001557
2009-11-07,0.0014051
2009-11-08,0.0012696
2009-11-09,0.0011632
2009-11-10,0.0010931
2009-11-11,0.0010431
2009-11-12,0.00096808
2009-11-13,0.0008934
2009-11-14,0.0008415
2009-11-15,0.0007797
2009-11-16,0.00071931
2009-11-17,0.00067526
2009-11-18,0.00063102
2009-11-19,0.00059309
2009-11-20,0.00054922
2009-11-21,0.00051834
2009-11-22,0.00051599
2009-11-23,0.00050668
2009-11-24,0.00048348
2009-11-25,0.00045539
2009-11-26,0.00043672
2009-11-27,0.00042873
2009-11-28,0.00039157
2009-11-29,0.00035084
2009-11-30,0.00033589
2009-12-01,0.0026365
2009-12-02,0.0023231
2009-12-03,0.0020559
2009-12-04,0.0018396
2009-12-05,0.001679
2009-12-06,0.0015391
2009-12-07,0.0014232
2009-12-08,0.0013392
2009-12-09,0.0012391
2009-12-10,0.0011218
2009-12-11,0.0010039
2009-12-12,0.00086832
2009-12-13,0.00076807
2009-12-14,0.00071429
2009-12-15,0.00066871
2009-12-16,0.00061678
2009-12-17,0.00058321
2009-12-18,0.00055866
2009-12-19,0.00052894
2009-12-20,0.0005005
2009-12-21,0.00048059
2009-12-22,0.00045665
2009-12-23,0.00043998
2009-12-24,0.0004263
2009-12-25,0.00040752
2009-12-26,0.00039038
2009-12-27,0.00037814
2009-12-28,0.0003712
2009-12-29,0.00036978
2009-12-30,0.00037311
2009-12-31,0.00036897
2010-01-01,0.0019431
2010-01-02,0.0017541
2010-01-03,0.0015881
2010-01-04,0.0014096
2010-01-05,0.0012654
2010-01-06,0.0011407
2010-01-07,0.0010347
2010-01-08,0.00094089
2010-01-09,0.0008568
2010-01-10,0.00078652
2010-01-11,0.00071884
2010-01-12,0.00063922
2010-01-13,0.00056529
2010-01-14,0.00053996
2010-01-15,0.0005143
2010-01-16,0.0004834
2010-01-17,0.00045461
2010-01-18,0.00041127
2010-01-19,0.00035499
2010-01-20,0.00030202
2010-01-21,0.00027648
2010-01-22,0.00027067
2010-01-23,0.00027567
2010-01-24,0.00027898
2010-01-25,0.00027449
2010-01-26,0.00026874
2010-01-27,0.00027494
2010-01-28,0.00027916
2010-01-29,0.00027803
2010-01-30,0.00027967
2010-01-31,0.00028774
2010-02-01,0.0021907
2010-02-02,0.0019755
2010-02-03,0.0018016
2010-02-04,0.0016276
2010-02-05,0.0014255
2010-02-06,0.0012927
2010-02-07,0.001184
2010-02-08,0.0010998
2010-02-09,0.0010287
2010-02-10,0.00097862
2010-02-11,0.00092721
2010-02-12,0.00085813
2010-02-13,0.00080742
2010-02-14,0.00077438
2010-02-15,0.00074339
2010-02-16,0.00071043
2010-02-17,0.00067285
2010-02-18,0.00064817
2010-02-19,0.00063457
2010-02-20,0.00061238
2010-02-21,0.00058358
2010-02-22,0.00055442
2010-02-23,0.00051961
2010-02-24,0.00048287
2010-02-25,0.00046505
2010-02-26,0.00043569
2010-02-27,0.0004039
2010-02-28,0.00040411
2010-03-01,0.0018309
2010-03-02,0.0016533
2010-03-03,0.0014738
2010-03-04,0.0013147
2010-03-05,0.001216
2010-03-06,0.001129
2010-03-07,0.0010567
2010-03-08,0.00098706
2010-03-09,0.00090286
2010-03-10,0.00083068
2010-03-11,0.00078706
2010-03-12,0.00074268
2010-03-13,0.00068577
2010-03-14,0.00064435
2010-03-15,0.00060199
2010-03-16,0.00057282
2010-03-17,0.00055371
2010-03-18,0.00052584
2010-03-19,0.00049728
2010-03-20,0.00047761
2010-03-21,0.00047241
2010-03-22,0.00046607
2010-03-23,0.00045152
2010-03-24,0.00043858
2010-03-25,0.00042217
2010-03-26,0.00040856
2010-03-27,0.00039732
2010-03-28,0.00038625
2010-03-29,0.00037184
2010-03-30,0.00034914
2010-03-31,0.00033198
2010-04-01,0.0016256
2010-04-02,0.0015007
2010-04-03,0.0013762
2010-04-04,0.0012598
2010-04-05,0.00112
2010-04-06,0.0010483
2010-04-07,0.0009877
2010-04-08,0.00091654
2010-04-09,0.00084654
2010-04-10,0.00078457
2010-04-11,0.00071965
2010-04-12,0.00064114
2010-04-13,0.00059655
2010-04-14,0.00057925
2010-04-15,0.00056754
2010-04-16,0.00055418
2010-04-17,0.00054104
2010-04-18,0.00052825
2010-04-19,0.00051433
2010-04-20,0.00049385
2010-04-21,0.00045394
2010-04-22,0.00042625
2010-04-23,0.00041279
2010-04-24,0.00040563
2010-04-25,0.00040006
2010-04-26,0.00040131
2010-04-27,0.00038799
2010-04-28,0.00035989
2010-04-29,0.0003417
2010-04-30,0.00032771
2010-05-01,0.0026015
2010-05-02,0.0023528
2010-05-03,0.0021531
2010-05-04,0.0019704
2010-05-05,0.0017658
2010-05-06,0.0015821
2010-05-07,0.0014678
2010-05-08,0.001366
2010-05-09,0.0012397
2010-05-10,0.0011197
2010-05-11,0.0010037
2010-05-12,0.00091742
2010-05-13,0.00086009
2010-05-14,0.00082697
2010-05-15,0.00080019
2010-05-16,0.00076963
2010-05-17,0.00072806
2010-05-18,0.00068574
2010-05-19,0.0006526
2010-05-20,0.00061425
2010-05-21,0.00056745
2010-05-22,0.00052532
2010-05-23,0.00048798
2010-05-24,0.00046033
2010-05-25,0.0004442
2010-05-26,0.00042471
2010-05-27,0.00040784
2010-05-28,0.00039174
2010-05-29,0.00037923
2010-05-30,0.00037202
2010-05-31,0.00036394
2010-06-01,0.0034512
2010-06-02,0.0030967
2010-06-03,0.0028239
2010-06-04,0.0025518
2010-06-05,0.0023221
2010-06-06,0.0021294
2010-06-07,0.0019123
2010-06-08,0.001709
2010-06-09,0.0015287
2010-06-10,0.0013472
2010-06-11,0.0011685
2010-06-12,0.0010243
2010-06-13,0.00094225
2010-06-14,0.00088589
2010-06-15,0.00081754
2010-06-16,0.00074197
2010-06-17,0.00068244
2010-06-18,0.00063917
2010-06-19,0.00059393
2010-06-20,0.00055025
2010-06-21,0.000516
2010-06-22,0.00049725
2010-06-23,0.00048124
2010-06-24,0.00045916
2010-06-25,0.00043569
2010-06-26,0.00041344
2010-06-27,0.00039944
2010-06-28,0.0003898
2010-06-29,0.00037455
2010-06-30,0.00035603
2010-07-01,0.0044695
2010-07-02,0.0038214
2010-07-03,0.0032682
2010-07-04,0.0028541
2010-07-05,0.0025431
2010-07-06,0.0022612
2010-07-07,0.0020136
2010-07-08,0.0017881
2010-07-09,0.0015822
2010-07-10,0.0014166
2010-07-11,0.0012762
2010-07-12,0.0011383
2010-07-13,0.0010115
2010-07-14,0.00092601
2010-07-15,0.0008709
2010-07-16,0.00080532
2010-07-17,0.00073407
2010-07-18,0.00067414
2010-07-19,0.0006254
2010-07-20,0.00058759
2010-07-21,0.00055162
2010-07-22,0.00052657
2010-07-23,0.00050549
2010-07-24,0.0004805
2010-07-25,0.00045571
2010-07-26,0.00042792
2010-07-27,0.00040672
2010-07-28,0.00039009
2010-07-29,0.00037407
2010-07-30,0.00035914
2010-07-31,0.00034636
2010-08-01,0.0070352
2010-08-02,0.0060068
2010-08-03,0.0051417
2010-08-04,0.0044217
2010-08-05,0.0037789
2010-08-06,0.0032192
2010-08-07,0.0027373
2010-08-08,0.0023249
2010-08-09,0.001999
2010-08-10,0.0017448
2010-08-11,0.001527
2010-08-12,0.0013758
2010-08-13,0.001264
2010-08-14,0.0011428
2010-08-15,0.0010164
2010-08-16,0.00091862
2010-08-17,0.00085404
2010-08-18,0.00079918
2010-08-19,0.00074656
2010-08-20,0.00069479
2010-08-21,0.00065011
2010-08-22,0.00061154
2010-08-23,0.00057464
2010-08-24,0.0005494
2010-08-25,0.00055024
2010-08-26,0.00054422
2010-08-27,0.00051737
2010-08-28,0.00048813
2010-08-29,0.00046311
2010-08-30,0.00044479
2010-08-31,0.00043187
2010-09-01,0.0043667
2010-09-02,0.0038398
2010-09-03,0.0034252
2010-09-04,0.0029905
2010-09-05,0.0025506
2010-09-06,0.002169
2010-09-07,0.0018838
2010-09-08,0.0016191
2010-09-09,0.0014015
2010-09-10,0.0012644
2010-09-11,0.0012003
2010-09-12,0.0011381
2010-09-13,0.0010378
2010-09-14,0.00094409
2010-09-15,0.00086908
2010-09-16,0.00080667
2010-09-17,0.00075973
2010-09-18,0.0007261
2010-09-19,0.00069496
2010-09-20,0.00066461
2010-09-21,0.00063533
2010-09-22,0.00059677
2010-09-23,0.00056825
2010-09-24,0.00056028
2010-09-25,0.00055732
2010-09-26,0.0005477
2010-09-27,0.00053333
2010-09-28,0.00053155
2010-09-29,0.00054458
2010-09-30,0.00056458
2010-10-01,0.0040742
2010-10-02,0.0036063
2010-10-03,0.0031763
2010-10-04,0.002709
2010-10-05,0.0022508
2010-10-06,0.0019839
2010-10-07,0.0017915
2010-10-08,0.0016059
2010-10-09,0.0014635
2010-10-10,0.0012876
2010-10-11,0.001113
2010-10-12,0.00096656
2010-10-13,0.00087462
2010-10-14,0.00084418
2010-10-15,0.0008425
2010-10-16,0.00081945
2010-10-17,0.00078419
2010-10-18,0.00074003
2010-10-19,0.00069834
2010-10-20,0.00067725
2010-10-21,0.00065376
2010-10-22,0.00062475
2010-10-23,0.0005866
2010-10-24,0.00049065
2010-10-25,0.00039083
2010-10-26,0.00038942
2010-10-27,0.00038805
2010-10-28,0.00037446
2010-10-29,0.00036712
2010-10-30,0.00037092
2010-10-31,0.00037581
2010-11-01,0.0069087
2010-11-02,0.0058665
2010-11-03,0.004939
2010-11-04,0.0042795
2010-11-05,0.0037553
2010-11-06,0.0032435
2010-11-07,0.0027327
2010-11-08,0.0022551
2010-11-09,0.0020167
2010-11-10,0.0018305
2010-11-11,0.0016285
2010-11-12,0.0014741
2010-11-13,0.0013296
2010-11-14,0.0011874
2010-11-15,0.0010646
2010-11-16,0.00096709
2010-11-17,0.00090719
2010-11-18,0.00085584
2010-11-19,0.00081161
2010-11-20,0.00073721
2010-11-21,0.00066347
2010-11-22,0.00061622
2010-11-23,0.00057609
2010-11-24,0.00055386
2010-11-25,0.00054491
2010-11-26,0.00052684
2010-11-27,0.000512
2010-11-28,0.00049911
2010-11-29,0.00049534
2010-11-30,0.00048689
2010-12-01,0.0065496
2010-12-02,0.0056438
2010-12-03,0.0049341
2010-12-04,0.004318
2010-12-05,0.003682
2010-12-06,0.0030888
2010-12-07,0.0026861
2010-12-08,0.0023749
2010-12-09,0.0021111
2010-12-10,0.0019095
2010-12-11,0.0017702
2010-12-12,0.0016526
2010-12-13,0.0015312
2010-12-14,0.0014116
2010-12-15,0.0013028
2010-12-16,0.001227
2010-12-17,0.0011286
2010-12-18,0.00099035
2010-12-19,0.00086549
2010-12-20,0.00076811
2010-12-21,0.00072616
2010-12-22,0.00070047
2010-12-23,0.00069493
2010-12-24,0.00067911
2010-12-25,0.00062932
2010-12-26,0.00057856
2010-12-27,0.00057949
2010-12-28,0.0005812
2010-12-29,0.00054841
2010-12-30,0.00053379
2010-12-31,0.00053587
2011-01-01,0.0061442
2011-01-02,0.0052461
2011-01-03,0.0046006
2011-01-04,0.0041349
2011-01-05,0.0036931
2011-01-06,0.0032721
2011-01-07,0.0029171
2011-01-08,0.0026877
2011-01-09,0.002507
2011-01-10,0.0023001
2011-01-11,0.0020838
2011-01-12,0.001889
2011-01-13,0.0017453
2011-01-14,0.0016507
2011-01-15,0.0015632
2011-01-16,0.0015004
2011-01-17,0.0014766
2011-01-18,0.0014158
2011-01-19,0.0013326
2011-01-20,0.0012452
2011-01-21,0.0011586
2011-01-22,0.0010863
2011-01-23,0.0010171
2011-01-24,0.00097187
2011-01-25,0.00094721
2011-01-26,0.00090159
2011-01-27,0.0008479
2011-01-28,0.0008205
2011-01-29,0.00081452
2011-01-30,0.00080365
2011-01-31,0.00078756
2011-02-01,0.0069733
2011-02-02,0.0062315
2011-02-03,0.005584
2011-02-04,0.0050387
2011-02-05,0.0045503
2011-02-06,0.0041374
2011-02-07,0.003786
2011-02-08,0.0034298
2011-02-09,0.0030679
2011-02-10,0.0027615
2011-02-11,0.0024932
2011-02-12,0.0022643
2011-02-13,0.0020999
2011-02-14,0.0019238
2011-02-15,0.0016691
2011-02-16,0.0014218
2011-02-17,0.0012671
2011-02-18,0.0011744
2011-02-19,0.0010963
2011-02-20,0.0010914
2011-02-21,0.0010927
2011-02-22,0.0010809
2011-02-23,0.0010734
2011-02-24,0.0010451
2011-02-25,0.00097552
2011-02-26,0.0009322
2011-02-27,0.0009397
2011-02-28,0.00093107
2011-03-01,0.0058457
2011-03-02,0.0052208
2011-03-03,0.0046975
2011-03-04,0.0043348
2011-03-05,0.0040793
2011-03-06,0.0038243
2011-03-07,0.0034302
2011-03-08,0.0031518
2011-03-09,0.002951
2011-03-10,0.0027601
2011-03-11,0.0026011
2011-03-12,0.0024927
2011-03-13,0.0023563
2011-03-14,0.0021408
2011-03-15,0.0019955
2011-03-16,0.0017642
2011-03-17,0.0016853
2011-03-18,0.0016011
2011-03-19,0.0014514
2011-03-20,0.0013474
2011-03-21,0.0012748
2011-03-22,0.0012318
2011-03-23,0.00116
2011-03-24,0.0010496
2011-03-25,0.00095025
2011-03-26,0.00090525
2011-03-27,0.00088055
2011-03-28,0.00088176
2011-03-29,0.00089052
2011-03-30,0.00088936
2011-03-31,0.00087728
2011-04-01,0.0062935
