"date","h2_fol002"
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0.000219
2009-01-02,4.1293e-05
2009-01-03,1.0696e-05
2009-01-04,5.4712e-06
2009-01-05,4.5819e-06
2009-01-06,4.458e-06
2009-01-07,4.4428e-06
2009-01-08,4.4401e-06
2009-01-09,4.4069e-06
2009-01-10,4.3814e-06
2009-01-11,4.3825e-06
2009-01-12,4.3634e-06
2009-01-13,4.3521e-06
2009-01-14,4.3507e-06
2009-01-15,4.351e-06
2009-01-16,4.3413e-06
2009-01-17,4.337e-06
2009-01-18,4.329e-06
2009-01-19,4.3183e-06
2009-01-20,4.3255e-06
2009-01-21,4.3412e-06
2009-01-22,0.00013013
2009-01-23,0.0010713
2009-01-24,0.0014702
2009-01-25,0.00011448
2009-01-26,0.00015331
2009-01-27,0.00016065
2009-01-28,0.00016199
2009-01-29,0.00016089
2009-01-30,0.00015979
2009-01-31,0.00016012
2009-02-01,0.00028315
2009-02-02,0.00018238
2009-02-03,0.00016501
2009-02-04,0.00016222
2009-02-05,0.00016187
2009-02-06,0.00016185
2009-02-07,0.0001617
2009-02-08,0.00016258
2009-02-09,0.00016193
2009-02-10,0.00016267
2009-02-11,0.00016198
2009-02-12,0.00098821
2009-02-13,0.00025472
2009-02-14,0.0033946
2009-02-15,0.00036444
2009-02-16,0.00057155
2009-02-17,0.0018297
2009-02-18,0.0036626
2009-02-19,0.00066286
2009-02-20,0.00104
2009-02-21,0.0011024
2009-02-22,0.001108
2009-02-23,0.0037478
2009-02-24,0.0029391
2009-02-25,0.0011364
2009-02-26,0.0014937
2009-02-27,0.0015671
2009-02-28,0.0015703
2009-03-01,0.0025935
2009-03-02,0.0030064
2009-03-03,0.0034779
2009-03-04,0.0043099
2009-03-05,0.0013508
2009-03-06,0.0020866
2009-03-07,0.0022214
2009-03-08,0.0022404
2009-03-09,0.0022289
2009-03-10,0.0022348
2009-03-11,0.0022429
2009-03-12,0.0022369
2009-03-13,0.0022323
2009-03-14,0.0022312
2009-03-15,0.0022157
2009-03-16,0.0022013
2009-03-17,0.0022232
2009-03-18,0.0022348
2009-03-19,0.002226
2009-03-20,0.0022217
2009-03-21,0.0022182
2009-03-22,0.0021993
2009-03-23,0.0021986
2009-03-24,0.0022066
2009-03-25,0.0022115
2009-03-26,0.0022056
2009-03-27,0.0022061
2009-03-28,0.0022094
2009-03-29,0.0021897
2009-03-30,0.0021841
2009-03-31,0.0021978
2009-04-01,0.0028233
2009-04-02,0.002297
2009-04-03,0.002194
2009-04-04,0.0021888
2009-04-05,0.0021955
2009-04-06,0.0021976
2009-04-07,0.0022046
2009-04-08,0.0054887
2009-04-09,0.0023487
2009-04-10,0.0024729
2009-04-11,0.0023337
2009-04-12,0.0023352
2009-04-13,0.0023296
2009-04-14,0.0022906
2009-04-15,0.0022734
2009-04-16,0.0022948
2009-04-17,0.0023182
2009-04-18,0.0023242
2009-04-19,0.0023196
2009-04-20,0.0023228
2009-04-21,0.0023281
2009-04-22,0.0023238
2009-04-23,0.0023123
2009-04-24,0.0023021
2009-04-25,0.0022938
2009-04-26,0.002296
2009-04-27,0.0022983
2009-04-28,0.0022903
2009-04-29,0.0022935
2009-04-30,0.0022998
2009-05-01,0.0026697
2009-05-02,0.013219
2009-05-03,0.0022231
2009-05-04,0.0028245
2009-05-05,0.0035639
2009-05-06,0.0030171
2009-05-07,0.0029815
2009-05-08,0.0029737
2009-05-09,0.0029725
2009-05-10,0.0029737
2009-05-11,0.0029639
2009-05-12,0.0029489
2009-05-13,0.0029475
2009-05-14,0.0029516
2009-05-15,0.0029508
2009-05-16,0.0029575
2009-05-17,0.0029899
2009-05-18,0.0029765
2009-05-19,0.0029476
2009-05-20,0.0029524
2009-05-21,0.00296
2009-05-22,0.0029449
2009-05-23,0.002925
2009-05-24,0.0029155
2009-05-25,0.0029131
2009-05-26,0.0029132
2009-05-27,0.0029295
2009-05-28,0.0029278
2009-05-29,0.0029119
2009-05-30,0.002899
2009-05-31,0.0028949
2009-06-01,0.0036716
2009-06-02,0.0030233
2009-06-03,0.002943
2009-06-04,0.0029163
2009-06-05,0.0028881
2009-06-06,0.0028853
2009-06-07,0.0028831
2009-06-08,0.0028781
2009-06-09,0.0028674
2009-06-10,0.0028601
2009-06-11,0.0028549
2009-06-12,0.0028573
2009-06-13,0.002849
2009-06-14,0.0028507
2009-06-15,0.002853
2009-06-16,0.0028468
2009-06-17,0.0028346
2009-06-18,0.0028309
2009-06-19,0.0028223
2009-06-20,0.0028109
2009-06-21,0.0028035
2009-06-22,0.0028135
2009-06-23,0.0028354
2009-06-24,0.0028328
2009-06-25,0.0028135
2009-06-26,0.0028121
2009-06-27,0.0028206
2009-06-28,0.0028271
2009-06-29,0.0028106
2009-06-30,0.0027977
2009-07-01,0.0035578
2009-07-02,0.0029164
2009-07-03,0.0028131
2009-07-04,0.0027918
2009-07-05,0.0027828
2009-07-06,0.0027777
2009-07-07,0.0027733
2009-07-08,0.0027645
2009-07-09,0.0027593
2009-07-10,0.0027603
2009-07-11,0.0027628
2009-07-12,0.0027553
2009-07-13,0.0027488
2009-07-14,0.002756
2009-07-15,0.0027637
2009-07-16,0.0027565
2009-07-17,0.0027503
2009-07-18,0.0027433
2009-07-19,0.0027382
2009-07-20,0.0027266
2009-07-21,0.0027141
2009-07-22,0.0027066
2009-07-23,0.0027049
2009-07-24,0.0027017
2009-07-25,0.002695
2009-07-26,0.0026927
2009-07-27,0.0026953
2009-07-28,0.0026909
2009-07-29,0.0026762
2009-07-30,0.002668
2009-07-31,0.0026594
2009-08-01,0.0041309
2009-08-02,0.0028448
2009-08-03,0.0026891
2009-08-04,0.0026708
2009-08-05,0.0026664
2009-08-06,0.0026533
2009-08-07,0.0026587
2009-08-08,0.0026615
2009-08-09,0.0026622
2009-08-10,0.0026662
2009-08-11,0.0026451
2009-08-12,0.002626
2009-08-13,0.0026162
2009-08-14,0.0026116
2009-08-15,0.0026198
2009-08-16,0.0026367
2009-08-17,0.0026461
2009-08-18,0.0026525
2009-08-19,0.002646
2009-08-20,0.0026179
2009-08-21,0.0026021
2009-08-22,0.0025996
2009-08-23,0.0025896
2009-08-24,0.002593
2009-08-25,0.0025974
2009-08-26,0.0026095
2009-08-27,0.0025987
2009-08-28,0.0025817
2009-08-29,0.0025721
2009-08-30,0.0025646
2009-08-31,0.0025638
2009-09-01,0.0035062
2009-09-02,0.0027019
2009-09-03,0.0025928
2009-09-04,0.0025637
2009-09-05,0.0025558
2009-09-06,0.0025482
2009-09-07,0.002542
2009-09-08,0.0025579
2009-09-09,0.0025603
2009-09-10,0.0025634
2009-09-11,0.0025617
2009-09-12,0.0025445
2009-09-13,0.0025262
2009-09-14,0.0025121
2009-09-15,0.0025179
2009-09-16,0.0025171
2009-09-17,0.0025151
2009-09-18,0.0025441
2009-09-19,0.0025271
2009-09-20,0.0025183
2009-09-21,0.0025077
2009-09-22,0.002498
2009-09-23,0.0025098
2009-09-24,0.0025298
2009-09-25,0.0025275
2009-09-26,0.0025122
2009-09-27,0.0025215
2009-09-28,0.0024954
2009-09-29,0.0024625
2009-09-30,0.0024506
2009-10-01,0.0031253
2009-10-02,0.0025447
2009-10-03,0.0024657
2009-10-04,0.002441
2009-10-05,0.0024677
2009-10-06,0.0024591
2009-10-07,0.0024666
2009-10-08,0.0024694
2009-10-09,0.0024767
2009-10-10,0.0024761
2009-10-11,0.0024568
2009-10-12,0.0024408
2009-10-13,0.002348
2009-10-14,0.048227
2009-10-15,0.0070032
2009-10-16,0.01141
2009-10-17,0.012185
2009-10-18,0.012305
2009-10-19,0.012276
2009-10-20,0.012304
2009-10-21,0.012344
2009-10-22,0.012328
2009-10-23,0.01228
2009-10-24,0.01225
2009-10-25,0.012236
2009-10-26,0.012287
2009-10-27,0.012057
2009-10-28,0.01193
2009-10-29,0.01209
2009-10-30,0.012232
2009-10-31,0.012258
2009-11-01,0.012743
2009-11-02,0.012284
2009-11-03,0.012186
2009-11-04,0.012108
2009-11-05,0.012022
2009-11-06,0.012052
2009-11-07,0.012076
2009-11-08,0.012065
2009-11-09,0.012081
2009-11-10,0.012127
2009-11-11,0.012148
2009-11-12,0.01205
2009-11-13,0.01203
2009-11-14,0.012042
2009-11-15,0.011975
2009-11-16,0.01195
2009-11-17,0.01196
2009-11-18,0.011924
2009-11-19,0.011914
2009-11-20,0.01184
2009-11-21,0.011887
2009-11-22,0.01198
2009-11-23,0.011943
2009-11-24,0.011858
2009-11-25,0.0118
2009-11-26,0.011824
2009-11-27,0.011859
2009-11-28,0.011628
2009-11-29,0.011583
2009-11-30,0.011673
2009-12-01,0.012239
2009-12-02,0.011872
2009-12-03,0.011812
2009-12-04,0.01181
2009-12-05,0.011848
2009-12-06,0.011831
2009-12-07,0.011861
2009-12-08,0.011861
2009-12-09,0.011814
2009-12-10,0.011735
2009-12-11,0.011687
2009-12-12,0.044187
2009-12-13,0.03331
2009-12-14,0.013261
2009-12-15,0.016252
2009-12-16,0.016846
2009-12-17,0.017007
2009-12-18,0.017041
2009-12-19,0.016974
2009-12-20,0.016951
2009-12-21,0.016971
2009-12-22,0.016897
2009-12-23,0.016936
2009-12-24,0.016911
2009-12-25,0.016852
2009-12-26,0.016823
2009-12-27,0.016849
2009-12-28,0.016863
2009-12-29,0.016924
2009-12-30,0.016964
2009-12-31,0.016876
2010-01-01,0.017164
2010-01-02,0.016974
2010-01-03,0.016875
2010-01-04,0.016802
2010-01-05,0.016798
2010-01-06,0.016785
2010-01-07,0.016783
2010-01-08,0.016757
2010-01-09,0.016737
2010-01-10,0.01673
2010-01-11,0.016678
2010-01-12,0.016522
2010-01-13,0.039521
2010-01-14,0.012645
2010-01-15,0.017574
2010-01-16,0.018355
2010-01-17,0.018451
2010-01-18,0.024658
2010-01-19,0.038682
2010-01-20,0.038019
2010-01-21,0.034998
2010-01-22,0.043982
2010-01-23,0.016706
2010-01-24,0.024983
2010-01-25,0.026213
2010-01-26,0.039191
2010-01-27,0.021192
2010-01-28,0.026479
2010-01-29,0.027278
2010-01-30,0.027505
2010-01-31,0.027675
2010-02-01,0.028089
2010-02-02,0.027575
2010-02-03,0.02756
2010-02-04,0.027392
2010-02-05,0.037774
2010-02-06,0.022745
2010-02-07,0.027133
2010-02-08,0.027948
2010-02-09,0.028092
2010-02-10,0.028229
2010-02-11,0.028127
2010-02-12,0.027953
2010-02-13,0.028037
2010-02-14,0.028118
2010-02-15,0.02811
2010-02-16,0.02804
2010-02-17,0.027935
2010-02-18,0.028049
2010-02-19,0.028108
2010-02-20,0.027988
2010-02-21,0.027864
2010-02-22,0.027792
2010-02-23,0.027622
2010-02-24,0.027888
2010-02-25,0.027609
2010-02-26,0.027404
2010-02-27,0.043974
2010-02-28,0.025992
2010-03-01,0.027335
2010-03-02,0.029441
2010-03-03,0.029682
2010-03-04,0.040685
2010-03-05,0.023396
2010-03-06,0.029512
2010-03-07,0.030637
2010-03-08,0.030703
2010-03-09,0.030542
2010-03-10,0.030542
2010-03-11,0.030734
2010-03-12,0.030628
2010-03-13,0.037766
2010-03-14,0.02671
2010-03-15,0.030106
2010-03-16,0.030836
2010-03-17,0.030989
2010-03-18,0.030826
2010-03-19,0.030761
2010-03-20,0.030833
2010-03-21,0.031078
2010-03-22,0.030989
2010-03-23,0.030861
2010-03-24,0.030816
2010-03-25,0.030694
2010-03-26,0.030717
2010-03-27,0.030685
2010-03-28,0.030678
2010-03-29,0.030514
2010-03-30,0.030266
2010-03-31,0.030324
2010-04-01,0.03099
2010-04-02,0.030671
2010-04-03,0.030597
2010-04-04,0.03047
2010-04-05,0.043797
2010-04-06,0.021398
2010-04-07,0.030451
2010-04-08,0.0319
2010-04-09,0.03204
2010-04-10,0.03209
2010-04-11,0.031886
2010-04-12,0.042471
2010-04-13,0.033465
2010-04-14,0.028145
2010-04-15,0.033016
2010-04-16,0.03379
2010-04-17,0.033916
2010-04-18,0.033893
2010-04-19,0.033849
2010-04-20,0.033646
2010-04-21,0.043762
2010-04-22,0.023289
2010-04-23,0.033119
2010-04-24,0.03485
2010-04-25,0.03518
2010-04-26,0.035395
2010-04-27,0.034915
2010-04-28,0.03453
2010-04-29,0.034606
2010-04-30,0.034635
2010-05-01,0.03535
2010-05-02,0.034877
2010-05-03,0.034891
2010-05-04,0.034804
2010-05-05,0.034553
2010-05-06,0.034519
2010-05-07,0.034825
2010-05-08,0.034745
2010-05-09,0.034503
2010-05-10,0.034374
2010-05-11,0.034224
2010-05-12,0.03434
2010-05-13,0.034547
2010-05-14,0.034766
2010-05-15,0.034794
2010-05-16,0.034699
2010-05-17,0.03448
2010-05-18,0.034396
2010-05-19,0.034423
2010-05-20,0.03423
2010-05-21,0.034
2010-05-22,0.033936
2010-05-23,0.033864
2010-05-24,0.033976
2010-05-25,0.034108
2010-05-26,0.033971
2010-05-27,0.033974
2010-05-28,0.033889
2010-05-29,0.033932
2010-05-30,0.034012
2010-05-31,0.033938
2010-06-01,0.034633
2010-06-02,0.033992
2010-06-03,0.033954
2010-06-04,0.033799
2010-06-05,0.033862
2010-06-06,0.033831
2010-06-07,0.033593
2010-06-08,0.03351
2010-06-09,0.033417
2010-06-10,0.033206
2010-06-11,0.032973
2010-06-12,0.033012
2010-06-13,0.033381
2010-06-14,0.033474
2010-06-15,0.03327
2010-06-16,0.03304
2010-06-17,0.033102
2010-06-18,0.033147
2010-06-19,0.033007
2010-06-20,0.032912
2010-06-21,0.032936
2010-06-22,0.033126
2010-06-23,0.033067
2010-06-24,0.032916
2010-06-25,0.032776
2010-06-26,0.032705
2010-06-27,0.032796
2010-06-28,0.032806
2010-06-29,0.032604
2010-06-30,0.032456
2010-07-01,0.033463
2010-07-02,0.032485
2010-07-03,0.032297
2010-07-04,0.032415
2010-07-05,0.032487
2010-07-06,0.032416
2010-07-07,0.032376
2010-07-08,0.032258
2010-07-09,0.032175
2010-07-10,0.032191
2010-07-11,0.032147
2010-07-12,0.031978
2010-07-13,0.031874
2010-07-14,0.032046
2010-07-15,0.032147
2010-07-16,0.031923
2010-07-17,0.031757
2010-07-18,0.031699
2010-07-19,0.031687
2010-07-20,0.031693
2010-07-21,0.031582
2010-07-22,0.031673
2010-07-23,0.031574
2010-07-24,0.031471
2010-07-25,0.03133
2010-07-26,0.031176
2010-07-27,0.031181
2010-07-28,0.031135
2010-07-29,0.031068
2010-07-30,0.030985
2010-07-31,0.030949
2010-08-01,0.032556
2010-08-02,0.031169
2010-08-03,0.030986
2010-08-04,0.030906
2010-08-05,0.030801
2010-08-06,0.030703
2010-08-07,0.030613
2010-08-08,0.030521
2010-08-09,0.030539
2010-08-10,0.030534
2010-08-11,0.03047
2010-08-12,0.030622
2010-08-13,0.030618
2010-08-14,0.030443
2010-08-15,0.030236
2010-08-16,0.030285
2010-08-17,0.030347
2010-08-18,0.030318
2010-08-19,0.030218
2010-08-20,0.030117
2010-08-21,0.030067
2010-08-22,0.030006
2010-08-23,0.029912
2010-08-24,0.029972
2010-08-25,0.030225
2010-08-26,0.030031
2010-08-27,0.029783
2010-08-28,0.02963
2010-08-29,0.029592
2010-08-30,0.029573
2010-08-31,0.029584
2010-09-01,0.030437
2010-09-02,0.029941
2010-09-03,0.029813
2010-09-04,0.029658
2010-09-05,0.02941
2010-09-06,0.02938
2010-09-07,0.029383
2010-09-08,0.029229
2010-09-09,0.029223
2010-09-10,0.02938
2010-09-11,0.029624
2010-09-12,0.029491
2010-09-13,0.029233
2010-09-14,0.029151
2010-09-15,0.029124
2010-09-16,0.029092
2010-09-17,0.029111
2010-09-18,0.02912
2010-09-19,0.029061
2010-09-20,0.029001
2010-09-21,0.028931
2010-09-22,0.028743
2010-09-23,0.028802
2010-09-24,0.028905
2010-09-25,0.028925
2010-09-26,0.028805
2010-09-27,0.028736
2010-09-28,0.028836
2010-09-29,0.028959
2010-09-30,0.029022
2010-10-01,0.029492
2010-10-02,0.02887
2010-10-03,0.028666
2010-10-04,0.028453
2010-10-05,0.028231
2010-10-06,0.028596
2010-10-07,0.028466
2010-10-08,0.028534
2010-10-09,0.028429
2010-10-10,0.02823
2010-10-11,0.028029
2010-10-12,0.027998
2010-10-13,0.02811
2010-10-14,0.028401
2010-10-15,0.028478
2010-10-16,0.028313
2010-10-17,0.028207
2010-10-18,0.028052
2010-10-19,0.028011
2010-10-20,0.028101
2010-10-21,0.027979
2010-10-22,0.027923
2010-10-23,0.027714
2010-10-24,0.044256
2010-10-25,0.066493
2010-10-26,0.028766
2010-10-27,0.04783
2010-10-28,0.050725
2010-10-29,0.051346
2010-10-30,0.051651
2010-10-31,0.051697
2010-11-01,0.052982
2010-11-02,0.051786
2010-11-03,0.05149
2010-11-04,0.051667
2010-11-05,0.051649
2010-11-06,0.051438
2010-11-07,0.05105
2010-11-08,0.053722
2010-11-09,0.042767
2010-11-10,0.050207
2010-11-11,0.051251
2010-11-12,0.051547
2010-11-13,0.051355
2010-11-14,0.051219
2010-11-15,0.051052
2010-11-16,0.051108
2010-11-17,0.05127
2010-11-18,0.051233
2010-11-19,0.051217
2010-11-20,0.054645
2010-11-21,0.049162
2010-11-22,0.036798
2010-11-23,0.05075
2010-11-24,0.053347
2010-11-25,0.053799
2010-11-26,0.053696
2010-11-27,0.053687
2010-11-28,0.056098
2010-11-29,0.048515
2010-11-30,0.052902
2010-12-01,0.054901
2010-12-02,0.054023
2010-12-03,0.054004
2010-12-04,0.053829
2010-12-05,0.053537
2010-12-06,0.058771
2010-12-07,0.038217
2010-12-08,0.051963
2010-12-09,0.054343
2010-12-10,0.054781
2010-12-11,0.055129
2010-12-12,0.055063
2010-12-13,0.054984
2010-12-14,0.054752
2010-12-15,0.056165
2010-12-16,0.052768
2010-12-17,0.054183
2010-12-18,0.062846
2010-12-19,0.055972
2010-12-20,0.060855
2010-12-21,0.039281
2010-12-22,0.060034
2010-12-23,0.063808
2010-12-24,0.064031
2010-12-25,0.063263
2010-12-26,0.0667
2010-12-27,0.043269
2010-12-28,0.062329
2010-12-29,0.067914
2010-12-30,0.043373
2010-12-31,0.064739
2011-01-01,0.069355
2011-01-02,0.070358
2011-01-03,0.061967
2011-01-04,0.065974
2011-01-05,0.068384
2011-01-06,0.068572
2011-01-07,0.068674
2011-01-08,0.069184
2011-01-09,0.069244
2011-01-10,0.068924
2011-01-11,0.068567
2011-01-12,0.068472
2011-01-13,0.068676
2011-01-14,0.069009
2011-01-15,0.068876
2011-01-16,0.069197
2011-01-17,0.069463
2011-01-18,0.068951
2011-01-19,0.068597
2011-01-20,0.068257
2011-01-21,0.0681
2011-01-22,0.068058
2011-01-23,0.067905
2011-01-24,0.068204
2011-01-25,0.068393
2011-01-26,0.067889
2011-01-27,0.067635
2011-01-28,0.067988
2011-01-29,0.068347
2011-01-30,0.068219
2011-01-31,0.068831
2011-02-01,0.068374
2011-02-02,0.067876
2011-02-03,0.067863
2011-02-04,0.067816
2011-02-05,0.067803
2011-02-06,0.067803
2011-02-07,0.067857
2011-02-08,0.067523
2011-02-09,0.067268
2011-02-10,0.067213
2011-02-11,0.067144
2011-02-12,0.067137
2011-02-13,0.067412
2011-02-14,0.066975
2011-02-15,0.065934
2011-02-16,0.071953
2011-02-17,0.058814
2011-02-18,0.076463
2011-02-19,0.085393
2011-02-20,0.046618
2011-02-21,0.074372
2011-02-22,0.07909
2011-02-23,0.079882
2011-02-24,0.079504
2011-02-25,0.08458
2011-02-26,0.076965
2011-02-27,0.056603
2011-02-28,0.080309
2011-03-01,0.085377
2011-03-02,0.08452
2011-03-03,0.084636
2011-03-04,0.085015
2011-03-05,0.085509
2011-03-06,0.085247
2011-03-07,0.089332
2011-03-08,0.056718
2011-03-09,0.082629
2011-03-10,0.086944
2011-03-11,0.087837
2011-03-12,0.088267
2011-03-13,0.087776
2011-03-14,0.091709
2011-03-15,0.05675
2011-03-16,0.11231
2011-03-17,0.065842
2011-03-18,0.108
2011-03-19,0.10008
2011-03-20,0.074199
2011-03-21,0.11299
2011-03-22,0.11992
2011-03-23,0.11976
2011-03-24,0.1107
2011-03-25,0.10361
2011-03-26,0.091407
2011-03-27,0.09885
2011-03-28,0.11837
2011-03-29,0.13344
2011-03-30,0.13552
2011-03-31,0.13528
2011-04-01,0.13694
2011-04-02,0.13548
2011-04-03,0.13492
2011-04-04,0.13498
2011-04-05,0.13504
2011-04-06,0.13479
2011-04-07,0.13404
2011-04-08,0.13394
2011-04-09,0.1345
2011-04-10,0.13542
2011-04-11,0.13523
2011-04-12,0.13473
2011-04-13,0.13411
2011-04-14,0.13481
2011-04-15,0.13518
2011-04-16,0.13498
2011-04-17,0.13443
2011-04-18,0.13371
2011-04-19,0.13391
2011-04-20,0.13384
2011-04-21,0.13349
2011-04-22,0.13408
2011-04-23,0.13453
2011-04-24,0.13377
2011-04-25,0.13285
2011-04-26,0.13252
2011-04-27,0.13315
2011-04-28,0.13298
2011-04-29,0.13181
2011-04-30,0.1314
2011-05-01,0.13392
2011-05-02,0.13381
2011-05-03,0.13325
2011-05-04,0.13209
2011-05-05,0.13253
2011-05-06,0.13266
2011-05-07,0.13224
2011-05-08,0.13157
2011-05-09,0.13098
2011-05-10,0.13091
2011-05-11,0.13134
2011-05-12,0.13165
2011-05-13,0.13199
2011-05-14,0.13126
2011-05-15,0.13015
