"date","h2_pgc022"
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0.00011676
2009-01-02,2.1983e-05
2009-01-03,5.691e-06
2009-01-04,2.9119e-06
2009-01-05,2.4382e-06
2009-01-06,2.3708e-06
2009-01-07,2.3643e-06
2009-01-08,2.365e-06
2009-01-09,2.3485e-06
2009-01-10,2.3345e-06
2009-01-11,2.334e-06
2009-01-12,2.324e-06
2009-01-13,2.318e-06
2009-01-14,2.316e-06
2009-01-15,2.3165e-06
2009-01-16,2.3122e-06
2009-01-17,2.31e-06
2009-01-18,2.3053e-06
2009-01-19,2.2969e-06
2009-01-20,2.3011e-06
2009-01-21,2.3109e-06
2009-01-22,2.3146e-06
2009-01-23,2.3201e-06
2009-01-24,2.3175e-06
2009-01-25,2.3064e-06
2009-01-26,2.307e-06
2009-01-27,2.3186e-06
2009-01-28,2.3229e-06
2009-01-29,2.3044e-06
2009-01-30,2.2873e-06
2009-01-31,2.2922e-06
2009-02-01,0.00014091
2009-02-02,2.7881e-05
2009-02-03,8.8451e-06
2009-02-04,5.6697e-06
2009-02-05,5.1448e-06
2009-02-06,5.0579e-06
2009-02-07,5.0397e-06
2009-02-08,5.0655e-06
2009-02-09,5.0495e-06
2009-02-10,5.0649e-06
2009-02-11,5.0385e-06
2009-02-12,5.0408e-06
2009-02-13,5.0219e-06
2009-02-14,4.9778e-06
2009-02-15,4.8646e-06
2009-02-16,4.8673e-06
2009-02-17,4.9216e-06
2009-02-18,0.00031944
2009-02-19,6.3146e-05
2009-02-20,2.3965e-05
2009-02-21,1.7359e-05
2009-02-22,1.6164e-05
2009-02-23,0.0043176
2009-02-24,0.00028114
2009-02-25,0.00023307
2009-02-26,0.00022441
2009-02-27,0.00022487
2009-02-28,0.00022352
2009-03-01,0.00040332
2009-03-02,0.00025091
2009-03-03,0.00022439
2009-03-04,0.00022266
2009-03-05,0.00022525
2009-03-06,0.00022577
2009-03-07,0.00022665
2009-03-08,0.00022632
2009-03-09,0.00022487
2009-03-10,0.00022541
2009-03-11,0.0002262
2009-03-12,0.00022568
2009-03-13,0.00022531
2009-03-14,0.00022519
2009-03-15,0.00022337
2009-03-16,0.00022176
2009-03-17,0.000224
2009-03-18,0.00022546
2009-03-19,0.0002246
2009-03-20,0.00022407
2009-03-21,0.00022379
2009-03-22,0.00022223
2009-03-23,0.00022194
2009-03-24,0.00022269
2009-03-25,0.00022313
2009-03-26,0.00022253
2009-03-27,0.00022255
2009-03-28,0.00022274
2009-03-29,0.00022052
2009-03-30,0.00022003
2009-03-31,0.00022154
2009-04-01,0.000467
2009-04-02,0.00026457
2009-04-03,0.00022949
2009-04-04,0.00022502
2009-04-05,0.00022517
2009-04-06,0.00022537
2009-04-07,0.00022616
2009-04-08,0.00022433
2009-04-09,0.00022396
2009-04-10,0.00022369
2009-04-11,0.00022328
2009-04-12,0.00022443
2009-04-13,0.00022381
2009-04-14,0.00021932
2009-04-15,0.00021799
2009-04-16,0.00022049
2009-04-17,0.00022271
2009-04-18,0.0002233
2009-04-19,0.00022284
2009-04-20,0.0002231
2009-04-21,0.0002236
2009-04-22,0.00022329
2009-04-23,0.0002222
2009-04-24,0.00022115
2009-04-25,0.00022032
2009-04-26,0.00022048
2009-04-27,0.0002207
2009-04-28,0.00021999
2009-04-29,0.00022038
2009-04-30,0.00022106
2009-05-01,0.00041255
2009-05-02,0.00025133
2009-05-03,0.00022541
2009-05-04,0.00022181
2009-05-05,0.00022024
2009-05-06,0.00022123
2009-05-07,0.00022161
2009-05-08,0.00022151
2009-05-09,0.0002214
2009-05-10,0.00022147
2009-05-11,0.0002209
2009-05-12,0.00021983
2009-05-13,0.00021975
2009-05-14,0.00022022
2009-05-15,0.00022005
2009-05-16,0.00022034
2009-05-17,0.00022274
2009-05-18,0.00022192
2009-05-19,0.00021979
2009-05-20,0.00022007
2009-05-21,0.00022063
2009-05-22,0.00021951
2009-05-23,0.00021801
2009-05-24,0.00021726
2009-05-25,0.00021702
2009-05-26,0.00021685
2009-05-27,0.00021793
2009-05-28,0.00021806
2009-05-29,0.00021702
2009-05-30,0.00021611
2009-05-31,0.00021579
2009-06-01,0.00043062
2009-06-02,0.00025122
2009-06-03,0.00022568
2009-06-04,0.00022063
2009-06-05,0.00021838
2009-06-06,0.00021817
2009-06-07,0.000218
2009-06-08,0.00021766
2009-06-09,0.00021682
2009-06-10,0.00021623
2009-06-11,0.00021588
2009-06-12,0.00021605
2009-06-13,0.00021538
2009-06-14,0.00021553
2009-06-15,0.00021569
2009-06-16,0.00021517
2009-06-17,0.00021421
2009-06-18,0.00021383
2009-06-19,0.00021303
2009-06-20,0.00021216
2009-06-21,0.00021165
2009-06-22,0.00021235
2009-06-23,0.00021387
2009-06-24,0.00021372
2009-06-25,0.00021245
2009-06-26,0.00021241
2009-06-27,0.00021298
2009-06-28,0.00021338
2009-06-29,0.0002123
2009-06-30,0.00021154
2009-07-01,0.00048568
2009-07-02,0.00025343
2009-07-03,0.0002206
2009-07-04,0.00021561
2009-07-05,0.00021446
2009-07-06,0.00021409
2009-07-07,0.00021376
2009-07-08,0.00021295
2009-07-09,0.00021252
2009-07-10,0.00021253
2009-07-11,0.00021275
2009-07-12,0.0002122
2009-07-13,0.0002116
2009-07-14,0.00021197
2009-07-15,0.00021288
2009-07-16,0.00021251
2009-07-17,0.00021206
2009-07-18,0.00021149
2009-07-19,0.00021098
2009-07-20,0.00021012
2009-07-21,0.00020919
2009-07-22,0.00020859
2009-07-23,0.0002085
2009-07-24,0.00020824
2009-07-25,0.00020767
2009-07-26,0.00020749
2009-07-27,0.00020779
2009-07-28,0.00020751
2009-07-29,0.00020633
2009-07-30,0.00020568
2009-07-31,0.00020493
2009-08-01,0.00044436
2009-08-02,0.00023511
2009-08-03,0.00021094
2009-08-04,0.00020816
2009-08-05,0.00020774
2009-08-06,0.00020674
2009-08-07,0.00020731
2009-08-08,0.00020742
2009-08-09,0.00020718
2009-08-10,0.00020737
2009-08-11,0.00020593
2009-08-12,0.00020461
2009-08-13,0.00020391
2009-08-14,0.00020356
2009-08-15,0.00020408
2009-08-16,0.00020526
2009-08-17,0.0002061
2009-08-18,0.00020684
2009-08-19,0.00020642
2009-08-20,0.00020403
2009-08-21,0.00020276
2009-08-22,0.00020268
2009-08-23,0.0002019
2009-08-24,0.00020212
2009-08-25,0.00020243
2009-08-26,0.0002034
2009-08-27,0.00020256
2009-08-28,0.00020113
2009-08-29,0.00020032
2009-08-30,0.0001999
2009-08-31,0.00019982
2009-09-01,0.00047924
2009-09-02,0.00023503
2009-09-03,0.00020796
2009-09-04,0.00020383
2009-09-05,0.00020311
2009-09-06,0.00020244
2009-09-07,0.00020182
2009-09-08,0.0002029
2009-09-09,0.00020306
2009-09-10,0.00020342
2009-09-11,0.00020345
2009-09-12,0.00020212
2009-09-13,0.00020066
2009-09-14,0.00019949
2009-09-15,0.00020005
2009-09-16,0.0001999
2009-09-17,0.0001995
2009-09-18,0.00020148
2009-09-19,0.00020044
2009-09-20,0.00019992
2009-09-21,0.00019916
2009-09-22,0.00019846
2009-09-23,0.00019949
2009-09-24,0.00020097
2009-09-25,0.00020088
2009-09-26,0.00019966
2009-09-27,0.00020055
2009-09-28,0.00019837
2009-09-29,0.00019557
2009-09-30,0.0001946
2009-10-01,0.00035903
2009-10-02,0.00021318
2009-10-03,0.00019829
2009-10-04,0.00019588
2009-10-05,0.00019796
2009-10-06,0.00019726
2009-10-07,0.00019804
2009-10-08,0.0001983
2009-10-09,0.00019891
2009-10-10,0.0001986
2009-10-11,0.00019704
2009-10-12,0.00019574
2009-10-13,0.00018759
2009-10-14,0.02573
2009-10-15,0.0015386
2009-10-16,0.0015164
2009-10-17,0.0015169
2009-10-18,0.0015159
2009-10-19,0.0015099
2009-10-20,0.0015151
2009-10-21,0.00152
2009-10-22,0.0015156
2009-10-23,0.0015089
2009-10-24,0.0015061
2009-10-25,0.0015043
2009-10-26,0.0015089
2009-10-27,0.0014774
2009-10-28,0.0014634
2009-10-29,0.0014854
2009-10-30,0.0015028
2009-10-31,0.0015059
2009-11-01,0.001663
2009-11-02,0.0015269
2009-11-03,0.0015014
2009-11-04,0.0014892
2009-11-05,0.001478
2009-11-06,0.0014809
2009-11-07,0.0014855
2009-11-08,0.0014853
2009-11-09,0.0014863
2009-11-10,0.0014919
2009-11-11,0.0014948
2009-11-12,0.0014832
2009-11-13,0.001481
2009-11-14,0.0014824
2009-11-15,0.0014736
2009-11-16,0.00147
2009-11-17,0.0014704
2009-11-18,0.0014661
2009-11-19,0.0014655
2009-11-20,0.0014561
2009-11-21,0.0014636
2009-11-22,0.0014742
2009-11-23,0.0014694
2009-11-24,0.0014594
2009-11-25,0.0014523
2009-11-26,0.001455
2009-11-27,0.0014583
2009-11-28,0.0014261
2009-11-29,0.00142
2009-11-30,0.0014339
2009-12-01,0.0015218
2009-12-02,0.0014627
2009-12-03,0.0014534
2009-12-04,0.001453
2009-12-05,0.0014563
2009-12-06,0.0014551
2009-12-07,0.001459
2009-12-08,0.0014592
2009-12-09,0.0014535
2009-12-10,0.001444
2009-12-11,0.0014374
2009-12-12,0.010992
2009-12-13,0.0026168
2009-12-14,0.0019364
2009-12-15,0.001815
2009-12-16,0.0017902
2009-12-17,0.0017939
2009-12-18,0.0017958
2009-12-19,0.0017886
2009-12-20,0.0017857
2009-12-21,0.0017867
2009-12-22,0.0017804
2009-12-23,0.0017851
2009-12-24,0.001782
2009-12-25,0.0017751
2009-12-26,0.0017719
2009-12-27,0.0017754
2009-12-28,0.0017766
2009-12-29,0.001782
2009-12-30,0.0017866
2009-12-31,0.0017768
2010-01-01,0.0018678
2010-01-02,0.0017985
2010-01-03,0.0017806
2010-01-04,0.0017711
2010-01-05,0.0017701
2010-01-06,0.0017687
2010-01-07,0.0017687
2010-01-08,0.0017658
2010-01-09,0.0017632
2010-01-10,0.0017621
2010-01-11,0.0017566
2010-01-12,0.0017347
2010-01-13,0.0025641
2010-01-14,0.0019003
2010-01-15,0.0018034
2010-01-16,0.0017802
2010-01-17,0.0017716
2010-01-18,0.0017457
2010-01-19,0.0017152
2010-01-20,0.018555
2010-01-21,0.011968
2010-01-22,0.0035781
2010-01-23,0.0029516
2010-01-24,0.0028374
2010-01-25,0.0027927
2010-01-26,0.002795
2010-01-27,0.0028183
2010-01-28,0.0028153
2010-01-29,0.0028035
2010-01-30,0.0028114
2010-01-31,0.0028266
2010-02-01,0.0029124
2010-02-02,0.0028222
2010-02-03,0.0028126
2010-02-04,0.0027943
2010-02-05,0.0027764
2010-02-06,0.0027894
2010-02-07,0.002795
2010-02-08,0.0028021
2010-02-09,0.002803
2010-02-10,0.0028174
2010-02-11,0.0028035
2010-02-12,0.0027825
2010-02-13,0.0027914
2010-02-14,0.0028022
2010-02-15,0.0028037
2010-02-16,0.0027965
2010-02-17,0.0027853
2010-02-18,0.0027985
2010-02-19,0.0028041
2010-02-20,0.0027911
2010-02-21,0.0027794
2010-02-22,0.0027712
2010-02-23,0.002752
2010-02-24,0.002744
2010-02-25,0.0027613
2010-02-26,0.0027208
2010-02-27,0.0027328
2010-02-28,0.0027736
2010-03-01,0.0028999
2010-03-02,0.0027699
2010-03-03,0.0027362
2010-03-04,0.0027331
2010-03-05,0.0027465
2010-03-06,0.0027477
2010-03-07,0.0027561
2010-03-08,0.0027455
2010-03-09,0.0027291
2010-03-10,0.0027285
2010-03-11,0.0027434
2010-03-12,0.0027323
2010-03-13,0.0027224
2010-03-14,0.0027208
2010-03-15,0.0027131
2010-03-16,0.0027262
2010-03-17,0.0027295
2010-03-18,0.0027131
2010-03-19,0.0027069
2010-03-20,0.0027138
2010-03-21,0.0027375
2010-03-22,0.0027295
2010-03-23,0.0027178
2010-03-24,0.0027132
2010-03-25,0.002701
2010-03-26,0.002707
2010-03-27,0.0027034
2010-03-28,0.0026996
2010-03-29,0.0026832
2010-03-30,0.0026624
2010-03-31,0.0026727
2010-04-01,0.0028306
2010-04-02,0.00272
2010-04-03,0.0026998
2010-04-04,0.0026852
2010-04-05,0.002668
2010-04-06,0.0026981
2010-04-07,0.0026936
2010-04-08,0.00268
2010-04-09,0.0026671
2010-04-10,0.0026692
2010-04-11,0.0026473
2010-04-12,0.002631
2010-04-13,0.0026544
2010-04-14,0.0026777
2010-04-15,0.0026882
2010-04-16,0.0026867
2010-04-17,0.0026873
2010-04-18,0.0026814
2010-04-19,0.0026769
2010-04-20,0.0026605
2010-04-21,0.0026281
2010-04-22,0.0026266
2010-04-23,0.002648
2010-04-24,0.0026569
2010-04-25,0.0026621
2010-04-26,0.0026708
2010-04-27,0.0026265
2010-04-28,0.0026034
2010-04-29,0.0026147
2010-04-30,0.0026164
2010-05-01,0.0028429
2010-05-02,0.0026654
2010-05-03,0.0026422
2010-05-04,0.0026312
2010-05-05,0.0026118
2010-05-06,0.0026091
2010-05-07,0.0026328
2010-05-08,0.0026277
2010-05-09,0.0026099
2010-05-10,0.002599
2010-05-11,0.00259
2010-05-12,0.0025969
2010-05-13,0.0026115
2010-05-14,0.0026279
2010-05-15,0.0026315
2010-05-16,0.0026235
2010-05-17,0.0026068
2010-05-18,0.0026006
2010-05-19,0.0026019
2010-05-20,0.0025885
2010-05-21,0.0025724
2010-05-22,0.0025676
2010-05-23,0.0025614
2010-05-24,0.0025698
2010-05-25,0.0025787
2010-05-26,0.0025689
2010-05-27,0.0025698
2010-05-28,0.0025638
2010-05-29,0.0025669
2010-05-30,0.0025699
2010-05-31,0.0025657
2010-06-01,0.0027373
2010-06-02,0.002594
2010-06-03,0.0025768
2010-06-04,0.0025583
2010-06-05,0.0025647
2010-06-06,0.0025654
2010-06-07,0.002545
2010-06-08,0.0025371
2010-06-09,0.002531
2010-06-10,0.0025148
2010-06-11,0.0024944
2010-06-12,0.0024976
2010-06-13,0.0025256
2010-06-14,0.0025322
2010-06-15,0.0025162
2010-06-16,0.0024983
2010-06-17,0.0025025
2010-06-18,0.0025068
2010-06-19,0.0024976
2010-06-20,0.0024904
2010-06-21,0.0024902
2010-06-22,0.0025055
2010-06-23,0.0025014
2010-06-24,0.0024904
2010-06-25,0.0024808
2010-06-26,0.0024757
2010-06-27,0.0024802
2010-06-28,0.002479
2010-06-29,0.0024648
2010-06-30,0.002455
2010-07-01,0.0025839
2010-07-02,0.0024659
2010-07-03,0.0024433
2010-07-04,0.0024492
2010-07-05,0.0024562
2010-07-06,0.0024537
2010-07-07,0.002452
2010-07-08,0.0024417
2010-07-09,0.0024347
2010-07-10,0.0024365
2010-07-11,0.0024339
2010-07-12,0.0024213
2010-07-13,0.0024141
2010-07-14,0.0024289
2010-07-15,0.0024371
2010-07-16,0.002419
2010-07-17,0.0024064
2010-07-18,0.0024022
2010-07-19,0.0024002
2010-07-20,0.0023998
2010-07-21,0.0023909
2010-07-22,0.0023974
2010-07-23,0.0023898
2010-07-24,0.0023827
2010-07-25,0.0023719
2010-07-26,0.0023597
2010-07-27,0.0023592
2010-07-28,0.0023557
2010-07-29,0.0023504
2010-07-30,0.0023443
2010-07-31,0.0023421
2010-08-01,0.0024561
2010-08-02,0.0023587
2010-08-03,0.0023457
2010-08-04,0.0023395
2010-08-05,0.0023312
2010-08-06,0.0023233
2010-08-07,0.0023158
2010-08-08,0.0023091
2010-08-09,0.002311
2010-08-10,0.0023107
2010-08-11,0.0023064
2010-08-12,0.0023193
2010-08-13,0.0023185
2010-08-14,0.0023049
2010-08-15,0.0022886
2010-08-16,0.0022918
2010-08-17,0.0022966
2010-08-18,0.0022953
2010-08-19,0.002288
2010-08-20,0.0022802
2010-08-21,0.0022761
2010-08-22,0.002271
2010-08-23,0.0022631
2010-08-24,0.0022685
2010-08-25,0.0022901
2010-08-26,0.0022755
2010-08-27,0.0022542
2010-08-28,0.0022429
2010-08-29,0.00224
2010-08-30,0.0022388
2010-08-31,0.0022383
2010-09-01,0.0024745
2010-09-02,0.0022867
2010-09-03,0.0022622
2010-09-04,0.0022485
2010-09-05,0.0022275
2010-09-06,0.0022219
2010-09-07,0.0022249
2010-09-08,0.002216
2010-09-09,0.0022163
2010-09-10,0.0022264
2010-09-11,0.0022481
2010-09-12,0.0022374
2010-09-13,0.002216
2010-09-14,0.0022096
2010-09-15,0.0022068
2010-09-16,0.0022065
2010-09-17,0.0022103
2010-09-18,0.0022103
2010-09-19,0.0022045
2010-09-20,0.0021996
2010-09-21,0.0021928
2010-09-22,0.002179
2010-09-23,0.0021841
2010-09-24,0.0021899
2010-09-25,0.0021907
2010-09-26,0.0021806
2010-09-27,0.0021747
2010-09-28,0.0021838
2010-09-29,0.0021949
2010-09-30,0.0022019
2010-10-01,0.0023426
2010-10-02,0.0022019
2010-10-03,0.0021776
2010-10-04,0.002158
2010-10-05,0.0021368
2010-10-06,0.0021699
2010-10-07,0.0021604
2010-10-08,0.0021673
2010-10-09,0.0021598
2010-10-10,0.0021417
2010-10-11,0.0021227
2010-10-12,0.0021217
2010-10-13,0.002132
2010-10-14,0.0021558
2010-10-15,0.0021623
2010-10-16,0.0021493
2010-10-17,0.0021405
2010-10-18,0.0021284
2010-10-19,0.0021257
2010-10-20,0.0021317
2010-10-21,0.0021224
2010-10-22,0.0021196
2010-10-23,0.0021008
2010-10-24,0.0020432
2010-10-25,0.037355
2010-10-26,0.0031058
2010-10-27,0.0045195
2010-10-28,0.0047247
2010-10-29,0.0047728
2010-10-30,0.0048023
2010-10-31,0.0048
2010-11-01,0.0048879
2010-11-02,0.0048073
2010-11-03,0.0047856
2010-11-04,0.0048039
2010-11-05,0.0047993
2010-11-06,0.0047789
2010-11-07,0.0047422
2010-11-08,0.0047237
2010-11-09,0.0047723
2010-11-10,0.0047744
2010-11-11,0.0047549
2010-11-12,0.0047622
2010-11-13,0.0047399
2010-11-14,0.0047254
2010-11-15,0.0047081
2010-11-16,0.0047118
2010-11-17,0.0047295
2010-11-18,0.0047279
2010-11-19,0.0047312
2010-11-20,0.0046869
2010-11-21,0.008147
2010-11-22,0.0050964
2010-11-23,0.0048263
2010-11-24,0.0048085
2010-11-25,0.0048055
2010-11-26,0.0047855
2010-11-27,0.0047828
2010-11-28,0.0047896
2010-11-29,0.0047894
2010-11-30,0.0047767
2010-12-01,0.0050943
2010-12-02,0.0048342
2010-12-03,0.0048019
2010-12-04,0.0047792
2010-12-05,0.0047528
2010-12-06,0.0047238
2010-12-07,0.0047383
2010-12-08,0.0047452
2010-12-09,0.0047499
2010-12-10,0.0047545
2010-12-11,0.0047775
2010-12-12,0.0047735
2010-12-13,0.0047682
2010-12-14,0.0047462
2010-12-15,0.0047571
2010-12-16,0.0047524
2010-12-17,0.0047243
2010-12-18,0.0060427
2010-12-19,0.0089851
2010-12-20,0.015377
2010-12-21,0.0058981
2010-12-22,0.0053885
2010-12-23,0.0053272
2010-12-24,0.0052784
2010-12-25,0.005194
2010-12-26,0.0053168
2010-12-27,0.0052789
2010-12-28,0.0052719
2010-12-29,0.0052116
2010-12-30,0.0052236
2010-12-31,0.0052608
2011-01-01,0.0055847
2011-01-02,0.0052648
2011-01-03,0.0052369
2011-01-04,0.0052472
2011-01-05,0.0052371
2011-01-06,0.0052188
2011-01-07,0.00522
2011-01-08,0.0052585
2011-01-09,0.0052619
2011-01-10,0.0052368
2011-01-11,0.0052077
2011-01-12,0.0051965
2011-01-13,0.0052097
2011-01-14,0.0052355
2011-01-15,0.0052294
2011-01-16,0.005263
2011-01-17,0.0052876
2011-01-18,0.0052423
2011-01-19,0.0052111
2011-01-20,0.0051851
2011-01-21,0.0051734
2011-01-22,0.0051673
2011-01-23,0.0051554
2011-01-24,0.0051804
2011-01-25,0.0051956
2011-01-26,0.0051559
2011-01-27,0.0051346
2011-01-28,0.0051611
2011-01-29,0.0051874
2011-01-30,0.0051797
2011-01-31,0.005176
2011-02-01,0.0055133
2011-02-02,0.0052102
2011-02-03,0.0051644
2011-02-04,0.0051522
2011-02-05,0.0051495
2011-02-06,0.0051501
2011-02-07,0.0051516
2011-02-08,0.0051242
2011-02-09,0.0051077
2011-02-10,0.0051056
2011-02-11,0.0051
2011-02-12,0.0050974
2011-02-13,0.0051162
2011-02-14,0.0050693
2011-02-15,0.0049714
2011-02-16,0.0049539
2011-02-17,0.0049932
2011-02-18,0.0050475
2011-02-19,0.010645
2011-02-20,0.0059333
2011-02-21,0.005428
2011-02-22,0.0053342
2011-02-23,0.005316
2011-02-24,0.0052792
2011-02-25,0.0052302
2011-02-26,0.0057615
2011-02-27,0.0053793
2011-02-28,0.0052994
2011-03-01,0.0055946
2011-03-02,0.00529
2011-03-03,0.0052548
2011-03-04,0.0052736
2011-03-05,0.0053013
2011-03-06,0.0052901
2011-03-07,0.0052401
2011-03-08,0.0052402
2011-03-09,0.0052562
2011-03-10,0.0052518
2011-03-11,0.0052657
2011-03-12,0.005281
2011-03-13,0.0052447
2011-03-14,0.0052097
2011-03-15,0.0051971
2011-03-16,0.063212
2011-03-17,0.0063826
2011-03-18,0.0094552
2011-03-19,0.0099006
2011-03-20,0.0099696
2011-03-21,0.010041
2011-03-22,0.010087
2011-03-23,0.0099587
2011-03-24,0.0098321
2011-03-25,0.049316
2011-03-26,0.0098914
2011-03-27,0.011641
2011-03-28,0.01204
2011-03-29,0.01214
2011-03-30,0.012106
2011-03-31,0.012032
