"date","peak_fol003"
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0.00046016
2009-01-02,8.3046e-05
2009-01-03,1.7806e-05
2009-01-04,6.7004e-06
2009-01-05,4.7827e-06
2009-01-06,4.4678e-06
2009-01-07,4.4531e-06
2009-01-08,4.4378e-06
2009-01-09,4.4421e-06
2009-01-10,4.3878e-06
2009-01-11,4.3787e-06
2009-01-12,4.3855e-06
2009-01-13,4.3518e-06
2009-01-14,4.3532e-06
2009-01-15,4.3501e-06
2009-01-16,4.3523e-06
2009-01-17,4.336e-06
2009-01-18,4.3382e-06
2009-01-19,4.3247e-06
2009-01-20,4.3154e-06
2009-01-21,4.332e-06
2009-01-22,0.00028285
2009-01-23,0.0045164
2009-01-24,0.0089825
2009-01-25,6.1579e-05
2009-01-26,0.00014304
2009-01-27,0.00015769
2009-01-28,0.00016086
2009-01-29,0.00016116
2009-01-30,0.00015928
2009-01-31,0.00015863
2009-02-01,0.00041974
2009-02-02,0.00020521
2009-02-03,0.00016819
2009-02-04,0.0001618
2009-02-05,0.00016101
2009-02-06,0.00016078
2009-02-07,0.00016082
2009-02-08,0.00016075
2009-02-09,0.00016177
2009-02-10,0.00016055
2009-02-11,0.00016227
2009-02-12,0.0024604
2009-02-13,0.00032195
2009-02-14,0.045083
2009-02-15,8.092e-05
2009-02-16,0.00051645
2009-02-17,0.0050975
2009-02-18,0.047049
2009-02-19,0.00014711
2009-02-20,0.00094535
2009-02-21,0.0010837
2009-02-22,0.0011016
2009-02-23,0.035781
2009-02-24,0.012425
2009-02-25,0.00063695
2009-02-26,0.0014055
2009-02-27,0.0015289
2009-02-28,0.0015746
2009-03-01,0.0037513
2009-03-02,0.0087447
2009-03-03,0.016734
2009-03-04,0.046161
2009-03-05,0.00033911
2009-03-06,0.0019087
2009-03-07,0.0021679
2009-03-08,0.0022319
2009-03-09,0.0022253
2009-03-10,0.0022111
2009-03-11,0.0022284
2009-03-12,0.0022313
2009-03-13,0.0022206
2009-03-14,0.0022195
2009-03-15,0.002218
2009-03-16,0.0021945
2009-03-17,0.0021858
2009-03-18,0.0022253
2009-03-19,0.0022209
2009-03-20,0.0022098
2009-03-21,0.0022092
2009-03-22,0.0021955
2009-03-23,0.0021813
2009-03-24,0.002189
2009-03-25,0.0021971
2009-03-26,0.0022001
2009-03-27,0.0021895
2009-03-28,0.0021962
2009-03-29,0.0021978
2009-03-30,0.0021664
2009-03-31,0.0021753
2009-04-01,0.0035428
2009-04-02,0.0024047
2009-04-03,0.0022181
2009-04-04,0.0021618
2009-04-05,0.0021856
2009-04-06,0.0021829
2009-04-07,0.0021875
2009-04-08,0.012602
2009-04-09,0.0023558
2009-04-10,0.0026732
2009-04-11,0.0023387
2009-04-12,0.0023114
2009-04-13,0.002329
2009-04-14,0.0023099
2009-04-15,0.0022599
2009-04-16,0.0022618
2009-04-17,0.0022942
2009-04-18,0.002313
2009-04-19,0.0023121
2009-04-20,0.0023058
2009-04-21,0.0023143
2009-04-22,0.0023178
2009-04-23,0.0023083
2009-04-24,0.002295
2009-04-25,0.0022865
2009-04-26,0.002279
2009-04-27,0.0022862
2009-04-28,0.0022855
2009-04-29,0.0022739
2009-04-30,0.0022856
2009-05-01,0.0030931
2009-05-02,0.063416
2009-05-03,0.0013963
2009-05-04,0.0026631
2009-05-05,0.004484
2009-05-06,0.0030358
2009-05-07,0.0029819
2009-05-08,0.0029575
2009-05-09,0.002959
2009-05-10,0.0029564
2009-05-11,0.0029597
2009-05-12,0.0029425
2009-05-13,0.0029286
2009-05-14,0.0029343
2009-05-15,0.0029385
2009-05-16,0.0029357
2009-05-17,0.0029477
2009-05-18,0.0029917
2009-05-19,0.0029454
2009-05-20,0.002926
2009-05-21,0.0029445
2009-05-22,0.0029462
2009-05-23,0.0029214
2009-05-24,0.0029043
2009-05-25,0.0028992
2009-05-26,0.0028991
2009-05-27,0.0028994
2009-05-28,0.0029244
2009-05-29,0.0029077
2009-05-30,0.0028917
2009-05-31,0.0028803
2009-06-01,0.0045812
2009-06-02,0.0031524
2009-06-03,0.0029301
2009-06-04,0.0029233
2009-06-05,0.0028878
2009-06-06,0.0028646
2009-06-07,0.0028738
2009-06-08,0.0028659
2009-06-09,0.002862
2009-06-10,0.0028471
2009-06-11,0.0028443
2009-06-12,0.0028382
2009-06-13,0.0028446
2009-06-14,0.002829
2009-06-15,0.0028401
2009-06-16,0.0028383
2009-06-17,0.0028299
2009-06-18,0.0028165
2009-06-19,0.0028177
2009-06-20,0.0028031
2009-06-21,0.0027932
2009-06-22,0.0027884
2009-06-23,0.0028069
2009-06-24,0.0028307
2009-06-25,0.0028136
2009-06-26,0.0027937
2009-06-27,0.0028032
2009-06-28,0.0028111
2009-06-29,0.002817
2009-06-30,0.0027879
2009-07-01,0.0044988
2009-07-02,0.0030399
2009-07-03,0.0028315
2009-07-04,0.0027838
2009-07-05,0.0027761
2009-07-06,0.0027662
2009-07-07,0.0027639
2009-07-08,0.0027584
2009-07-09,0.002748
2009-07-10,0.0027453
2009-07-11,0.0027483
2009-07-12,0.0027504
2009-07-13,0.002739
2009-07-14,0.0027356
2009-07-15,0.0027483
2009-07-16,0.0027537
2009-07-17,0.0027401
2009-07-18,0.0027374
2009-07-19,0.0027281
2009-07-20,0.0027253
2009-07-21,0.002709
2009-07-22,0.0026983
2009-07-23,0.0026925
2009-07-24,0.0026926
2009-07-25,0.0026883
2009-07-26,0.0026808
2009-07-27,0.0026811
2009-07-28,0.0026847
2009-07-29,0.0026757
2009-07-30,0.0026577
2009-07-31,0.0026544
2009-08-01,0.006168
2009-08-02,0.0030862
2009-08-03,0.0027047
2009-08-04,0.0026625
2009-08-05,0.0026561
2009-08-06,0.0026512
2009-08-07,0.0026346
2009-08-08,0.0026522
2009-08-09,0.0026478
2009-08-10,0.0026517
2009-08-11,0.0026559
2009-08-12,0.0026218
2009-08-13,0.00261
2009-08-14,0.0026008
2009-08-15,0.0025989
2009-08-16,0.0026124
2009-08-17,0.0026311
2009-08-18,0.002636
2009-08-19,0.0026429
2009-08-20,0.0026297
2009-08-21,0.0025951
2009-08-22,0.0025882
2009-08-23,0.0025868
2009-08-24,0.0025725
2009-08-25,0.0025851
2009-08-26,0.0025857
2009-08-27,0.002604
2009-08-28,0.0025785
2009-08-29,0.0025659
2009-08-30,0.0025576
2009-08-31,0.0025494
2009-09-01,0.0048532
2009-09-02,0.0028327
2009-09-03,0.0026207
2009-09-04,0.0025615
2009-09-05,0.0025464
2009-09-06,0.0025417
2009-09-07,0.0025329
2009-09-08,0.0025287
2009-09-09,0.0025547
2009-09-10,0.0025459
2009-09-11,0.0025547
2009-09-12,0.0025475
2009-09-13,0.0025238
2009-09-14,0.0025024
2009-09-15,0.0024974
2009-09-16,0.0025097
2009-09-17,0.002503
2009-09-18,0.0025035
2009-09-19,0.0025461
2009-09-20,0.0025007
2009-09-21,0.0025095
2009-09-22,0.0024894
2009-09-23,0.0024846
2009-09-24,0.0025043
2009-09-25,0.0025249
2009-09-26,0.0025118
2009-09-27,0.0024955
2009-09-28,0.0025165
2009-09-29,0.0024666
2009-09-30,0.0024417
2009-10-01,0.0041833
2009-10-02,0.0026141
2009-10-03,0.0024934
2009-10-04,0.0024331
2009-10-05,0.0024257
2009-10-06,0.002469
2009-10-07,0.002436
2009-10-08,0.0024626
2009-10-09,0.0024544
2009-10-10,0.0024689
2009-10-11,0.0024608
2009-10-12,0.0024362
2009-10-13,0.0024233
2009-10-14,1.0787
2009-10-15,0.0009484
2009-10-16,0.010341
2009-10-17,0.01191
2009-10-18,0.012233
2009-10-19,0.012236
2009-10-20,0.012172
2009-10-21,0.012269
2009-10-22,0.012279
2009-10-23,0.012249
2009-10-24,0.012191
2009-10-25,0.012177
2009-10-26,0.012161
2009-10-27,0.012249
2009-10-28,0.011842
2009-10-29,0.011872
2009-10-30,0.012106
2009-10-31,0.012195
2009-11-01,0.013278
2009-11-02,0.012337
2009-11-03,0.012148
2009-11-04,0.0121
2009-11-05,0.012005
2009-11-06,0.011924
2009-11-07,0.012015
2009-11-08,0.012002
2009-11-09,0.011992
2009-11-10,0.012023
2009-11-11,0.012077
2009-11-12,0.012068
2009-11-13,0.011929
2009-11-14,0.011978
2009-11-15,0.011969
2009-11-16,0.011871
2009-11-17,0.011887
2009-11-18,0.011866
2009-11-19,0.011848
2009-11-20,0.011844
2009-11-21,0.011699
2009-11-22,0.011885
2009-11-23,0.011925
2009-11-24,0.011846
2009-11-25,0.011758
2009-11-26,0.011717
2009-11-27,0.011776
2009-11-28,0.01178
2009-11-29,0.011438
2009-11-30,0.011558
2009-12-01,0.012654
2009-12-02,0.011901
2009-12-03,0.01175
2009-12-04,0.011741
2009-12-05,0.011742
2009-12-06,0.011799
2009-12-07,0.011693
2009-12-08,0.011812
2009-12-09,0.01178
2009-12-10,0.011725
2009-12-11,0.011625
2009-12-12,0.42328
2009-12-13,0.1359
2009-12-14,0.0092144
2009-12-15,0.015383
2009-12-16,0.016588
2009-12-17,0.01683
2009-12-18,0.01695
2009-12-19,0.016936
2009-12-20,0.01684
2009-12-21,0.016857
2009-12-22,0.016858
2009-12-23,0.016763
2009-12-24,0.016878
2009-12-25,0.016774
2009-12-26,0.01674
2009-12-27,0.016697
2009-12-28,0.016776
2009-12-29,0.016753
2009-12-30,0.016861
2009-12-31,0.016867
2010-01-01,0.01748
2010-01-02,0.016827
2010-01-03,0.016903
2010-01-04,0.016705
2010-01-05,0.016702
2010-01-06,0.016698
2010-01-07,0.01668
2010-01-08,0.016686
2010-01-09,0.016633
2010-01-10,0.016643
2010-01-11,0.016621
2010-01-12,0.016548
2010-01-13,0.21478
2010-01-14,0.0057718
2010-01-15,0.016398
2010-01-16,0.018071
2010-01-17,0.01834
2010-01-18,0.041815
2010-01-19,0.19187
2010-01-20,0.1967
2010-01-21,0.12852
2010-01-22,0.35383
2010-01-23,0.0052442
2010-01-24,0.022994
2010-01-25,0.025862
2010-01-26,0.12446
2010-01-27,0.013751
2010-01-28,0.025193
2010-01-29,0.026959
2010-01-30,0.027187
2010-01-31,0.027434
2010-02-01,0.028578
2010-02-02,0.027563
2010-02-03,0.027327
2010-02-04,0.02744
2010-02-05,0.09904
2010-02-06,0.016587
2010-02-07,0.025995
2010-02-08,0.027525
2010-02-09,0.027918
2010-02-10,0.027927
2010-02-11,0.028146
2010-02-12,0.027863
2010-02-13,0.027752
2010-02-14,0.027947
2010-02-15,0.027963
2010-02-16,0.027942
2010-02-17,0.027845
2010-02-18,0.027739
2010-02-19,0.027976
2010-02-20,0.027933
2010-02-21,0.027768
2010-02-22,0.027664
2010-02-23,0.027612
2010-02-24,0.028652
2010-02-25,0.027203
2010-02-26,0.027591
2010-02-27,0.26483
2010-02-28,0.031008
2010-03-01,0.024187
2010-03-02,0.028862
2010-03-03,0.029466
2010-03-04,0.1285
2010-03-05,0.014861
2010-03-06,0.027995
2010-03-07,0.030102
2010-03-08,0.030667
2010-03-09,0.030442
2010-03-10,0.030267
2010-03-11,0.030426
2010-03-12,0.030634
2010-03-13,0.076715
2010-03-14,0.021848
2010-03-15,0.029202
2010-03-16,0.030347
2010-03-17,0.030844
2010-03-18,0.030801
2010-03-19,0.030574
2010-03-20,0.030599
2010-03-21,0.030697
2010-03-22,0.031024
2010-03-23,0.030701
2010-03-24,0.030684
2010-03-25,0.030608
2010-03-26,0.030454
2010-03-27,0.030598
2010-03-28,0.030468
2010-03-29,0.030528
2010-03-30,0.030207
2010-03-31,0.029928
2010-04-01,0.030989
2010-04-02,0.030723
2010-04-03,0.030348
2010-04-04,0.030468
2010-04-05,0.24123
2010-04-06,0.008838
2010-04-07,0.028316
2010-04-08,0.031388
2010-04-09,0.031912
2010-04-10,0.031832
2010-04-11,0.031954
2010-04-12,0.17378
2010-04-13,0.064106
2010-04-14,0.021423
2010-04-15,0.031702
2010-04-16,0.033475
2010-04-17,0.033681
2010-04-18,0.033765
2010-04-19,0.03368
2010-04-20,0.033633
2010-04-21,0.22679
2010-04-22,0.0099968
2010-04-23,0.030529
2010-04-24,0.034299
2010-04-25,0.03488
2010-04-26,0.035065
2010-04-27,0.035273
2010-04-28,0.034291
2010-04-29,0.034323
2010-04-30,0.034467
2010-05-01,0.03581
2010-05-02,0.034805
2010-05-03,0.034637
2010-05-04,0.034756
2010-05-05,0.034545
2010-05-06,0.034276
2010-05-07,0.034376
2010-05-08,0.034795
2010-05-09,0.034429
2010-05-10,0.034242
2010-05-11,0.034003
2010-05-12,0.034061
2010-05-13,0.034221
2010-05-14,0.034458
2010-05-15,0.034618
2010-05-16,0.034618
2010-05-17,0.034459
2010-05-18,0.034199
2010-05-19,0.03422
2010-05-20,0.034252
2010-05-21,0.033934
2010-05-22,0.033746
2010-05-23,0.033758
2010-05-24,0.033638
2010-05-25,0.033884
2010-05-26,0.033837
2010-05-27,0.033701
2010-05-28,0.033744
2010-05-29,0.033702
2010-05-30,0.033798
2010-05-31,0.033863
2010-06-01,0.035555
2010-06-02,0.033853
2010-06-03,0.033796
2010-06-04,0.033767
2010-06-05,0.033557
2010-06-06,0.033772
2010-06-07,0.033604
2010-06-08,0.033329
2010-06-09,0.033343
2010-06-10,0.033188
2010-06-11,0.032955
2010-06-12,0.032734
2010-06-13,0.032923
2010-06-14,0.033389
2010-06-15,0.033272
2010-06-16,0.033012
2010-06-17,0.032806
2010-06-18,0.033011
2010-06-19,0.032961
2010-06-20,0.032781
2010-06-21,0.032737
2010-06-22,0.032804
2010-06-23,0.033056
2010-06-24,0.032825
2010-06-25,0.032709
2010-06-26,0.032561
2010-06-27,0.032559
2010-06-28,0.032697
2010-06-29,0.032638
2010-06-30,0.032352
2010-07-01,0.034673
2010-07-02,0.032578
2010-07-03,0.032199
2010-07-04,0.032124
2010-07-05,0.032344
2010-07-06,0.032334
2010-07-07,0.032228
2010-07-08,0.032226
2010-07-09,0.032049
2010-07-10,0.032015
2010-07-11,0.032061
2010-07-12,0.031965
2010-07-13,0.031755
2010-07-14,0.031717
2010-07-15,0.032004
2010-07-16,0.032004
2010-07-17,0.031663
2010-07-18,0.031591
2010-07-19,0.03154
2010-07-20,0.031545
2010-07-21,0.031548
2010-07-22,0.031379
2010-07-23,0.031612
2010-07-24,0.031337
2010-07-25,0.031321
2010-07-26,0.031112
2010-07-27,0.030985
2010-07-28,0.031059
2010-07-29,0.030956
2010-07-30,0.030906
2010-07-31,0.030807
2010-08-01,0.03444
2010-08-02,0.031376
2010-08-03,0.030851
2010-08-04,0.030842
2010-08-05,0.030723
2010-08-06,0.030625
2010-08-07,0.030528
2010-08-08,0.030436
2010-08-09,0.030343
2010-08-10,0.03042
2010-08-11,0.030367
2010-08-12,0.030304
2010-08-13,0.030564
2010-08-14,0.030429
2010-08-15,0.030235
2010-08-16,0.030029
2010-08-17,0.030205
2010-08-18,0.030204
2010-08-19,0.030168
2010-08-20,0.030032
2010-08-21,0.029939
2010-08-22,0.029913
2010-08-23,0.029852
2010-08-24,0.029743
2010-08-25,0.029889
2010-08-26,0.030189
2010-08-27,0.029741
2010-08-28,0.029579
2010-08-29,0.029429
2010-08-30,0.029451
2010-08-31,0.029418
2010-09-01,0.031472
2010-09-02,0.02972
2010-09-03,0.029843
2010-09-04,0.029591
2010-09-05,0.029483
2010-09-06,0.029164
2010-09-07,0.029272
2010-09-08,0.02921
2010-09-09,0.029014
2010-09-10,0.02911
2010-09-11,0.0293
2010-09-12,0.029571
2010-09-13,0.029236
2010-09-14,0.029018
2010-09-15,0.029
2010-09-16,0.028972
2010-09-17,0.028937
2010-09-18,0.028977
2010-09-19,0.028967
2010-09-20,0.028888
2010-09-21,0.028834
2010-09-22,0.028755
2010-09-23,0.028522
2010-09-24,0.02873
2010-09-25,0.028783
2010-09-26,0.028789
2010-09-27,0.028611
2010-09-28,0.028595
2010-09-29,0.028747
2010-09-30,0.028854
2010-10-01,0.030555
2010-10-02,0.02877
2010-10-03,0.028696
2010-10-04,0.028426
2010-10-05,0.028241
2010-10-06,0.028003
2010-10-07,0.028654
2010-10-08,0.028154
2010-10-09,0.028499
2010-10-10,0.028181
2010-10-11,0.02804
2010-10-12,0.027811
2010-10-13,0.027874
2010-10-14,0.028011
2010-10-15,0.028372
2010-10-16,0.028311
2010-10-17,0.02809
2010-10-18,0.027999
2010-10-19,0.02786
2010-10-20,0.027863
2010-10-21,0.027991
2010-10-22,0.027748
2010-10-23,0.027752
2010-10-24,0.22703
2010-10-25,2.5283
2010-10-26,0.0023182
2010-10-27,0.043371
2010-10-28,0.049916
2010-10-29,0.050752
2010-10-30,0.051226
2010-10-31,0.051402
2010-11-01,0.054064
2010-11-02,0.051957
2010-11-03,0.051271
2010-11-04,0.051194
2010-11-05,0.051512
2010-11-06,0.051299
2010-11-07,0.051082
2010-11-08,0.11039
2010-11-09,0.032125
2010-11-10,0.048385
2010-11-11,0.050803
2010-11-12,0.051071
2010-11-13,0.051385
2010-11-14,0.05091
2010-11-15,0.050966
2010-11-16,0.050676
2010-11-17,0.050924
2010-11-18,0.051035
2010-11-19,0.05091
2010-11-20,0.28793
2010-11-21,0.20077
2010-11-22,0.017322
2010-11-23,0.04735
2010-11-24,0.052197
2010-11-25,0.053532
2010-11-26,0.053486
2010-11-27,0.053349
2010-11-28,0.085927
2010-11-29,0.042135
2010-11-30,0.051676
2010-12-01,0.055777
2010-12-02,0.053949
2010-12-03,0.053543
2010-12-04,0.053795
2010-12-05,0.05337
2010-12-06,0.23441
2010-12-07,0.019145
2010-12-08,0.048595
2010-12-09,0.053378
2010-12-10,0.05441
2010-12-11,0.054519
2010-12-12,0.055005
2010-12-13,0.054627
2010-12-14,0.054714
2010-12-15,0.066358
2010-12-16,0.050359
2010-12-17,0.053666
2010-12-18,0.50772
2010-12-19,0.27139
2010-12-20,0.52079
2010-12-21,0.011022
2010-12-22,0.054735
2010-12-23,0.062483
2010-12-24,0.064008
2010-12-25,0.063492
2010-12-26,0.36944
2010-12-27,0.01677
2010-12-28,0.057843
2010-12-29,0.47064
2010-12-30,0.014286
2010-12-31,0.059305
2011-01-01,0.070198
2011-01-02,0.11205
2011-01-03,0.060594
2011-01-04,0.062151
2011-01-05,0.067552
2011-01-06,0.068262
2011-01-07,0.068154
2011-01-08,0.068376
2011-01-09,0.06905
2011-01-10,0.068758
2011-01-11,0.068425
2011-01-12,0.068059
2011-01-13,0.068121
2011-01-14,0.068322
2011-01-15,0.068813
2011-01-16,0.068327
2011-01-17,0.069104
2011-01-18,0.069078
2011-01-19,0.068293
2011-01-20,0.068183
2011-01-21,0.067717
2011-01-22,0.067737
2011-01-23,0.067658
2011-01-24,0.067468
2011-01-25,0.068043
2011-01-26,0.06801
2011-01-27,0.067244
2011-01-28,0.06728
2011-01-29,0.067812
2011-01-30,0.067882
2011-01-31,0.074566
2011-02-01,0.068383
2011-02-02,0.067801
2011-02-03,0.067343
2011-02-04,0.067584
2011-02-05,0.067374
2011-02-06,0.067475
2011-02-07,0.067418
2011-02-08,0.067532
2011-02-09,0.066943
2011-02-10,0.066881
2011-02-11,0.066832
2011-02-12,0.06675
2011-02-13,0.066792
2011-02-14,0.067196
2011-02-15,0.066251
2011-02-16,0.1262
2011-02-17,0.05144
2011-02-18,0.26869
2011-02-19,1.2588
2011-02-20,0.0085434
2011-02-21,0.067815
2011-02-22,0.07744
2011-02-23,0.079355
2011-02-24,0.079504
2011-02-25,0.49297
2011-02-26,0.37242
2011-02-27,0.023464
2011-02-28,0.074883
2011-03-01,0.085555
2011-03-02,0.084536
2011-03-03,0.083746
2011-03-04,0.084432
2011-03-05,0.084641
2011-03-06,0.085095
2011-03-07,0.52076
2011-03-08,0.02127
2011-03-09,0.076207
2011-03-10,0.085555
2011-03-11,0.086948
2011-03-12,0.08761
2011-03-13,0.08791
2011-03-14,0.73576
2011-03-15,0.016816
2011-03-16,3.0087
2011-03-17,0.007175
2011-03-18,0.098421
2011-03-19,0.80553
2011-03-20,0.021346
2011-03-21,0.10305
2011-03-22,0.11761
2011-03-23,0.12019
2011-03-24,0.29003
2011-03-25,1.5645
2011-03-26,0.25854
2011-03-27,0.10059
2011-03-28,0.097148
2011-03-29,0.12942
2011-03-30,0.13467
2011-03-31,0.13494
2011-04-01,0.13822
2011-04-02,0.13517
2011-04-03,0.1346
2011-04-04,0.13405
2011-04-05,0.13445
2011-04-06,0.13432
2011-04-07,0.13397
2011-04-08,0.13294
2011-04-09,0.13346
2011-04-10,0.13404
2011-04-11,0.13515
2011-04-12,0.13422
2011-04-13,0.13396
2011-04-14,0.13309
2011-04-15,0.13474
2011-04-16,0.13439
2011-04-17,0.13427
2011-04-18,0.13348
2011-04-19,0.1328
2011-04-20,0.13349
2011-04-21,0.13288
2011-04-22,0.13276
2011-04-23,0.13376
2011-04-24,0.13389
2011-04-25,0.13265
2011-04-26,0.13177
2011-04-27,0.13191
2011-04-28,0.13284
2011-04-29,0.13203
2011-04-30,0.13067
2011-05-01,0.13451
2011-05-02,0.1326
2011-05-03,0.13351
2011-05-04,0.13213
2011-05-05,0.13111
2011-05-06,0.13236
2011-05-07,0.13184
2011-05-08,0.13144
2011-05-09,0.13058
2011-05-10,0.13017
2011-05-11,0.13036
2011-05-12,0.13093
2011-05-13,0.13107
2011-05-14,0.13151
2011-05-15,0.12944
