"date","benthic_fol002"
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,2.3933e-06
2009-01-02,4.1527e-06
2009-01-03,4.4513e-06
2009-01-04,4.4995e-06
2009-01-05,4.505e-06
2009-01-06,4.5035e-06
2009-01-07,4.5013e-06
2009-01-08,4.4989e-06
2009-01-09,4.4963e-06
2009-01-10,4.4932e-06
2009-01-11,4.4899e-06
2009-01-12,4.4867e-06
2009-01-13,4.4831e-06
2009-01-14,4.4795e-06
2009-01-15,4.4759e-06
2009-01-16,4.4723e-06
2009-01-17,4.4686e-06
2009-01-18,4.4649e-06
2009-01-19,4.461e-06
2009-01-20,4.4571e-06
2009-01-21,4.4535e-06
2009-01-22,8.2222e-06
2009-01-23,6.1752e-05
2009-01-24,0.00016344
2009-01-25,0.00016565
2009-01-26,0.00016514
2009-01-27,0.00016495
2009-01-28,0.00016484
2009-01-29,0.00016472
2009-01-30,0.00016459
2009-01-31,0.00016445
2009-02-01,0.00016567
2009-02-02,0.00016651
2009-02-03,0.00016654
2009-02-04,0.00016642
2009-02-05,0.00016628
2009-02-06,0.00016614
2009-02-07,0.00016601
2009-02-08,0.00016588
2009-02-09,0.00016576
2009-02-10,0.00016563
2009-02-11,0.00016552
2009-02-12,0.00019234
2009-02-13,0.00019644
2009-02-14,0.00060169
2009-02-15,0.00059785
2009-02-16,0.00059529
2009-02-17,0.00064347
2009-02-18,0.0010594
2009-02-19,0.0010502
2009-02-20,0.001046
2009-02-21,0.0010446
2009-02-22,0.0010436
2009-02-23,0.0013555
2009-02-24,0.0014664
2009-02-25,0.0014599
2009-02-26,0.0014556
2009-02-27,0.001454
2009-02-28,0.001453
2009-03-01,0.0014631
2009-03-02,0.001554
2009-03-03,0.0017494
2009-03-04,0.002297
2009-03-05,0.002276
2009-03-06,0.0022672
2009-03-07,0.0022644
2009-03-08,0.0022628
2009-03-09,0.0022613
2009-03-10,0.0022596
2009-03-11,0.0022582
2009-03-12,0.0022568
2009-03-13,0.0022553
2009-03-14,0.0022538
2009-03-15,0.0022522
2009-03-16,0.0022503
2009-03-17,0.0022485
2009-03-18,0.002247
2009-03-19,0.0022456
2009-03-20,0.002244
2009-03-21,0.0022425
2009-03-22,0.0022407
2009-03-23,0.0022388
2009-03-24,0.002237
2009-03-25,0.0022354
2009-03-26,0.0022338
2009-03-27,0.0022321
2009-03-28,0.0022306
2009-03-29,0.0022289
2009-03-30,0.002227
2009-03-31,0.0022252
2009-04-01,0.0022305
2009-04-02,0.0022337
2009-04-03,0.0022326
2009-04-04,0.0022306
2009-04-05,0.0022288
2009-04-06,0.002227
2009-04-07,0.0022254
2009-04-08,0.0023904
2009-04-09,0.0024085
2009-04-10,0.0024131
2009-04-11,0.0024123
2009-04-12,0.0024104
2009-04-13,0.0024085
2009-04-14,0.0024062
2009-04-15,0.0024034
2009-04-16,0.0024007
2009-04-17,0.0023985
2009-04-18,0.0023966
2009-04-19,0.0023947
2009-04-20,0.0023928
2009-04-21,0.002391
2009-04-22,0.0023892
2009-04-23,0.0023872
2009-04-24,0.0023851
2009-04-25,0.0023828
2009-04-26,0.0023805
2009-04-27,0.0023783
2009-04-28,0.0023761
2009-04-29,0.0023739
2009-04-30,0.0023718
2009-05-01,0.0023739
2009-05-02,0.0031236
2009-05-03,0.0031382
2009-05-04,0.0031288
2009-05-05,0.0031471
2009-05-06,0.0031478
2009-05-07,0.0031451
2009-05-08,0.003142
2009-05-09,0.0031389
2009-05-10,0.0031358
2009-05-11,0.0031326
2009-05-12,0.0031293
2009-05-13,0.0031258
2009-05-14,0.0031224
2009-05-15,0.0031191
2009-05-16,0.0031157
2009-05-17,0.0031127
2009-05-18,0.0031101
2009-05-19,0.0031069
2009-05-20,0.0031035
2009-05-21,0.0031004
2009-05-22,0.0030973
2009-05-23,0.0030939
2009-05-24,0.0030903
2009-05-25,0.0030866
2009-05-26,0.0030829
2009-05-27,0.0030793
2009-05-28,0.0030759
2009-05-29,0.0030723
2009-05-30,0.0030684
2009-05-31,0.0030644
2009-06-01,0.0030691
2009-06-02,0.0030711
2009-06-03,0.0030681
2009-06-04,0.0030646
2009-06-05,0.0030606
2009-06-06,0.0030564
2009-06-07,0.0030524
2009-06-08,0.0030482
2009-06-09,0.0030441
2009-06-10,0.0030398
2009-06-11,0.0030356
2009-06-12,0.0030313
2009-06-13,0.0030271
2009-06-14,0.0030229
2009-06-15,0.0030189
2009-06-16,0.0030149
2009-06-17,0.0030109
2009-06-18,0.0030067
2009-06-19,0.0030026
2009-06-20,0.0029983
2009-06-21,0.0029939
2009-06-22,0.0029896
2009-06-23,0.0029857
2009-06-24,0.002982
2009-06-25,0.0029782
2009-06-26,0.0029742
2009-06-27,0.0029703
2009-06-28,0.0029666
2009-06-29,0.0029629
2009-06-30,0.0029589
2009-07-01,0.0029633
2009-07-02,0.002965
2009-07-03,0.0029616
2009-07-04,0.0029574
2009-07-05,0.002953
2009-07-06,0.0029485
2009-07-07,0.002944
2009-07-08,0.0029395
2009-07-09,0.0029349
2009-07-10,0.0029303
2009-07-11,0.0029257
2009-07-12,0.0029213
2009-07-13,0.0029167
2009-07-14,0.0029121
2009-07-15,0.0029077
2009-07-16,0.0029033
2009-07-17,0.0028988
2009-07-18,0.0028943
2009-07-19,0.0028897
2009-07-20,0.002885
2009-07-21,0.0028801
2009-07-22,0.002875
2009-07-23,0.00287
2009-07-24,0.002865
2009-07-25,0.0028599
2009-07-26,0.0028549
2009-07-27,0.00285
2009-07-28,0.0028451
2009-07-29,0.0028402
2009-07-30,0.0028351
2009-07-31,0.00283
2009-08-01,0.0028417
2009-08-02,0.002847
2009-08-03,0.002843
2009-08-04,0.002838
2009-08-05,0.002833
2009-08-06,0.0028279
2009-08-07,0.0028228
2009-08-08,0.002818
2009-08-09,0.0028132
2009-08-10,0.0028085
2009-08-11,0.0028038
2009-08-12,0.0027986
2009-08-13,0.0027934
2009-08-14,0.0027881
2009-08-15,0.002783
2009-08-16,0.0027783
2009-08-17,0.0027739
2009-08-18,0.0027698
2009-08-19,0.0027658
2009-08-20,0.0027615
2009-08-21,0.0027569
2009-08-22,0.0027522
2009-08-23,0.0027475
2009-08-24,0.0027429
2009-08-25,0.0027384
2009-08-26,0.0027342
2009-08-27,0.0027302
2009-08-28,0.002726
2009-08-29,0.0027216
2009-08-30,0.0027171
2009-08-31,0.0027126
2009-09-01,0.002719
2009-09-02,0.0027214
2009-09-03,0.002718
2009-09-04,0.0027136
2009-09-05,0.002709
2009-09-06,0.0027044
2009-09-07,0.0026997
2009-09-08,0.0026952
2009-09-09,0.002691
2009-09-10,0.0026869
2009-09-11,0.0026829
2009-09-12,0.0026788
2009-09-13,0.0026745
2009-09-14,0.00267
2009-09-15,0.0026655
2009-09-16,0.0026612
2009-09-17,0.002657
2009-09-18,0.002653
2009-09-19,0.0026494
2009-09-20,0.0026455
2009-09-21,0.0026415
2009-09-22,0.0026375
2009-09-23,0.0026335
2009-09-24,0.0026298
2009-09-25,0.0026264
2009-09-26,0.0026229
2009-09-27,0.0026193
2009-09-28,0.0026158
2009-09-29,0.0026118
2009-09-30,0.0026075
2009-10-01,0.0026111
2009-10-02,0.0026115
2009-10-03,0.0026082
2009-10-04,0.0026041
2009-10-05,0.0026002
2009-10-06,0.0025967
2009-10-07,0.0025931
2009-10-08,0.0025899
2009-10-09,0.0025867
2009-10-10,0.0025838
2009-10-11,0.0025808
2009-10-12,0.0025776
2009-10-13,0.0025736
2009-10-14,0.013026
2009-10-15,0.012882
2009-10-16,0.012822
2009-10-17,0.0128
2009-10-18,0.012784
2009-10-19,0.012769
2009-10-20,0.012754
2009-10-21,0.012741
2009-10-22,0.012728
2009-10-23,0.012715
2009-10-24,0.012702
2009-10-25,0.012689
2009-10-26,0.012676
2009-10-27,0.012663
2009-10-28,0.012646
2009-10-29,0.01263
2009-10-30,0.012618
2009-10-31,0.012607
2009-11-01,0.012602
2009-11-02,0.012595
2009-11-03,0.012584
2009-11-04,0.012572
2009-11-05,0.012559
2009-11-06,0.012545
2009-11-07,0.012532
2009-11-08,0.012519
2009-11-09,0.012507
2009-11-10,0.012496
2009-11-11,0.012485
2009-11-12,0.012475
2009-11-13,0.012463
2009-11-14,0.012451
2009-11-15,0.01244
2009-11-16,0.012428
2009-11-17,0.012416
2009-11-18,0.012405
2009-11-19,0.012393
2009-11-20,0.012381
2009-11-21,0.012369
2009-11-22,0.012358
2009-11-23,0.012349
2009-11-24,0.012338
2009-11-25,0.012327
2009-11-26,0.012315
2009-11-27,0.012305
2009-11-28,0.012293
2009-11-29,0.012278
2009-11-30,0.012264
2009-12-01,0.012258
2009-12-02,0.012251
2009-12-03,0.012242
2009-12-04,0.012233
2009-12-05,0.012224
2009-12-06,0.012216
2009-12-07,0.012208
2009-12-08,0.012201
2009-12-09,0.012193
2009-12-10,0.012185
2009-12-11,0.012176
2009-12-12,0.016323
2009-12-13,0.017698
2009-12-14,0.017656
2009-12-15,0.017609
2009-12-16,0.017588
2009-12-17,0.017574
2009-12-18,0.017561
2009-12-19,0.017548
2009-12-20,0.017534
2009-12-21,0.01752
2009-12-22,0.017507
2009-12-23,0.017493
2009-12-24,0.01748
2009-12-25,0.017466
2009-12-26,0.017452
2009-12-27,0.017438
2009-12-28,0.017425
2009-12-29,0.017413
2009-12-30,0.017402
2009-12-31,0.017391
2010-01-01,0.017382
2010-01-02,0.017372
2010-01-03,0.017362
2010-01-04,0.017349
2010-01-05,0.017337
2010-01-06,0.017324
2010-01-07,0.017311
2010-01-08,0.017299
2010-01-09,0.017285
2010-01-10,0.017272
2010-01-11,0.017259
2010-01-12,0.017244
2010-01-13,0.01931
2010-01-14,0.019204
2010-01-15,0.019141
2010-01-16,0.019117
2010-01-17,0.0191
2010-01-18,0.019365
2010-01-19,0.021202
2010-01-20,0.023094
2010-01-21,0.024282
2010-01-22,0.027596
2010-01-23,0.027347
2010-01-24,0.027245
2010-01-25,0.027208
2010-01-26,0.028241
2010-01-27,0.028117
2010-01-28,0.028045
2010-01-29,0.028014
2010-01-30,0.027991
2010-01-31,0.027971
2010-02-01,0.027959
2010-02-02,0.027943
2010-02-03,0.027923
2010-02-04,0.027904
2010-02-05,0.028678
2010-02-06,0.028579
2010-02-07,0.028515
2010-02-08,0.028487
2010-02-09,0.028467
2010-02-10,0.028448
2010-02-11,0.028432
2010-02-12,0.028412
2010-02-13,0.028392
2010-02-14,0.028374
2010-02-15,0.028357
2010-02-16,0.02834
2010-02-17,0.028321
2010-02-18,0.028303
2010-02-19,0.028287
2010-02-20,0.02827
2010-02-21,0.028252
2010-02-22,0.028232
2010-02-23,0.02821
2010-02-24,0.028204
2010-02-25,0.028181
2010-02-26,0.028158
2010-02-27,0.030581
2010-02-28,0.03063
2010-03-01,0.030533
2010-03-02,0.030489
2010-03-03,0.03046
2010-03-04,0.031509
2010-03-05,0.031357
2010-03-06,0.031275
2010-03-07,0.031243
2010-03-08,0.03122
2010-03-09,0.031196
2010-03-10,0.031171
2010-03-11,0.031148
2010-03-12,0.031127
2010-03-13,0.031628
2010-03-14,0.031544
2010-03-15,0.031486
2010-03-16,0.031455
2010-03-17,0.031433
2010-03-18,0.03141
2010-03-19,0.031386
2010-03-20,0.031362
2010-03-21,0.031341
2010-03-22,0.031322
2010-03-23,0.031301
2010-03-24,0.03128
2010-03-25,0.031257
2010-03-26,0.031233
2010-03-27,0.03121
2010-03-28,0.031187
2010-03-29,0.031163
2010-03-30,0.031136
2010-03-31,0.031107
2010-04-01,0.031086
2010-04-02,0.031068
2010-04-03,0.031046
2010-04-04,0.031024
2010-04-05,0.033124
2010-04-06,0.032862
2010-04-07,0.032751
2010-04-08,0.032713
2010-04-09,0.032686
2010-04-10,0.03266
2010-04-11,0.032634
2010-04-12,0.034066
2010-04-13,0.034438
2010-04-14,0.034291
2010-04-15,0.034223
2010-04-16,0.034195
2010-04-17,0.034172
2010-04-18,0.034152
2010-04-19,0.03413
2010-04-20,0.034107
2010-04-21,0.036013
2010-04-22,0.035723
2010-04-23,0.0356
2010-04-24,0.035559
2010-04-25,0.035533
2010-04-26,0.03551
2010-04-27,0.035487
2010-04-28,0.035455
2010-04-29,0.035421
2010-04-30,0.035389
2010-05-01,0.035366
2010-05-02,0.035342
2010-05-03,0.035315
2010-05-04,0.035288
2010-05-05,0.035258
2010-05-06,0.035226
2010-05-07,0.035196
2010-05-08,0.03517
2010-05-09,0.03514
2010-05-10,0.035108
2010-05-11,0.035074
2010-05-12,0.03504
2010-05-13,0.035009
2010-05-14,0.034982
2010-05-15,0.034958
2010-05-16,0.034933
2010-05-17,0.034905
2010-05-18,0.034875
2010-05-19,0.034845
2010-05-20,0.034815
2010-05-21,0.03478
2010-05-22,0.034744
2010-05-23,0.034707
2010-05-24,0.034671
2010-05-25,0.034639
2010-05-26,0.034606
2010-05-27,0.034573
2010-05-28,0.034541
2010-05-29,0.034508
2010-05-30,0.034476
2010-05-31,0.034445
2010-06-01,0.034421
2010-06-02,0.034394
2010-06-03,0.034363
2010-06-04,0.034331
2010-06-05,0.034298
2010-06-06,0.034267
2010-06-07,0.034233
2010-06-08,0.034196
2010-06-09,0.034158
2010-06-10,0.034118
2010-06-11,0.034075
2010-06-12,0.03403
2010-06-13,0.033989
2010-06-14,0.033953
2010-06-15,0.033916
2010-06-16,0.033876
2010-06-17,0.033835
2010-06-18,0.033796
2010-06-19,0.033756
2010-06-20,0.033714
2010-06-21,0.033672
2010-06-22,0.033632
2010-06-23,0.033593
2010-06-24,0.033553
2010-06-25,0.03351
2010-06-26,0.033465
2010-06-27,0.03342
2010-06-28,0.033377
2010-06-29,0.033332
2010-06-30,0.033284
2010-07-01,0.033246
2010-07-02,0.033205
2010-07-03,0.033156
2010-07-04,0.033107
2010-07-05,0.03306
2010-07-06,0.033015
2010-07-07,0.032968
2010-07-08,0.032921
2010-07-09,0.032873
2010-07-10,0.032824
2010-07-11,0.032775
2010-07-12,0.032725
2010-07-13,0.032673
2010-07-14,0.032623
2010-07-15,0.032576
2010-07-16,0.032528
2010-07-17,0.032476
2010-07-18,0.032423
2010-07-19,0.032369
2010-07-20,0.032315
2010-07-21,0.032262
2010-07-22,0.032208
2010-07-23,0.032156
2010-07-24,0.032102
2010-07-25,0.032047
2010-07-26,0.03199
2010-07-27,0.031933
2010-07-28,0.031877
2010-07-29,0.031822
2010-07-30,0.031767
2010-07-31,0.031711
2010-08-01,0.031674
2010-08-02,0.031632
2010-08-03,0.03158
2010-08-04,0.031528
2010-08-05,0.031475
2010-08-06,0.031421
2010-08-07,0.031367
2010-08-08,0.031313
2010-08-09,0.031259
2010-08-10,0.031207
2010-08-11,0.031156
2010-08-12,0.031106
2010-08-13,0.031059
2010-08-14,0.031012
2010-08-15,0.030963
2010-08-16,0.030913
2010-08-17,0.030866
2010-08-18,0.03082
2010-08-19,0.030774
2010-08-20,0.030728
2010-08-21,0.030681
2010-08-22,0.030634
2010-08-23,0.030587
2010-08-24,0.03054
2010-08-25,0.030497
2010-08-26,0.030455
2010-08-27,0.030409
2010-08-28,0.030361
2010-08-29,0.030312
2010-08-30,0.030264
2010-08-31,0.030218
2010-09-01,0.030181
2010-09-02,0.030144
2010-09-03,0.030105
2010-09-04,0.030063
2010-09-05,0.030019
2010-09-06,0.029973
2010-09-07,0.029928
2010-09-08,0.029882
2010-09-09,0.029836
2010-09-10,0.029793
2010-09-11,0.029753
2010-09-12,0.029717
2010-09-13,0.029677
2010-09-14,0.029635
2010-09-15,0.029594
2010-09-16,0.029552
2010-09-17,0.029512
2010-09-18,0.029473
2010-09-19,0.029434
2010-09-20,0.029396
2010-09-21,0.029357
2010-09-22,0.029317
2010-09-23,0.029277
2010-09-24,0.02924
2010-09-25,0.029205
2010-09-26,0.02917
2010-09-27,0.029134
2010-09-28,0.029097
2010-09-29,0.029064
2010-09-30,0.029031
2010-10-01,0.029007
2010-10-02,0.028976
2010-10-03,0.028943
2010-10-04,0.028906
2010-10-05,0.028867
2010-10-06,0.028828
2010-10-07,0.028796
2010-10-08,0.028762
2010-10-09,0.028729
2010-10-10,0.028694
2010-10-11,0.028656
2010-10-12,0.028615
2010-10-13,0.028577
2010-10-14,0.028542
2010-10-15,0.028512
2010-10-16,0.028481
2010-10-17,0.028448
2010-10-18,0.028414
2010-10-19,0.028379
2010-10-20,0.028345
2010-10-21,0.028312
2010-10-22,0.028277
2010-10-23,0.028242
2010-10-24,0.030372
2010-10-25,0.054342
2010-10-26,0.053585
2010-10-27,0.05333
2010-10-28,0.05323
2010-10-29,0.053155
2010-10-30,0.05309
2010-10-31,0.053031
2010-11-01,0.052987
2010-11-02,0.052941
2010-11-03,0.052883
2010-11-04,0.052826
2010-11-05,0.052772
2010-11-06,0.052716
2010-11-07,0.052656
2010-11-08,0.053269
2010-11-09,0.053034
2010-11-10,0.052909
2010-11-11,0.052844
2010-11-12,0.05279
2010-11-13,0.052739
2010-11-14,0.052686
2010-11-15,0.052632
2010-11-16,0.052577
2010-11-17,0.052527
2010-11-18,0.052479
2010-11-19,0.052431
2010-11-20,0.054938
2010-11-21,0.056599
2010-11-22,0.056126
2010-11-23,0.055928
2010-11-24,0.055848
2010-11-25,0.055792
2010-11-26,0.05574
2010-11-27,0.055688
2010-11-28,0.05603
2010-11-29,0.055886
2010-11-30,0.055794
2010-12-01,0.055752
2010-12-02,0.055714
2010-12-03,0.055671
2010-12-04,0.05563
2010-12-05,0.055584
2010-12-06,0.057536
2010-12-07,0.057113
2010-12-08,0.056931
2010-12-09,0.056862
2010-12-10,0.056814
2010-12-11,0.056773
2010-12-12,0.056736
2010-12-13,0.056696
2010-12-14,0.056656
2010-12-15,0.056762
2010-12-16,0.05669
2010-12-17,0.056631
2010-12-18,0.061314
2010-12-19,0.063618
2010-12-20,0.068408
2010-12-21,0.067679
2010-12-22,0.067417
2010-12-23,0.067333
2010-12-24,0.06728
2010-12-25,0.067219
2010-12-26,0.070372
2010-12-27,0.069735
2010-12-28,0.069492
2010-12-29,0.073596
2010-12-30,0.072864
2010-12-31,0.072593
2011-01-01,0.072517
2011-01-02,0.072961
2011-01-03,0.072854
2011-01-04,0.072703
2011-01-05,0.072622
2011-01-06,0.07256
2011-01-07,0.072501
2011-01-08,0.072448
2011-01-09,0.072403
2011-01-10,0.072356
2011-01-11,0.072305
2011-01-12,0.07225
2011-01-13,0.072197
2011-01-14,0.072149
2011-01-15,0.072106
2011-01-16,0.072062
2011-01-17,0.072027
2011-01-18,0.07199
2011-01-19,0.071943
2011-01-20,0.071894
2011-01-21,0.071839
2011-01-22,0.071785
2011-01-23,0.071729
2011-01-24,0.071675
2011-01-25,0.071629
2011-01-26,0.07158
2011-01-27,0.071523
2011-01-28,0.071469
2011-01-29,0.071423
2011-01-30,0.071379
2011-01-31,0.071417
2011-02-01,0.071366
2011-02-02,0.07132
2011-02-03,0.071269
2011-02-04,0.07122
2011-02-05,0.07117
2011-02-06,0.071122
2011-02-07,0.071074
2011-02-08,0.071025
2011-02-09,0.07097
2011-02-10,0.070915
2011-02-11,0.070859
2011-02-12,0.070803
2011-02-13,0.070751
2011-02-14,0.0707
2011-02-15,0.070636
2011-02-16,0.071293
2011-02-17,0.071115
2011-02-18,0.073292
2011-02-19,0.085594
2011-02-20,0.084585
2011-02-21,0.084254
2011-02-22,0.084157
2011-02-23,0.084103
2011-02-24,0.084052
2011-02-25,0.088364
2011-02-26,0.091492
2011-02-27,0.090683
2011-02-28,0.090385
2011-03-01,0.090297
2011-03-02,0.090235
2011-03-03,0.090167
2011-03-04,0.090106
2011-03-05,0.090053
2011-03-06,0.090004
2011-03-07,0.094466
2011-03-08,0.093599
2011-03-09,0.093274
2011-03-10,0.093169
2011-03-11,0.093103
2011-03-12,0.093049
2011-03-13,0.092996
2011-03-14,0.099446
2011-03-15,0.098414
2011-03-16,0.12686
2011-03-17,0.1252
2011-03-18,0.12468
2011-03-19,0.13125
2011-03-20,0.12983
2011-03-21,0.12933
2011-03-22,0.12917
2011-03-23,0.12906
2011-03-24,0.13066
2011-03-25,0.14463
2011-03-26,0.14554
2011-03-27,0.14491
2011-03-28,0.14426
2011-03-29,0.14402
2011-03-30,0.1439
2011-03-31,0.1438
2011-04-01,0.14371
2011-04-02,0.14361
2011-04-03,0.14351
2011-04-04,0.1434
2011-04-05,0.14329
2011-04-06,0.14319
2011-04-07,0.14308
2011-04-08,0.14296
2011-04-09,0.14285
2011-04-10,0.14275
2011-04-11,0.14267
2011-04-12,0.14257
2011-04-13,0.14247
2011-04-14,0.14237
2011-04-15,0.14229
2011-04-16,0.14221
2011-04-17,0.14212
2011-04-18,0.14202
2011-04-19,0.14192
2011-04-20,0.14182
2011-04-21,0.14171
2011-04-22,0.14161
2011-04-23,0.14153
2011-04-24,0.14144
2011-04-25,0.14134
2011-04-26,0.14122
2011-04-27,0.14111
2011-04-28,0.14101
2011-04-29,0.1409
2011-04-30,0.14078
2011-05-01,0.14067
2011-05-02,0.14059
2011-05-03,0.14051
2011-05-04,0.14041
2011-05-05,0.1403
2011-05-06,0.14021
2011-05-07,0.14011
2011-05-08,0.14
2011-05-09,0.13989
2011-05-10,0.13976
2011-05-11,0.13964
2011-05-12,0.13954
2011-05-13,0.13943
2011-05-14,0.13933
2011-05-15,0.13921
