"date","benthic_pgc010"
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,1.5134e-06
2009-01-02,2.3378e-06
2009-01-03,2.4074e-06
2009-01-04,2.4118e-06
2009-01-05,2.4106e-06
2009-01-06,2.409e-06
2009-01-07,2.4076e-06
2009-01-08,2.4063e-06
2009-01-09,2.4049e-06
2009-01-10,2.4032e-06
2009-01-11,2.4015e-06
2009-01-12,2.3997e-06
2009-01-13,2.3977e-06
2009-01-14,2.3958e-06
2009-01-15,2.3938e-06
2009-01-16,2.3919e-06
2009-01-17,2.3899e-06
2009-01-18,2.3879e-06
2009-01-19,2.3857e-06
2009-01-20,2.3836e-06
2009-01-21,2.3817e-06
2009-01-22,2.3798e-06
2009-01-23,2.3781e-06
2009-01-24,2.3765e-06
2009-01-25,2.3747e-06
2009-01-26,2.3728e-06
2009-01-27,2.3711e-06
2009-01-28,2.3696e-06
2009-01-29,2.368e-06
2009-01-30,2.366e-06
2009-01-31,2.364e-06
2009-02-01,4.155e-06
2009-02-02,5.1243e-06
2009-02-03,5.2029e-06
2009-02-04,5.2053e-06
2009-02-05,5.2014e-06
2009-02-06,5.1971e-06
2009-02-07,5.1928e-06
2009-02-08,5.1888e-06
2009-02-09,5.1851e-06
2009-02-10,5.1812e-06
2009-02-11,5.1775e-06
2009-02-12,5.1735e-06
2009-02-13,5.1697e-06
2009-02-14,5.1651e-06
2009-02-15,5.1595e-06
2009-02-16,5.1525e-06
2009-02-17,5.1468e-06
2009-02-18,5.1482e-06
2009-02-19,5.1456e-06
2009-02-20,5.1415e-06
2009-02-21,5.1374e-06
2009-02-22,5.1331e-06
2009-02-23,5.2999e-06
2009-02-24,5.338e-06
2009-02-25,5.3381e-06
2009-02-26,5.3344e-06
2009-02-27,5.3305e-06
2009-02-28,5.3271e-06
2009-03-01,7.6072e-06
2009-03-02,8.909e-06
2009-03-03,9.0251e-06
2009-03-04,9.0271e-06
2009-03-05,9.0208e-06
2009-03-06,9.0145e-06
2009-03-07,9.0082e-06
2009-03-08,9.0026e-06
2009-03-09,8.9962e-06
2009-03-10,8.9895e-06
2009-03-11,8.9838e-06
2009-03-12,8.9781e-06
2009-03-13,8.972e-06
2009-03-14,8.966e-06
2009-03-15,8.9594e-06
2009-03-16,8.9515e-06
2009-03-17,8.9439e-06
2009-03-18,8.9382e-06
2009-03-19,8.9324e-06
2009-03-20,8.9261e-06
2009-03-21,8.9197e-06
2009-03-22,8.9127e-06
2009-03-23,8.9051e-06
2009-03-24,8.898e-06
2009-03-25,8.8915e-06
2009-03-26,8.8851e-06
2009-03-27,8.8784e-06
2009-03-28,8.8721e-06
2009-03-29,8.8653e-06
2009-03-30,8.8571e-06
2009-03-31,8.8499e-06
2009-04-01,1.1902e-05
2009-04-02,1.3673e-05
2009-04-03,1.3842e-05
2009-04-04,1.3847e-05
2009-04-05,1.3837e-05
2009-04-06,1.3827e-05
2009-04-07,1.3816e-05
2009-04-08,1.3806e-05
2009-04-09,1.3794e-05
2009-04-10,1.3782e-05
2009-04-11,1.377e-05
2009-04-12,1.3759e-05
2009-04-13,1.3748e-05
2009-04-14,1.3735e-05
2009-04-15,1.3717e-05
2009-04-16,1.3702e-05
2009-04-17,1.369e-05
2009-04-18,1.3679e-05
2009-04-19,1.3669e-05
2009-04-20,1.3658e-05
2009-04-21,1.3648e-05
2009-04-22,1.3637e-05
2009-04-23,1.3626e-05
2009-04-24,1.3614e-05
2009-04-25,1.3601e-05
2009-04-26,1.3588e-05
2009-04-27,1.3576e-05
2009-04-28,1.3563e-05
2009-04-29,1.355e-05
2009-04-30,1.3538e-05
2009-05-01,1.5928e-05
2009-05-02,1.7278e-05
2009-05-03,1.739e-05
2009-05-04,1.7384e-05
2009-05-05,1.7366e-05
2009-05-06,1.7347e-05
2009-05-07,1.733e-05
2009-05-08,1.7313e-05
2009-05-09,1.7295e-05
2009-05-10,1.7278e-05
2009-05-11,1.7261e-05
2009-05-12,1.7242e-05
2009-05-13,1.7223e-05
2009-05-14,1.7205e-05
2009-05-15,1.7187e-05
2009-05-16,1.7169e-05
2009-05-17,1.7153e-05
2009-05-18,1.7138e-05
2009-05-19,1.7121e-05
2009-05-20,1.7103e-05
2009-05-21,1.7086e-05
2009-05-22,1.7069e-05
2009-05-23,1.705e-05
2009-05-24,1.703e-05
2009-05-25,1.701e-05
2009-05-26,1.699e-05
2009-05-27,1.697e-05
2009-05-28,1.6951e-05
2009-05-29,1.6931e-05
2009-05-30,1.691e-05
2009-05-31,1.6888e-05
2009-06-01,1.9572e-05
2009-06-02,2.1032e-05
2009-06-03,2.1137e-05
2009-06-04,2.1124e-05
2009-06-05,2.1097e-05
2009-06-06,2.1069e-05
2009-06-07,2.1041e-05
2009-06-08,2.1013e-05
2009-06-09,2.0985e-05
2009-06-10,2.0955e-05
2009-06-11,2.0926e-05
2009-06-12,2.0897e-05
2009-06-13,2.0868e-05
2009-06-14,2.0839e-05
2009-06-15,2.0812e-05
2009-06-16,2.0785e-05
2009-06-17,2.0757e-05
2009-06-18,2.0728e-05
2009-06-19,2.0699e-05
2009-06-20,2.0669e-05
2009-06-21,2.0638e-05
2009-06-22,2.0608e-05
2009-06-23,2.0581e-05
2009-06-24,2.0555e-05
2009-06-25,2.0528e-05
2009-06-26,2.05e-05
2009-06-27,2.0474e-05
2009-06-28,2.0448e-05
2009-06-29,2.0422e-05
2009-06-30,2.0394e-05
2009-07-01,2.3859e-05
2009-07-02,2.5626e-05
2009-07-03,2.5726e-05
2009-07-04,2.5699e-05
2009-07-05,2.5661e-05
2009-07-06,2.5622e-05
2009-07-07,2.5584e-05
2009-07-08,2.5544e-05
2009-07-09,2.5504e-05
2009-07-10,2.5464e-05
2009-07-11,2.5425e-05
2009-07-12,2.5386e-05
2009-07-13,2.5346e-05
2009-07-14,2.5306e-05
2009-07-15,2.5268e-05
2009-07-16,2.523e-05
2009-07-17,2.5192e-05
2009-07-18,2.5153e-05
2009-07-19,2.5113e-05
2009-07-20,2.5073e-05
2009-07-21,2.5031e-05
2009-07-22,2.4987e-05
2009-07-23,2.4944e-05
2009-07-24,2.4901e-05
2009-07-25,2.4858e-05
2009-07-26,2.4815e-05
2009-07-27,2.4772e-05
2009-07-28,2.4731e-05
2009-07-29,2.4689e-05
2009-07-30,2.4646e-05
2009-07-31,2.4602e-05
2009-08-01,2.7676e-05
2009-08-02,2.9063e-05
2009-08-03,2.909e-05
2009-08-04,2.9043e-05
2009-08-05,2.8992e-05
2009-08-06,2.894e-05
2009-08-07,2.8888e-05
2009-08-08,2.884e-05
2009-08-09,2.8791e-05
2009-08-10,2.8743e-05
2009-08-11,2.8694e-05
2009-08-12,2.8641e-05
2009-08-13,2.8588e-05
2009-08-14,2.8535e-05
2009-08-15,2.8483e-05
2009-08-16,2.8435e-05
2009-08-17,2.839e-05
2009-08-18,2.8349e-05
2009-08-19,2.8308e-05
2009-08-20,2.8265e-05
2009-08-21,2.8217e-05
2009-08-22,2.817e-05
2009-08-23,2.8122e-05
2009-08-24,2.8075e-05
2009-08-25,2.803e-05
2009-08-26,2.7987e-05
2009-08-27,2.7946e-05
2009-08-28,2.7903e-05
2009-08-29,2.7858e-05
2009-08-30,2.7812e-05
2009-08-31,2.7766e-05
2009-09-01,3.1397e-05
2009-09-02,3.2916e-05
2009-09-03,3.2938e-05
2009-09-04,3.2888e-05
2009-09-05,3.2832e-05
2009-09-06,3.2777e-05
2009-09-07,3.272e-05
2009-09-08,3.2665e-05
2009-09-09,3.2615e-05
2009-09-10,3.2565e-05
2009-09-11,3.2517e-05
2009-09-12,3.2468e-05
2009-09-13,3.2416e-05
2009-09-14,3.2361e-05
2009-09-15,3.2308e-05
2009-09-16,3.2257e-05
2009-09-17,3.2205e-05
2009-09-18,3.2157e-05
2009-09-19,3.2112e-05
2009-09-20,3.2065e-05
2009-09-21,3.2017e-05
2009-09-22,3.1968e-05
2009-09-23,3.1921e-05
2009-09-24,3.1878e-05
2009-09-25,3.1838e-05
2009-09-26,3.1795e-05
2009-09-27,3.1753e-05
2009-09-28,3.1711e-05
2009-09-29,3.1662e-05
2009-09-30,3.161e-05
2009-10-01,3.3759e-05
2009-10-02,3.4563e-05
2009-10-03,3.4542e-05
2009-10-04,3.4487e-05
2009-10-05,3.4435e-05
2009-10-06,3.4389e-05
2009-10-07,3.4342e-05
2009-10-08,3.43e-05
2009-10-09,3.4259e-05
2009-10-10,3.422e-05
2009-10-11,3.418e-05
2009-10-12,3.4136e-05
2009-10-13,3.4081e-05
2009-10-14,3.5222e-05
2009-10-15,3.539e-05
2009-10-16,3.5353e-05
2009-10-17,3.5312e-05
2009-10-18,3.5272e-05
2009-10-19,3.5231e-05
2009-10-20,3.5191e-05
2009-10-21,3.5157e-05
2009-10-22,3.5122e-05
2009-10-23,3.5086e-05
2009-10-24,3.5049e-05
2009-10-25,3.5013e-05
2009-10-26,3.4978e-05
2009-10-27,3.4939e-05
2009-10-28,3.4889e-05
2009-10-29,3.4846e-05
2009-10-30,3.4814e-05
2009-10-31,3.4786e-05
2009-11-01,3.7107e-05
2009-11-02,3.8015e-05
2009-11-03,3.8015e-05
2009-11-04,3.7979e-05
2009-11-05,3.7936e-05
2009-11-06,3.7894e-05
2009-11-07,3.7855e-05
2009-11-08,3.7818e-05
2009-11-09,3.7782e-05
2009-11-10,3.7748e-05
2009-11-11,3.7717e-05
2009-11-12,3.7684e-05
2009-11-13,3.7648e-05
2009-11-14,3.7614e-05
2009-11-15,3.758e-05
2009-11-16,3.7543e-05
2009-11-17,3.7508e-05
2009-11-18,3.7472e-05
2009-11-19,3.7437e-05
2009-11-20,3.74e-05
2009-11-21,3.7362e-05
2009-11-22,3.7334e-05
2009-11-23,3.7305e-05
2009-11-24,3.7273e-05
2009-11-25,3.7238e-05
2009-11-26,3.7203e-05
2009-11-27,3.7171e-05
2009-11-28,3.7133e-05
2009-11-29,3.7083e-05
2009-11-30,3.7042e-05
2009-12-01,3.8122e-05
2009-12-02,3.853e-05
2009-12-03,3.8515e-05
2009-12-04,3.8486e-05
2009-12-05,3.8459e-05
2009-12-06,3.8433e-05
2009-12-07,3.8407e-05
2009-12-08,3.8386e-05
2009-12-09,3.8362e-05
2009-12-10,3.8335e-05
2009-12-11,3.8305e-05
2009-12-12,3.8526e-05
2009-12-13,3.8538e-05
2009-12-14,3.8509e-05
2009-12-15,3.8481e-05
2009-12-16,3.8448e-05
2009-12-17,3.8417e-05
2009-12-18,3.839e-05
2009-12-19,3.8361e-05
2009-12-20,3.833e-05
2009-12-21,3.83e-05
2009-12-22,3.827e-05
2009-12-23,3.824e-05
2009-12-24,3.8212e-05
2009-12-25,3.8181e-05
2009-12-26,3.815e-05
2009-12-27,3.8119e-05
2009-12-28,3.8091e-05
2009-12-29,3.8064e-05
2009-12-30,3.804e-05
2009-12-31,3.8015e-05
2010-01-01,3.9421e-05
2010-01-02,3.9987e-05
2010-01-03,3.9987e-05
2010-01-04,3.9958e-05
2010-01-05,3.9928e-05
2010-01-06,3.9899e-05
2010-01-07,3.9869e-05
2010-01-08,3.9839e-05
2010-01-09,3.9808e-05
2010-01-10,3.9777e-05
2010-01-11,3.9745e-05
2010-01-12,3.9707e-05
2010-01-13,3.9682e-05
2010-01-14,3.9653e-05
2010-01-15,3.9624e-05
2010-01-16,3.9591e-05
2010-01-17,3.9557e-05
2010-01-18,3.9517e-05
2010-01-19,3.9465e-05
2010-01-20,3.9967e-05
2010-01-21,4.0259e-05
2010-01-22,4.0275e-05
2010-01-23,4.0246e-05
2010-01-24,4.0215e-05
2010-01-25,4.0179e-05
2010-01-26,4.014e-05
2010-01-27,4.0109e-05
2010-01-28,4.008e-05
2010-01-29,4.0048e-05
2010-01-30,4.0016e-05
2010-01-31,3.9989e-05
2010-02-01,4.1267e-05
2010-02-02,4.184e-05
2010-02-03,4.1843e-05
2010-02-04,4.1814e-05
2010-02-05,4.1776e-05
2010-02-06,4.1741e-05
2010-02-07,4.171e-05
2010-02-08,4.168e-05
2010-02-09,4.1652e-05
2010-02-10,4.1626e-05
2010-02-11,4.1602e-05
2010-02-12,4.1572e-05
2010-02-13,4.1541e-05
2010-02-14,4.1514e-05
2010-02-15,4.149e-05
2010-02-16,4.1464e-05
2010-02-17,4.1436e-05
2010-02-18,4.1409e-05
2010-02-19,4.1387e-05
2010-02-20,4.1362e-05
2010-02-21,4.1334e-05
2010-02-22,4.1305e-05
2010-02-23,4.1272e-05
2010-02-24,4.1236e-05
2010-02-25,4.1204e-05
2010-02-26,4.1169e-05
2010-02-27,4.1127e-05
2010-02-28,4.1099e-05
2010-03-01,4.2882e-05
2010-03-02,4.3709e-05
2010-03-03,4.3723e-05
2010-03-04,4.3688e-05
2010-03-05,4.3655e-05
2010-03-06,4.3624e-05
2010-03-07,4.3593e-05
2010-03-08,4.3564e-05
2010-03-09,4.3529e-05
2010-03-10,4.3494e-05
2010-03-11,4.3462e-05
2010-03-12,4.3432e-05
2010-03-13,4.3397e-05
2010-03-14,4.3363e-05
2010-03-15,4.3328e-05
2010-03-16,4.3294e-05
2010-03-17,4.3265e-05
2010-03-18,4.3233e-05
2010-03-19,4.3197e-05
2010-03-20,4.3164e-05
2010-03-21,4.3135e-05
2010-03-22,4.311e-05
2010-03-23,4.308e-05
2010-03-24,4.3049e-05
2010-03-25,4.3017e-05
2010-03-26,4.2983e-05
2010-03-27,4.2953e-05
2010-03-28,4.292e-05
2010-03-29,4.2886e-05
2010-03-30,4.2846e-05
2010-03-31,4.2805e-05
2010-04-01,4.4543e-05
2010-04-02,4.5366e-05
2010-04-03,4.5386e-05
2010-04-04,4.5357e-05
2010-04-05,4.5318e-05
2010-04-06,4.5285e-05
2010-04-07,4.5258e-05
2010-04-08,4.5225e-05
2010-04-09,4.5189e-05
2010-04-10,4.5152e-05
2010-04-11,4.5114e-05
2010-04-12,4.5068e-05
2010-04-13,4.5027e-05
2010-04-14,4.4995e-05
2010-04-15,4.4968e-05
2010-04-16,4.4941e-05
2010-04-17,4.4915e-05
2010-04-18,4.4888e-05
2010-04-19,4.4859e-05
2010-04-20,4.4829e-05
2010-04-21,4.479e-05
2010-04-22,4.4748e-05
2010-04-23,4.4711e-05
2010-04-24,4.468e-05
2010-04-25,4.465e-05
2010-04-26,4.4623e-05
2010-04-27,4.459e-05
2010-04-28,4.4545e-05
2010-04-29,4.4502e-05
2010-04-30,4.4463e-05
2010-05-01,4.7436e-05
2010-05-02,4.8869e-05
2010-05-03,4.8927e-05
2010-05-04,4.8896e-05
2010-05-05,4.8854e-05
2010-05-06,4.8808e-05
2010-05-07,4.8767e-05
2010-05-08,4.8732e-05
2010-05-09,4.869e-05
2010-05-10,4.8644e-05
2010-05-11,4.8597e-05
2010-05-12,4.855e-05
2010-05-13,4.8508e-05
2010-05-14,4.8472e-05
2010-05-15,4.8439e-05
2010-05-16,4.8404e-05
2010-05-17,4.8365e-05
2010-05-18,4.8322e-05
2010-05-19,4.8281e-05
2010-05-20,4.8238e-05
2010-05-21,4.819e-05
2010-05-22,4.814e-05
2010-05-23,4.809e-05
2010-05-24,4.804e-05
2010-05-25,4.7996e-05
2010-05-26,4.7952e-05
2010-05-27,4.7906e-05
2010-05-28,4.7861e-05
2010-05-29,4.7816e-05
2010-05-30,4.7773e-05
2010-05-31,4.7729e-05
2010-06-01,5.0174e-05
2010-06-02,5.1294e-05
2010-06-03,5.1319e-05
2010-06-04,5.1276e-05
2010-06-05,5.1227e-05
2010-06-06,5.1183e-05
2010-06-07,5.1133e-05
2010-06-08,5.1078e-05
2010-06-09,5.1023e-05
2010-06-10,5.0963e-05
2010-06-11,5.0898e-05
2010-06-12,5.083e-05
2010-06-13,5.0771e-05
2010-06-14,5.0719e-05
2010-06-15,5.0664e-05
2010-06-16,5.0603e-05
2010-06-17,5.054e-05
2010-06-18,5.0482e-05
2010-06-19,5.0423e-05
2010-06-20,5.036e-05
2010-06-21,5.0298e-05
2010-06-22,5.0238e-05
2010-06-23,5.0182e-05
2010-06-24,5.012e-05
2010-06-25,5.0057e-05
2010-06-26,4.999e-05
2010-06-27,4.9924e-05
2010-06-28,4.9859e-05
2010-06-29,4.9791e-05
2010-06-30,4.9718e-05
2010-07-01,5.1493e-05
2010-07-02,5.2205e-05
2010-07-03,5.2162e-05
2010-07-04,5.2086e-05
2010-07-05,5.2013e-05
2010-07-06,5.1941e-05
2010-07-07,5.1868e-05
2010-07-08,5.1795e-05
2010-07-09,5.1718e-05
2010-07-10,5.1641e-05
2010-07-11,5.1565e-05
2010-07-12,5.1487e-05
2010-07-13,5.1405e-05
2010-07-14,5.1328e-05
2010-07-15,5.1256e-05
2010-07-16,5.1182e-05
2010-07-17,5.11e-05
2010-07-18,5.1018e-05
2010-07-19,5.0934e-05
2010-07-20,5.0851e-05
2010-07-21,5.0767e-05
2010-07-22,5.0683e-05
2010-07-23,5.0602e-05
2010-07-24,5.0517e-05
2010-07-25,5.043e-05
2010-07-26,5.034e-05
2010-07-27,5.0251e-05
2010-07-28,5.0164e-05
2010-07-29,5.0077e-05
2010-07-30,4.9989e-05
2010-07-31,4.9902e-05
2010-08-01,5.1359e-05
2010-08-02,5.1857e-05
2010-08-03,5.1789e-05
2010-08-04,5.1704e-05
2010-08-05,5.1617e-05
2010-08-06,5.153e-05
2010-08-07,5.1441e-05
2010-08-08,5.1352e-05
2010-08-09,5.1264e-05
2010-08-10,5.1179e-05
2010-08-11,5.1095e-05
2010-08-12,5.1015e-05
2010-08-13,5.094e-05
2010-08-14,5.0862e-05
2010-08-15,5.0781e-05
2010-08-16,5.0699e-05
2010-08-17,5.0623e-05
2010-08-18,5.0549e-05
2010-08-19,5.0474e-05
2010-08-20,5.0398e-05
2010-08-21,5.0321e-05
2010-08-22,5.0245e-05
2010-08-23,5.0168e-05
2010-08-24,5.0091e-05
2010-08-25,5.0022e-05
2010-08-26,4.9956e-05
2010-08-27,4.9879e-05
2010-08-28,4.9799e-05
2010-08-29,4.972e-05
2010-08-30,4.9642e-05
2010-08-31,4.9566e-05
2010-09-01,5.2894e-05
2010-09-02,5.3955e-05
2010-09-03,5.391e-05
2010-09-04,5.3835e-05
2010-09-05,5.3755e-05
2010-09-06,5.367e-05
2010-09-07,5.3588e-05
2010-09-08,5.3507e-05
2010-09-09,5.3425e-05
2010-09-10,5.3349e-05
2010-09-11,5.3281e-05
2010-09-12,5.3218e-05
2010-09-13,5.3145e-05
2010-09-14,5.307e-05
2010-09-15,5.2996e-05
2010-09-16,5.2923e-05
2010-09-17,5.2852e-05
2010-09-18,5.2784e-05
2010-09-19,5.2716e-05
2010-09-20,5.2647e-05
2010-09-21,5.2578e-05
2010-09-22,5.2506e-05
2010-09-23,5.2434e-05
2010-09-24,5.237e-05
2010-09-25,5.2307e-05
2010-09-26,5.2244e-05
2010-09-27,5.2177e-05
2010-09-28,5.2112e-05
2010-09-29,5.2052e-05
2010-09-30,5.1996e-05
2010-10-01,5.4226e-05
2010-10-02,5.4856e-05
2010-10-03,5.4803e-05
2010-10-04,5.4732e-05
2010-10-05,5.4656e-05
2010-10-06,5.4584e-05
2010-10-07,5.4525e-05
2010-10-08,5.446e-05
2010-10-09,5.4401e-05
2010-10-10,5.4333e-05
2010-10-11,5.4258e-05
2010-10-12,5.4181e-05
2010-10-13,5.4108e-05
2010-10-14,5.4045e-05
2010-10-15,5.399e-05
2010-10-16,5.3931e-05
2010-10-17,5.3869e-05
2010-10-18,5.3805e-05
2010-10-19,5.3738e-05
2010-10-20,5.3674e-05
2010-10-21,5.3611e-05
2010-10-22,5.3546e-05
2010-10-23,5.3478e-05
2010-10-24,5.3393e-05
2010-10-25,5.6373e-05
2010-10-26,5.6763e-05
2010-10-27,5.6702e-05
2010-10-28,5.6627e-05
2010-10-29,5.6552e-05
2010-10-30,5.6486e-05
2010-10-31,5.6423e-05
2010-11-01,5.7677e-05
2010-11-02,5.8028e-05
2010-11-03,5.797e-05
2010-11-04,5.7908e-05
2010-11-05,5.785e-05
2010-11-06,5.7788e-05
2010-11-07,5.7721e-05
2010-11-08,5.7647e-05
2010-11-09,5.7586e-05
2010-11-10,5.7531e-05
2010-11-11,5.7473e-05
2010-11-12,5.7417e-05
2010-11-13,5.7363e-05
2010-11-14,5.7303e-05
2010-11-15,5.7244e-05
2010-11-16,5.7184e-05
2010-11-17,5.713e-05
2010-11-18,5.7079e-05
2010-11-19,5.7027e-05
2010-11-20,5.6972e-05
2010-11-21,5.6996e-05
2010-11-22,5.6947e-05
2010-11-23,5.6887e-05
2010-11-24,5.683e-05
2010-11-25,5.678e-05
2010-11-26,5.6727e-05
2010-11-27,5.6673e-05
2010-11-28,5.6622e-05
2010-11-29,5.6575e-05
2010-11-30,5.6526e-05
2010-12-01,6.1446e-05
2010-12-02,6.3032e-05
2010-12-03,6.3015e-05
2010-12-04,6.2968e-05
2010-12-05,6.2913e-05
2010-12-06,6.2854e-05
2010-12-07,6.2798e-05
2010-12-08,6.2747e-05
2010-12-09,6.2694e-05
2010-12-10,6.2646e-05
2010-12-11,6.26e-05
2010-12-12,6.2559e-05
2010-12-13,6.2514e-05
2010-12-14,6.2468e-05
2010-12-15,6.242e-05
2010-12-16,6.2379e-05
2010-12-17,6.2331e-05
2010-12-18,6.2305e-05
