"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"837",-0.00734811127999008,0.0128520466245353,0.0950293011961502,0.160295708937769,0.118093557163187,0.000865093346250956,-0.0207333703504033,0.401179689283712,0.165285819513245,0.00469359664971175,-0.000884205107043471,-0.0312027310025354,0.0239967020151663,0.00193031731772356,0.128388686270136,-0.00509221631794303,-0.00509221631794303,-0.155511103324398,0.00478400949055971,0.0207835672446504,0.0529055425444566,0.0156381254000277,-0.00317218764813297,-0.0089077052898375,0.00572887279551981,0.00432720785808034,-0.272422895061329,0.0147124235546528,-0.0639944702250593,0.086878801529361,0.00663818710438941,-0.00186396895765184,-0.00260735688453819,0.00561313264911392,-0.0201955130209646,-0.0211950094281708,-0.0329482158906335,-0.00179572442003907
"838",-0.00989136461301285,0.012324901401588,0.0907841038801653,0.154209616987733,0.110780835697561,7.413852722733e-05,-0.02145184007826,0.39588234713125,0.157731706875475,0.00608352957231681,-0.000507370280945298,-0.0302060732822136,0.023281076231612,0.00138817522946431,0.123780820337177,-0.00482513604777898,-0.00482513604777898,-0.157905979660275,0.00459113745449547,0.0210005781231026,0.0535584987478572,0.0146834540925107,-0.00203392095142007,-0.00860967184645384,0.00570970798429801,0.00392402695694355,-0.26478057167684,0.0157249248798091,-0.0681970320341532,0.0762847487730026,0.00758166990941127,-0.00133672525737584,0.00233637540561611,0.0047276784215432,-0.0156160232440948,-0.0196004405632836,-0.0276657763451936,3.61867510560115e-05
"839",-0.0113220577867602,0.0120786105027584,0.0886233637969382,0.151224620947687,0.106966901961043,-0.000408337737143509,-0.0218862002409688,0.392863411029073,0.153993143375565,0.00690682748177528,-0.000382817044879258,-0.0296256201842525,0.0229658160061575,0.000931600694445665,0.121537540688529,-0.00464952655588279,-0.00464952655588279,-0.160230308269027,0.00422252891023209,0.0209742326065216,0.0541034876346846,0.0143961362535872,-0.00147599988487813,-0.00843541046860998,0.00581135110690403,0.00364690993417602,-0.260381759135684,0.0165557952975298,-0.0708631802467111,0.06917872438939,0.00809989809418959,-0.00110701792470946,0.00542720171312868,0.00447808836390894,-0.0128913090237973,-0.0187133353262983,-0.0242979573253845,0.000984972787011633
"840",-0.0122005293664495,0.0119118168346229,0.0876086029130374,0.14976810198669,0.104934914844393,-0.000738385154340947,-0.0221511650238755,0.391712275703413,0.152222077132481,0.00746867513490132,-0.000365114075156319,-0.0292133099047188,0.0227443356642717,0.000620984075701109,0.120529945730268,-0.00454829508816428,-0.00454829508816428,-0.161813991699588,0.00388288059279283,0.0208494042126439,0.0546475474836054,0.0143097540873566,-0.00126230811778342,-0.00833241275805215,0.00588488047796979,0.00341494780194934,-0.258054442998559,0.0170968129102039,-0.0726581050143808,0.063831632526729,0.0083447675816315,-0.00100871063067303,0.00757748697372228,0.00446556406651751,-0.0109942085991179,-0.0181511767870181,-0.0219504229074198,0.00154324474473016
"841",-0.0127262247385575,0.0117663440518796,0.0870739541947267,0.14897234257481,0.103806463520774,-0.000945419465360712,-0.0223199077631213,0.391269389608793,0.151280501592188,0.0078667068747202,-0.000335875410816299,-0.0289444923691118,0.0226101127592327,0.000379970750289939,0.120035452101575,-0.00447912143546058,-0.00447912143546058,-0.163033574560592,0.00364212319676313,0.0207043597732695,0.0550950756971832,0.0142888590340872,-0.00119848335275144,-0.00827052898166,0.00600556118714804,0.00321644006163455,-0.256641569331615,0.0174199701239572,-0.073850950102867,0.0599822645835401,0.00847341143304589,-0.000943256508211901,0.00900440968932345,0.00458849154906163,-0.00974945876549665,-0.0178612625573144,-0.0203776439508998,0.00186199790841344
"842",-0.00405723219200057,0.0350268795765744,0.102451779778081,0.157701832650212,0.137615136831596,-0.0134397503383627,-0.0237344935318308,0.528414899450248,0.173813347563193,-0.000164959089418626,0.00107507585386158,0.00304123422393649,0.00159274810259144,-0.0088543169136119,0.170922178918586,-0.0112880946227932,-0.0112880946227932,-0.127651745241067,0.0047478702859007,0.0164967345411354,0.0220485500241802,0.000332246730035049,-0.014265337803804,-0.0111535553392229,0.0271317665359074,0.0093513818626298,-0.0306427712771508,0.0206668436108776,-0.0278368155271141,0.136621583289461,-0.0108569513711183,0.0105022775028203,-0.0468914130954605,0.0036279277419586,-0.0255638794418523,-0.0432721181232738,-0.05406551477602,-0.000527522543635768
"843",0.00388562479148386,0.0228026897093878,0.11120348525324,0.179823598872177,0.161084818340275,-0.000802494398405727,-0.0185725853091233,0.423840059635628,0.207319179698595,-0.0131462886204917,-0.025896485208907,-0.0141618182830238,0.0161308440459879,0.00359613244663453,0.166745742942802,-0.00976886588439943,-0.00976886588439943,-0.160847290936236,-0.0117552607221469,0.00546942800515286,0.0397414187535241,0.0195220672803491,-0.0189273880907987,-0.00957859060332802,0.0162120823901285,0.00828336037123823,-0.171871144947572,0.0343459453428703,-0.0465247223320074,0.109805617399369,-0.0188200639723779,-0.0130552132670955,-0.0339999089065442,0.0185792417664732,-0.0345063868617044,-0.0161902370518015,-0.025539498576237,-0.00765427774829385
"844",0.00705276715646865,0.0157946633462253,0.113090503455683,0.188962387148633,0.145930857888517,0.00634604350257646,-0.0129087294975471,0.416214653218844,0.197004590515224,0.00482676887617852,0.00066212494856391,-0.0369394837666046,0.0230065084020261,-0.00473505379214307,0.14843577237542,-0.00503431153008337,-0.00503431153008337,-0.159029878134367,0.0042149345042215,0.0170764593650428,0.0535101137965415,0.0220455737264838,-0.00866659922880334,-0.0100611006052042,0.00363849540485852,0.00777740108733698,-0.296839689308212,0.00988440129940074,-0.0534561988012255,0.104586795860241,0.00763989412321981,-0.00468121062804378,-0.0121598574966506,0.0105433802761638,-0.0301226020096431,-0.0266394732285697,-0.0486853975423053,-0.0104586754124295
"845",-0.00436459152764671,0.0139330260294917,0.0983078159609319,0.165360032662689,0.122503946105666,0.00197969727697073,-0.0188390509102308,0.409388525808084,0.170998466177331,0.00549478529303857,0.000134903233281827,-0.0320800011167902,0.0224166090063527,-0.000292024460863163,0.132508055859407,-0.00513578855540988,-0.00513578855540988,-0.156111407947073,0.00535593089852289,0.0206017471234518,0.0546150452356856,0.0163537861338668,-0.0043732940881257,-0.00919174557916566,0.00529882427489337,0.00547575790531386,-0.277384883398518,0.0134370055522549,-0.0621162711104269,0.0889755112356187,0.0066563831300893,-0.00225276639782635,-0.00402406400346759,0.00684652263980567,-0.0216893678504072,-0.022620691335325,-0.0365214867031841,-0.00318326187711205
"846",-0.0086238453573074,0.0130376569106361,0.0927245216254481,0.156851015036333,0.113130216387947,0.000474018543902562,-0.0206950692794887,0.402378742761223,0.160935372493294,0.00619043331373257,4.11148806394593e-05,-0.0305341062084369,0.022187441421281,0.000511909178522537,0.126383352020963,-0.00494200296875724,-0.00494200296875724,-0.158084088331299,0.00496699053533936,0.0211232085916867,0.0551067354066695,0.014919860537184,-0.00275155630861648,-0.00877703800008759,0.00564781048765505,0.0043684110948627,-0.267283829172359,0.0151850371111752,-0.0673167609825834,0.07796756038835,0.00706155693742133,-0.00159537316457746,0.00130849096283025,0.00550471982253576,-0.0165013864216558,-0.0204203637230614,-0.0295885957556707,-0.000510559061001266
"847",-0.010752306389257,0.0125768708529127,0.0899710961345015,0.152813490096331,0.108400547154163,-0.00031810565772163,-0.0216087987407374,0.398144160595646,0.15599177025378,0.00677058754347241,3.5311086077185e-06,-0.0297952001983122,0.0221270564438848,0.000533487239772438,0.123435579310463,-0.00477679787770004,-0.00477679787770004,-0.160427728800158,0.00450048762124902,0.0211683345953373,0.0555163902336276,0.0144713694913187,-0.00193842877841372,-0.00854784799717821,0.00591091082005818,0.00377014457847495,-0.261558102888,0.0163109987356122,-0.0704707001742185,0.0706593567945603,0.00745547850189801,-0.00126448839936165,0.00462144149235408,0.0050526955098187,-0.0134467943480634,-0.0193043988571189,-0.0254837396731395,0.000735131033559901
"848",-0.0124139638647373,0.0129866250961165,0.0883118400745863,0.150280659035546,0.105970383095495,-0.00119391971800395,-0.0223373198291005,0.398185172504198,0.153644788066623,0.00729255229196423,-0.000348351056345585,-0.0288702247576144,0.0218974361952145,0.000474042783547155,0.122497510165502,-0.00480833679774413,-0.00480833679774413,-0.162389950884387,0.004106247200068,0.0210990825524658,0.0556754688032199,0.0143659080895901,-0.00130174120727485,-0.00841856597964481,0.00640085323607141,0.00338803653854808,-0.257295333460585,0.017644934995288,-0.0724480371970591,0.0660359838393222,0.00683314862473939,-0.00123728763841049,0.00635461317401694,0.00524157359511489,-0.0115782727931741,-0.0187636079097839,-0.0226364927277556,0.00180583479274638
"849",-0.0163697823146145,0.0232595484332014,0.084157903230322,0.135215948801349,0.107184231722926,-0.00764549145210755,-0.025171731849431,0.445156854964444,0.147069059149895,0.00576132518135296,-0.00791390833427376,-0.0134257122945646,0.0127335291983832,-0.00175814567846815,0.134286518605237,-0.0083757720366205,-0.0083757720366205,-0.146532365406388,0.00292901437211498,0.0193175041942146,0.0451484654577204,0.00498492678745776,-0.00637969121331147,-0.0084800095899546,0.0162402788490594,0.00417179573850718,-0.166645379710044,0.0251183064898744,-0.0580808956172493,0.0812543957199734,-0.00982501146867231,0.00106910752079312,-0.0111297446812142,0.00777094331341956,-0.0129264741111423,-0.020385428269597,-0.0227771295655812,0.00359790087793518
"850",0.0186079516470759,0.0198296099884512,0.102153436498,0.181956405496963,0.133710066479901,0.0086807252625048,0.0032411473982288,0.385977121059209,0.183827391592491,0.0104212681644006,0.00953394116599642,-0.0322436562875752,0.0190846002791035,-0.0130775953338071,0.137613460850086,-0.00227949736123,-0.00227949736123,-0.158888885946197,0.00189985023633729,0.0115464121334372,0.0522465635964697,0.02110580816879,-0.0120999822702178,-0.00932124174054282,-0.0043396834484031,0.00776161972804635,-0.291370845293195,0.00279490693347919,-0.056908103558403,0.0596427533521749,0.0166392168218179,-0.00773879639579299,-0.0036057792859187,0.00943537346707811,-0.0140813755546017,-0.025118856172282,-0.0419789515538165,-2.93187968534679e-05
"851",0.00164507149061513,0.0167332313221806,0.100247688743896,0.172777432021876,0.125332436786814,0.00401255038478567,-0.0112625576039268,0.415149679370387,0.176416851148484,0.00762042561651824,0.00413566180560309,-0.0311562776073033,0.0213680094868527,-0.00434202011150278,0.136403778224275,-0.00420016996490217,-0.00420016996490217,-0.164710905897108,0.00362292475126893,0.0182756194421458,0.058169699671785,0.0169239906186525,-0.00767691894248541,-0.00934726151804427,0.00187880726654596,0.00574586712748645,-0.288149991797002,0.0105993010316967,-0.0666801374342229,0.0692852873472319,0.0102154211046798,-0.00391005884809081,-0.000366214254647339,0.00726651867514841,-0.0157110554139973,-0.0227392385264355,-0.0347949149092958,0.000719559150611232
"852",-0.00566623501905095,0.0145832051591742,0.0955353840890506,0.163024643869077,0.116260238858375,0.00161206627356832,-0.0166860734860802,0.411100582704673,0.166465229578472,0.00699143731671793,0.00231757280271652,-0.0298934209099346,0.0214526614953979,-0.00144620815144763,0.130742046351887,-0.00458142042354564,-0.00458142042354564,-0.164387879509364,0.00375887391974192,0.0197450923759769,0.058824392346686,0.0154446816958766,-0.00498838822896372,-0.00894465593911318,0.00405722045025824,0.00422817339084983,-0.275824007031268,0.013938661197838,-0.0707307296213215,0.0664350112875229,0.00826223640131332,-0.00269017200497316,0.00317702713601405,0.00607896431707517,-0.0135538240712392,-0.0206689160734172,-0.0283011646623413,0.00156972040208339
"853",-0.00910214765253704,0.0133799960172028,0.0927081163569703,0.15755081958728,0.111005578364947,0.000329141983241936,-0.0192033763783453,0.406290389504364,0.160574755871497,0.00706440886643986,0.00156769448235311,-0.0292694315350164,0.0213947502881739,-0.000575810395949356,0.127249031183954,-0.00462965375426095,-0.00462965375426095,-0.164521066805868,0.00364136588401796,0.0200818698348998,0.0589853444144314,0.0148632449782457,-0.00357129429728133,-0.00867771944378892,0.00516746949495178,0.00332923028376543,-0.267826314230034,0.015590668715715,-0.0730636374749912,0.0625471001629102,0.00773144884300022,-0.00204116983697372,0.00588124265758163,0.00564270456075265,-0.0115891616401095,-0.0194697934449137,-0.0242483631053743,0.00202075716034889
"854",-0.0109256226391667,0.0126969997705685,0.0911435295439598,0.154518993584267,0.108013515552357,-0.000444109241563725,-0.0205710458377566,0.403241157950692,0.157289576923939,0.00731606942695442,0.0011614667542699,-0.0289255592263948,0.0213185027127572,-0.000317879879700677,0.125288540947012,-0.00461274122942975,-0.00461274122942975,-0.164880733277099,0.0034980595961935,0.0200996793580134,0.059169585689781,0.0145987850704133,-0.00281409532650712,-0.00851703753596815,0.0058167422835703,0.00277871737500976,-0.263045779392827,0.0164775070825477,-0.0744833660624069,0.0593630682561356,0.00755994331292826,-0.00164607985166292,0.00774209393740115,0.00557296764415048,-0.0101962734046764,-0.0188492611271005,-0.0217278276752592,0.00228875198510712
"855",-0.011950368925826,0.012290129119946,0.0901305095335003,0.152655982939626,0.106179862902538,-0.000909710143253672,-0.0214056132638869,0.401141528260346,0.155246942625067,0.0075724259480811,0.000951385711321751,-0.0287527392876809,0.0213079271855098,-0.000284758378585952,0.124063397042482,-0.00457177100311175,-0.00457177100311175,-0.165538098621426,0.00341118494753878,0.0200489174731917,0.0593310345973232,0.0144795959818285,-0.00235514956227936,-0.00841820434537184,0.00629913374595695,0.00241860149287611,-0.25986508235427,0.0169789225955128,-0.0754047081895306,0.0571073963588234,0.00751013678387384,-0.00136676198088274,0.00894766016330509,0.00571274999223107,-0.00932601480339387,-0.0185686399782536,-0.0201729769742068,0.00243196775135648
"856",-0.0125896677984831,0.011998564955444,0.0897607069426847,0.151762610655102,0.105224085355815,-0.00123447415044807,-0.0219248216382336,0.400580451839151,0.154369730924234,0.00780604542242629,0.000761801100816246,-0.028606720442925,0.0212105117593535,-0.000269049786809488,0.123570245241215,-0.00455437251640919,-0.00455437251640919,-0.165814683173899,0.00333412355923899,0.0199198330528388,0.0596548441097935,0.0143819532909261,-0.00218640186818282,-0.00836373903563255,0.00654299797334615,0.00214123921543837,-0.258290287099029,0.0171960710503791,-0.0761190044034924,0.0548145252276841,0.00745449075336035,-0.00120232869562447,0.0100026128351215,0.0058583507738232,-0.00845272743255825,-0.0183272786426307,-0.0189430133089692,0.00257749505779022
"857",-0.0129751875085539,0.0117588070201719,0.0897894223574819,0.151446325280789,0.104831543171839,-0.00147189900743396,-0.0222516854513092,0.400994714065528,0.154184829342759,0.00799846017929007,0.000606180541551638,-0.0284773192374215,0.0210739405626942,-0.000221937781999999,0.123519384568112,-0.00455917209262954,-0.00455917209262954,-0.165752497047732,0.00328681112680687,0.019761710359204,0.0600641831282909,0.0142800861045232,-0.00219830776872799,-0.00833865148189112,0.00665855142076396,0.00191528483976051,-0.257733254046006,0.017205154395405,-0.0765953172804779,0.0527929743034429,0.00737058092484903,-0.00110493179849672,0.0108186236708675,0.00599679743004001,-0.0077089816353521,-0.0181699515866674,-0.0180454895161624,0.00270133915067714
"858",-0.0131768762740488,0.0115816246416322,0.0897067921743749,0.151144628199216,0.104542985860739,-0.0016034376445473,-0.0224926846487264,0.401027845294855,0.153922735207397,0.00812367847342257,0.00056163771091784,-0.0284297867346901,0.0210391796635519,-0.000212093275640246,0.123404999165601,-0.00454798807317547,-0.00454798807317547,-0.165983629526211,0.00330295740588179,0.0196569450013921,0.0603620836001277,0.0142205347679013,-0.00217621322900029,-0.0083238535797036,0.00683922142203308,0.00174785006335507,-0.257107426643764,0.017159691748839,-0.0768583263881043,0.0517170483087544,0.00732135168142716,-0.00100272383611781,0.0112073477929216,0.006200273203272,-0.00738557829799059,-0.0181898598956079,-0.017595246818466,0.00275525063058793
"859",-0.0132863171190745,0.011482317141097,0.0892503407363215,0.150571874425514,0.104065654077307,-0.00162960490241884,-0.0227180129951691,0.399990090424328,0.15320559003242,0.0081799695392675,0.000629662163880958,-0.0284858526258107,0.0211467593772314,-0.000298431497471465,0.122971108495924,-0.00449756999271888,-0.00449756999271888,-0.166872427466325,0.00335635049566287,0.0196299442325585,0.060478782054112,0.014238432072462,-0.00200434990848429,-0.00830554887384012,0.00715024352675281,0.00163716385425963,-0.255828559671945,0.0171929254756127,-0.0770669632422915,0.0515563435416271,0.00735780822323946,-0.00086939306724438,0.0112676756373016,0.00648736732917266,-0.00745326131162386,-0.0183371676215541,-0.0174576036228078,0.00275282210641369
"860",-0.0134347714410899,0.0113468132021055,0.0893492019305344,0.150578330921503,0.103972507120309,-0.00170250641044356,-0.0228684649585504,0.4004596565314,0.153307013033619,0.00824089397114363,0.000553114739379056,-0.0284377399163701,0.0210366558932971,-0.000300409133256547,0.123082341663315,-0.00449099456915242,-0.00449099456915242,-0.167014732883625,0.00333733051851719,0.0195010983513066,0.0608757281362595,0.01418892221973,-0.00205023291504889,-0.00830179362615845,0.00720093222169095,0.00150237956304169,-0.255690504385494,0.0171251186229915,-0.0774485683124921,0.0502070319453485,0.00734137822539381,-0.00081851471386768,0.0117991868331607,0.00662486937242945,-0.00694610196618499,-0.0182245894395266,-0.016903344674155,0.00286668013050168
"861",-0.0135086811883734,0.0112149621192142,0.0895540433953446,0.150706963450326,0.10402860990841,-0.00176584353472928,-0.0229717015108477,0.401166106487098,0.153554525775785,0.00827850254918044,0.000499610912825931,-0.0283897206586501,0.0209318341490027,-0.000271917945839944,0.123294299167905,-0.00449654838992512,-0.00449654838992512,-0.166946116625355,0.00334042073367036,0.0193811582117685,0.0612856003222253,0.0141330486354917,-0.00214231159989785,-0.00830520107967447,0.00723161559000944,0.00138386683916199,-0.255819500806438,0.0169927031003109,-0.0776605942975878,0.0491751114495469,0.007297689266919,-0.000778446283852499,0.012150638136653,0.0067487808907536,-0.00658772536524734,-0.0181852534884458,-0.016547641969354,0.00294636842852099
"862",-0.0162100750593306,0.0151470083398646,0.0857866742991121,0.140980952231847,0.104864267532319,-0.00566643812929781,-0.0259058572154343,0.427211715011234,0.150482866010817,0.00750753226770038,-0.00536795850335537,-0.0186930288433791,0.0175830296415069,0.00079236671667534,0.128083720297383,-0.00668897190755765,-0.00668897190755765,-0.1577924211865,0.00188139532816839,0.0191268092674084,0.0559509594637681,0.0106169557817576,-0.00236775953893782,-0.00832422753162414,0.0126187894612436,0.00193422449001221,-0.21662526337179,0.023613981588949,-0.0714706280763061,0.0588407431841455,-0.00328620392249705,-0.0016082417911204,0.00218686726498854,0.00822443443834033,-0.00881875427319945,-0.0188060197464216,-0.0148151894121585,0.00660984392280338
"863",0.00339617607818018,0.0168547237420979,0.0989630439161562,0.171973502983219,0.120741075799776,0.00609387142810493,-0.00705156437303238,0.395987237155933,0.173231268829986,0.0118057019024408,0.00896817649819833,-0.0343742321576233,0.0161459548775357,-0.0139381527594772,0.131461982541183,-0.00305013508930456,-0.00305013508930456,-0.165219647841372,0.00462851529762905,0.0159740202285097,0.0584620886081618,0.0175627479050504,-0.00772480557348106,-0.00896560526615105,-4.72482843224362e-06,0.00705567595304569,-0.275588842468333,0.00764528840288609,-0.0653545902284348,0.0499491689174959,0.0123043942181087,-0.00296301326819573,0.00636189961835504,0.00859863083122429,-0.0100085642218726,-0.0236563205356663,-0.0307130694961295,-0.00427352580352689
"864",-0.00477139965162311,0.0152309332886181,0.0968632543613411,0.166042969138996,0.11631938093448,0.00217834038921637,-0.0149691187908316,0.410452363572744,0.16904888995997,0.00842736745349554,0.00478346236360379,-0.0313447488605851,0.018002575508653,-0.00659398081830055,0.131395351742491,-0.00413744878914742,-0.00413744878914742,-0.167086615219318,0.00438850913787953,0.0187231429650136,0.0620309933099753,0.0157007891975686,-0.0056320727617416,-0.00891566767156075,0.00380207810593538,0.00457337992854921,-0.274343830880379,0.0131736285378981,-0.0710278446014807,0.0558277507150064,0.00859573759375081,-0.00255763562828469,0.00615795574243439,0.007874646498892,-0.011153945046075,-0.021733066825945,-0.0263068092820354,-0.00053321570169984
"865",-0.00866604281501756,0.0137124169842318,0.0940782160823582,0.160210499950203,0.111496288475656,0.000398238844473624,-0.0184240195017336,0.40860152470287,0.163073530782339,0.00737404730596512,0.0032241889131288,-0.0300087341716273,0.0189307650664737,-0.00360005762955174,0.128718358114585,-0.00440501931185014,-0.00440501931185014,-0.167258002779885,0.00411069018553853,0.0193773321726548,0.0627105295616749,0.0149748060166615,-0.00420117368359113,-0.00869936068575735,0.00548330771474829,0.0029586012991982,-0.267686272236119,0.0153157683371512,-0.073998078716779,0.0559036521576194,0.00746202670072538,-0.00214926035045768,0.00731262389455407,0.00735403844613293,-0.0103407385374468,-0.0204045483997359,-0.0228617599713073,0.00109538450642095
"866",-0.0106682284041722,0.012787781789919,0.0921681931302255,0.156459003401264,0.108286800099363,-0.000525456174863529,-0.0202270931070459,0.405391172987647,0.15898134316807,0.00711655524438006,0.00247941284168959,-0.0294196667844069,0.0194808414147844,-0.00237965908990478,0.126636449615676,-0.00445077781039823,-0.00445077781039823,-0.167714708023032,0.00390672420987663,0.0195042158819809,0.0629262869275991,0.0146891011381448,-0.0032695995913531,-0.00854046009254392,0.00642276234096421,0.00208476472841757,-0.262510872669086,0.016348781597762,-0.0757299995264553,0.0549704600315279,0.00715274144044909,-0.0017640256560376,0.00844141175928905,0.00718628439705242,-0.0095164169930611,-0.0196790321342134,-0.0206776501369457,0.00185591009246532
"867",-0.0117973554160432,0.0122239061930032,0.091103766143966,0.15426111588235,0.106342854225391,-0.00107298516596472,-0.0212651679100251,0.403282844487608,0.156608524609138,0.00714248872030121,0.00201608038106227,-0.0291103112943948,0.0197783672396713,-0.00183229609586516,0.125388030009819,-0.00444760701129393,-0.00444760701129393,-0.168029516094093,0.00375993310718181,0.0194527669301308,0.0631734353853031,0.0145565925262489,-0.00274400269725134,-0.00843955975215572,0.00694316652596698,0.00158473299197586,-0.25923798118646,0.0168662225254618,-0.0768422849293379,0.0535484008895763,0.00706804474822353,-0.00147664774948121,0.009497867820294,0.00718261286149563,-0.00871388779347277,-0.0192019456048701,-0.0191443445202713,0.00227859596605982
"868",-0.0124590527309492,0.0118597546813403,0.0906100541536112,0.153035697412616,0.105238434737342,-0.0014217192086622,-0.0219017236564977,0.402293887146661,0.155363301463525,0.00725994865832185,0.00169136014567656,-0.0289235053859356,0.019937608957207,-0.00154413311203875,0.124742689575862,-0.00444111085798837,-0.00444111085798837,-0.168129039294173,0.00366838869633207,0.0193420829831945,0.0635012807072013,0.0144779252480759,-0.00249031439613861,-0.00837982794049805,0.00723171850892364,0.00127413605537708,-0.257349698021726,0.017086835390957,-0.077553429340733,0.0520905487739393,0.0070313061446296,-0.00127700999235913,0.0103747196883099,0.0072544664593268,-0.00802187185554913,-0.0188839353361368,-0.0180700557426333,0.00253756899497396
"869",-0.0128571374415586,0.0115922343966388,0.090570942011449,0.152499636217965,0.104733578987618,-0.0016663549530283,-0.0222961874121466,0.402372487881497,0.154948143374596,0.0073976600916112,0.00142945810572441,-0.0287804882153298,0.0199807933015148,-0.00133855695339902,0.124576976477809,-0.00445030755873643,-0.00445030755873643,-0.167899248156801,0.00361472103411346,0.019197199900128,0.0639385410577819,0.0144000895354934,-0.00244682228060872,-0.00835004294826809,0.00734831561571998,0.0010581696733702,-0.256569619975764,0.0170965018201218,-0.0780101428715751,0.0505886115958681,0.00698097694896066,-0.00115389804880749,0.0111254016963802,0.00733049209359644,-0.00737268861601277,-0.0186431668002944,-0.0172644798272508,0.00272616457676987
"870",-0.0130651284939024,0.0114153146220231,0.0905108963671582,0.152099884004169,0.104407136304664,-0.00180035088244999,-0.0225727900011834,0.402301253498156,0.154617719049083,0.00751186826754833,0.00128813950491851,-0.0287230053190289,0.0200673858334905,-0.00121266973822672,0.124429054748808,-0.0044465169148294,-0.0044465169148294,-0.167883808778307,0.00361545397287278,0.0190957829994945,0.064296972607254,0.0143613649936051,-0.00240579098866469,-0.00833263987796544,0.00749031529444881,0.000919182892231916,-0.255901655932882,0.0170342015709606,-0.0782282564428728,0.0498108053223213,0.00695385197287379,-0.00103917097788881,0.0115163147154463,0.00747360237734982,-0.00708109133484082,-0.0185780810880973,-0.0168743164511261,0.00282378268228396
"871",-0.0131952300505139,0.0112885188745164,0.0904719249799876,0.151827371457834,0.104183006439365,-0.0018739304338765,-0.0227776330607575,0.402254408068408,0.154400662652366,0.00760010893591585,0.00119534876601097,-0.028701081243678,0.0201382179648322,-0.00113265879620857,0.124333624562698,-0.00443708640326904,-0.00443708640326904,-0.167964783012991,0.0036326712199343,0.0190074620015506,0.0646473984451661,0.0143408866398615,-0.00237866038724243,-0.0083223411410584,0.00760969039415669,0.000818731048974608,-0.255376248459344,0.0169486527842204,-0.0783985350669378,0.0492139867115024,0.00694463908920519,-0.000942621691320422,0.0118149240650143,0.00762538186196795,-0.00687202162611516,-0.0185455385675288,-0.0165995757215979,0.00290076174614062
"872",-0.013298311598152,0.0111549417276057,0.0907260859762251,0.151898339124994,0.104211841381592,-0.00195288784780398,-0.0229092160190982,0.402993000647351,0.154639669012188,0.0076767389990368,0.00106935942950092,-0.0286428849875818,0.0200906694535221,-0.00102921296881024,0.124534188314039,-0.00445015703029526,-0.00445015703029526,-0.167667700511451,0.003641092571701,0.0188815074133561,0.0651301519673208,0.0142852450854759,-0.00247411926974887,-0.00832317517094577,0.00760182227419314,0.000721968837775922,-0.255497396537411,0.0167872953918719,-0.0785711439631296,0.0482028952065087,0.00690360671928737,-0.000893661779010823,0.012238009083456,0.00770932354067723,-0.00647191523111426,-0.0184412969370729,-0.0162251858457978,0.0030071861836099
"873",-0.0133444364711624,0.0110346171225756,0.0910385987236803,0.152062376072419,0.104341331095581,-0.00201495812308535,-0.0229949567932134,0.403856217958901,0.154976281293014,0.00773261419714983,0.000975782952957539,-0.0285944699163905,0.0200339170168683,-0.000922340350483581,0.12479789861414,-0.00446881017345183,-0.00446881017345183,-0.167273858566561,0.0036707052043508,0.0187665752218027,0.0656198582200098,0.0142268121786004,-0.00259567523585667,-0.00832943911553758,0.00758008024699836,0.000641201202803876,-0.255787793254222,0.0165846852397501,-0.0786321215013061,0.0474295389313739,0.00684749076030958,-0.000854341883252212,0.0125287345465311,0.0077876383302417,-0.00618223611676048,-0.0183944790102718,-0.0159924688556655,0.00308721044035233
"874",-0.0133504796621102,0.0109476825813235,0.0912130931601375,0.152121111014627,0.104404340643312,-0.00204155237009089,-0.0230708571635608,0.404308112977571,0.155130779405151,0.00776406138772836,0.000941248438057082,-0.028585992174891,0.020027620903812,-0.000846049791394712,0.124937315164645,-0.00447526596694479,-0.00447526596694479,-0.16708688256205,0.00371427241416419,0.0186873124720954,0.0660327727348246,0.0141959096884182,-0.00265725794337408,-0.00833426378406947,0.00761464673379842,0.000582124796219329,-0.255835917065725,0.0164067229969451,-0.078622412066637,0.0471262067842723,0.00680899664287121,-0.00080128134787241,0.0126392081951888,0.0078956829428245,-0.00609808443621836,-0.0184262280305836,-0.0159324808231042,0.00313271199186703
"875",-0.013365532974567,0.0108616726439782,0.0914505658474571,0.152256658143899,0.104503376829306,-0.00207160232120286,-0.0231295791661484,0.404917494248048,0.155385384600995,0.00778574893698732,0.000896319503669013,-0.0285673755196854,0.0199779003026667,-0.000769753484580358,0.125142497928985,-0.00448598435197144,-0.00448598435197144,-0.166817901382029,0.00374270619777884,0.0185971945947164,0.0664837624251399,0.014157246781205,-0.00274268782578534,-0.0083404789998175,0.00760960342308402,0.000522819020786334,-0.256014298893892,0.0162276731628382,-0.0786515541746925,0.0466643781746797,0.00676664921716994,-0.000761518381820986,0.0128217715035574,0.00797671491492447,-0.00593006470122447,-0.0184152007902185,-0.0158021993951338,0.00319533763938408
