"","var","pcc"
"1","PFAC",0.00136030495543475
"2","ANETD",0.0105498140604991
"3","uslek",0.0977565914452175
"4","uslels",0.188137953278435
"5","uslep",0.135604142298313
"6","slp",0.00712662321331561
"7","hl",-0.0155559288024836
"8","CN_c",0.413457341272242
"9","uslec_c",0.193521405270962
"10","MNGN",0.00432756079768449
"11","bd1",0.000238639810800724
"12","fc",-0.0311873112331682
"13","WP",0.0248022010654177
"14","OC",-0.00794483217006287
"15","app_rate",0.161464732345848
"16","DWRATE",-0.00410644570181323
"17","DSRATE",-0.00410644570181323
"18","kd",-0.23097527236272
"19","aer_aq",0.00205610955496237
"20","temp_ref_aer",0.0217367419176571
"21","anae_aq",0.102906175046143
"22","temp_ref_anae",0.0259234972445575
"23","photo",0.00125384403950392
"24","RFLAT",-0.00791899910167632
"25","hydro",-0.00199445154612251
"26","SOL",0.00575174066539595
"27","benthic_depth",-0.333839736314836
"28","porosity",0.0202239017834164
"29","bulk_density",-0.0949539914442625
"30","FROC2",0.0374759657806552
"31","DOC2",0.0137976215177528
"32","BNMAS",-0.00214035593661843
"33","SUSED",0.00099040496737196
"34","CHL",0.00136906964301432
"35","FROC1",-0.0109353117513938
"36","DOC1",-0.0181970177982155
"37","PLMAS",-0.0122754176051903
"38","bf",-0.00696226102064087
