"","var","pcc"
"1","PFAC",-0.0358114516947851
"2","ANETD",0.0173718727937142
"3","uslek",-0.0166501264499014
"4","uslels",-0.0110503066025764
"5","uslep",0.0227281605206224
"6","slp",0.0233346395722706
"7","hl",0.00149660191544126
"8","CN_c",0.987455949927045
"9","uslec_c",-0.0160987936536026
"10","MNGN",0.00335738263465839
"11","bd1",-0.00345130321507616
"12","fc",-0.00706942966367696
"13","WP",0.0293132760043568
"14","OC",0.0211782746492703
"15","app_rate",0.0078929716225256
"16","DWRATE",-0.0281285354289003
"17","DSRATE",-0.0281285354289003
"18","kd",0.00685435202709699
"19","aer_aq",-0.0132787795511335
"20","temp_ref_aer",0.0210222978430225
"21","anae_aq",-0.00671656713851809
"22","temp_ref_anae",-0.0108842741349261
"23","photo",-0.00940635661783424
"24","RFLAT",-0.0219267574686001
"25","hydro",-0.00179855451322534
"26","SOL",-0.0127380429900849
"27","benthic_depth",-0.00812311468667531
"28","porosity",-0.0160957500912409
"29","bulk_density",-0.0194817982499408
"30","FROC2",0.0195759020034042
"31","DOC2",0.010440813102868
"32","BNMAS",0.0156732762745839
"33","SUSED",-0.00240115947606638
"34","CHL",-0.0175209882450909
"35","FROC1",0.0139327874757516
"36","DOC1",0.00533362000137318
"37","PLMAS",0.0104569469097581
"38","bf",-0.00171093430078391
