"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"718",-0.0164917080079821,0.0163873896866701,0.0262606601101688,0.0709332554562864,0.0574218819677437,0.0136706292357102,-0.00264305344366286,0.21889138158881,0.067573088650417,0.01354271458808,-0.00534738353050485,0.0330482193543247,-0.0380715063102804,-0.00362706392967949,0.0362735403485599,-0.00467520198119691,-0.00467520198119691,-0.15961569371616,0.0225500242125112,-0.0130352286604189,0.0357884258222499,-0.0215198601274593,0.00278359215239095,-0.00273719448786646,0.0215264740147595,0.0124147171446895,-0.229908367010914,0.0101549145304331,-0.0816417515600077,-0.0149708992135166,0.00347747314743032,-0.0232022438192794,0.024654393160938,0.0049514745441557,0.0257339581760765,-0.00234432075081223,0.00333941888871245,0.00168847001481231
"719",-0.0172275683845798,0.0154925333410927,0.0262930687660053,0.0721052500728405,0.0559287660852814,0.016854496357249,-0.00599853838910918,0.216280742857109,0.0642438806685482,0.0109750667445869,-0.00597844322298494,0.0286881445079858,-0.0376335644775664,-0.00143596608087202,0.0377956884240452,-0.00467423734106524,-0.00467423734106524,-0.168782051358853,0.0214995478349052,-0.0106120094187243,0.0428011979010485,-0.020744626710372,0.00228326816962274,-0.00418150904517825,0.0189208531330668,0.0120053987066918,-0.267676868264462,0.00890301852946517,-0.0820721522239737,-0.011888765698413,0.0034779417987917,-0.0214173336770381,0.0207696192885538,0.00280025928111525,0.0247725803207676,-0.00590452585734494,0.00308616349128703,0.000887136443049906
"720",-0.0170641381525471,0.014496703225672,0.0255252471544288,0.0728788117005219,0.0549172399854379,0.0192837569557437,-0.00835600221681269,0.213438867216896,0.0618174145594274,0.0088951969316688,-0.00696892999195875,0.025335248762386,-0.0375692273866086,0.000518900812907815,0.0386415177292555,-0.0047703827881872,-0.0047703827881872,-0.173786037924918,0.0202714084471944,-0.00883036678267234,0.0484119268190758,-0.0201308543956621,0.00125424031738595,-0.00524037469567127,0.016473774849213,0.0121874697766121,-0.295132969650582,0.00797446095417017,-0.0815788764305011,-0.00757789995286571,0.00420496710583085,-0.0198157552747155,0.0175805325067724,0.00104754114432341,0.0233264776129119,-0.00873796332360289,0.00252869098511691,0.000768380217691747
"721",-0.0163766613878071,0.0135897363533515,0.0243555584608152,0.073469225202028,0.0543316069599321,0.0210812900033879,-0.00980453711145146,0.210835322197617,0.0600631278838665,0.00723896039024338,-0.00829495559495592,0.0226738173598116,-0.0378055988586689,0.00217192459961429,0.0390191519235799,-0.00483426561524759,-0.00483426561524759,-0.177455471174301,0.0191446931964362,-0.00756755922227566,0.0530309076106756,-0.0197102821607615,3.24032344274767e-05,-0.00610720303701895,0.0143124136574943,0.0129183856476292,-0.315351848887403,0.00733011525773804,-0.0809398648083669,-0.00191705231153653,0.00547225550597479,-0.0184391360725384,0.0147141243886625,-0.000333976998926298,0.0215917247524788,-0.0111102819295361,0.00163410972230637,0.00113995633279308
"722",-0.0126944701168241,0.0131106480444051,0.0210621640804975,0.074337002158459,0.0573434493002524,0.0196437822377445,-0.00642068968671128,0.214557136229815,0.0629081900877521,0.0059010394532718,-0.0125309167022502,0.0274734087778601,-0.0433523947230089,0.00249527727405924,0.0410427326871552,-0.00533424298142514,-0.00533424298142514,-0.169750166214801,0.0173189479214215,-0.00805296442974419,0.0536942991027421,-0.0196827147176601,0.000622853204030894,-0.00562669530757276,0.0152487128431905,0.0157282631079766,-0.309497378571063,0.00781940032547371,-0.0804852338388876,0.0097361886867318,0.00873917343994088,-0.017554459391803,0.0126275276792396,-0.00022647868547132,0.0154278744111488,-0.0117742804588539,-0.00101095517411959,0.00237022028588275
"723",-0.0139049163247216,0.0126858911312203,0.0206369184684693,0.0746964153814978,0.0560224546732702,0.0216946625637486,-0.00904867190168356,0.21080740868277,0.0607411589207856,0.00560940280450124,-0.012273347041453,0.0226391836259503,-0.0412207844231725,0.00359525943239748,0.0396781168229967,-0.00521555489193379,-0.00521555489193379,-0.177543934808621,0.0179186976208097,-0.00689922692213327,0.0582229637601081,-0.0194814259117637,-0.00117729620775837,-0.00664519024239537,0.0126046645863847,0.0164542075647957,-0.331061289715828,0.00719210350809874,-0.0803982571099033,0.0101000930860087,0.00910713132072733,-0.0171081049044227,0.0118814688313217,-0.00131688775933764,0.0176696797316816,-0.0129934915308367,-0.000382399618568087,0.00310336159991133
"724",-0.013521828322539,0.0120263515556818,0.0202948674676474,0.0749277859326422,0.0550622214040679,0.023059934787779,-0.0102377451771779,0.207911580358705,0.0590137406841832,0.00460966642096624,-0.0126787319779129,0.0197446454514102,-0.0403192062627406,0.00454933719743585,0.039200128015823,-0.005089617893319,-0.005089617893319,-0.181422365276654,0.0174191594893187,-0.00611343645028354,0.061460627158085,-0.019241787408774,-0.00247142984673075,-0.00740725114667183,0.010600063180274,0.0168231385334241,-0.343841505761063,0.00663580948900246,-0.0800071053982795,0.0137115835496343,0.00995315920943829,-0.0162291814612927,0.00995999741263146,-0.00236620422094185,0.0174297357471761,-0.0145448423862274,-0.000772060058087023,0.00355312803490773
"725",-0.0127994793668,0.0114652623099275,0.0200068545173998,0.0753505661053922,0.0546504502353847,0.0240576288981271,-0.0108965288547613,0.206721852848864,0.0582073138466677,0.00375666125414926,-0.013047934638077,0.0182094558031881,-0.039923037442077,0.0051774549347817,0.0390454903695495,-0.0051711758824775,-0.0051711758824775,-0.182305405804929,0.0168691290453877,-0.00561684714156326,0.0638994338053489,-0.0191301050843344,-0.00355413812634557,-0.00781042400518223,0.00920474905496083,0.0170615478943928,-0.352105221318834,0.00621962169335383,-0.0797353043269439,0.0160047110313172,0.0107676356862779,-0.0155832184493279,0.00902410521229812,-0.00322850395181592,0.0171660895162005,-0.0153809222068038,-0.000817742426814437,0.00396225468671991
"726",-0.0120358530920784,0.0110343688788298,0.019629996722565,0.0757127159852495,0.0544501090040781,0.0247527860645989,-0.0111708431300819,0.20584680515158,0.0576856591887986,0.00301880291240313,-0.0135464626377364,0.0171691943002317,-0.0397477043348657,0.00566072025042063,0.0389296521107742,-0.00523392312030384,-0.00523392312030384,-0.182695218455194,0.0164133502700736,-0.00528970875477499,0.065897203289238,-0.0190907583571953,-0.00443555568572797,-0.00809747662693454,0.00812448484660338,0.0173915198627555,-0.358034380165021,0.00590784233063958,-0.0794436242845905,0.0186663579727083,0.0116072109894378,-0.0150376607818628,0.00813173757595269,-0.00391016151108608,0.0166151225251565,-0.01609756829641,-0.00104713893457581,0.0044126343525722
"727",-0.00739638758633059,0.011150240142719,0.0165378737305072,0.0757384343763297,0.05879727795951,0.0207352468552803,-0.00498034366778824,0.212601729962664,0.0632584539875382,0.00272435748871849,-0.0175483728361239,0.0267736444890827,-0.046735516352822,0.00439355889087508,0.0412769490990079,-0.00583954688338552,-0.00583954688338552,-0.165371743401947,0.0148273204455903,-0.00756144797911357,0.0611930423243993,-0.0193405879856875,-0.0022354162154169,-0.00634652143922737,0.0114501113490072,0.0198778408820011,-0.326874726618482,0.00723483428742764,-0.078702055109915,0.0284092874294089,0.0145634041939785,-0.0152851850284075,0.00806665920397429,-0.00225102386920716,0.00964927250214223,-0.0146159482988875,-0.00413699398480687,0.00558354499080648
"728",-0.0095186930698858,0.0112548194599679,0.0164090433542863,0.0760312888934776,0.0574422970154216,0.0225645854595401,-0.00734012466656714,0.208821821819197,0.0610997073603969,0.00313674345279737,-0.0167624605663887,0.0215592990162979,-0.0440074900524467,0.00493216414855805,0.039316332408018,-0.00551970833219186,-0.00551970833219186,-0.176726193723765,0.0165805231139862,-0.00654896517688311,0.0655846044270116,-0.0192945616527106,-0.00366354380874211,-0.00747234206873794,0.00944749526694666,0.0207068153678743,-0.346890451858691,0.00668931903890865,-0.0795767885565664,0.0270988766161084,0.0146506537403469,-0.0155627207931539,0.00797434172159782,-0.00269779465487689,0.0132567756372556,-0.0150771952912375,-0.00318442836700435,0.00650419548458924
"729",-0.0100177728972869,0.0108706788077424,0.0171749709581264,0.0763257599948078,0.0561148396813365,0.0240632461679741,-0.00920040892298808,0.206778925623117,0.0592890058448676,0.00252640642048846,-0.0161179767745408,0.0183582582764097,-0.042059961348597,0.00547655723598553,0.0387859548786269,-0.0053906277218435,-0.0053906277218435,-0.181240719925139,0.0165330092059585,-0.005690151883271,0.0682543941672495,-0.0191628507018753,-0.00489358173809804,-0.00818031243351275,0.00765633076745193,0.0202563138470425,-0.358809354825869,0.00604430285659639,-0.0795961362828619,0.0268339985059607,0.0144059217583299,-0.0148951899430247,0.00724582933927876,-0.00382869516862217,0.0146131977208234,-0.0161041468327492,-0.00243133129281898,0.00644820874887824
"730",-0.00978251686449731,0.0105134777258922,0.0175689537057082,0.0763237469250921,0.055167588793524,0.02488667597849,-0.00995134775055027,0.204953395818024,0.0579339971290528,0.00185677206317934,-0.0159696516500914,0.0165233247510396,-0.0409919715932701,0.00590186728697932,0.0385155752509936,-0.00526206297304235,-0.00526206297304235,-0.183594995794009,0.0161082667348189,-0.00512778222390479,0.0699209576477778,-0.0190686414030058,-0.00565207360984471,-0.00868006616418591,0.00656206119554281,0.0199241498667219,-0.364575627577605,0.00561510064191141,-0.0794811379879136,0.0282206924109621,0.0145117438711052,-0.0142368143174691,0.00614186434126675,-0.00456482658897745,0.0145535106948692,-0.0170175648450872,-0.00234338067883837,0.00644943901766565
"731",-0.00939996910834904,0.0102551089153974,0.0177600994806472,0.0763521670353904,0.0546257338981722,0.0254007108622762,-0.0102836513733611,0.203948824220783,0.0571609436037625,0.00136897093570791,-0.0159608553420122,0.0155131896584936,-0.0403806115213091,0.00616176393372379,0.038352765584281,-0.00523893811880961,-0.00523893811880961,-0.184640769468841,0.0157508046146143,-0.00477327414111391,0.0711190892236315,-0.0190426245938415,-0.00622221896219042,-0.00899241137326535,0.00590146409901634,0.0197441239350815,-0.367799005813275,0.00534628704189503,-0.0794810469012225,0.0292280974599807,0.0147199595959483,-0.0137873499905496,0.0055245344936906,-0.00503786920359754,0.0143755750792558,-0.0175163605112494,-0.00224351170641246,0.00654311207155854
"732",-0.00273212465435435,0.00274155593487401,0.00964909221173117,0.0580199614294394,0.0223525163478413,0.0102972351326738,-0.00214908264313019,-0.120470014124696,0.00997637975116918,0.00604454210721445,-0.0130510267724792,-0.0436036724290353,0.0156830562242536,0.0110781705290942,0.0401632868354562,0.0205568913531061,0.0205568913531061,-0.729234819489445,0.0185769416543666,0.0182404256513352,0.0400370632954843,-0.0154689796786828,-0.0200551231321092,-0.011434548934207,0.0102677706130885,0.00861826178835151,-0.265081862776242,0.0106680955689187,-0.0476016993247328,0.780101722757492,0.013141511485805,0.00100681623096746,-0.466870559585498,-0.0124409401927762,-0.44458584277582,-0.366397916512161,-0.377495929619084,0.0117138829701074
"733",-0.00154273653475936,-0.00219399630511879,0.013232567758928,0.0621516128940309,0.0438110884256361,0.0115394322751788,-0.0109514109127105,0.18066241845173,0.0442561559081763,0.0114023703707689,-0.0216354432095117,0.00958198368574309,-0.0298292484616082,0.0194821131886314,0.0416943541519136,0.00978647899496419,0.00978647899496419,-0.656108289216604,0.00977530132452075,0.00160429273429951,0.0580679985657149,-0.0189207075537437,0.0117923145117701,-0.021969606943567,0.0258566797008144,0.0293204618028116,-0.328376267277262,0.00793839369715865,-0.299349273645085,0.166387870264225,0.00950171410732435,-0.00593224466202491,-0.0270600607011842,-0.00499465024808714,-0.0123746611686732,-0.0247152667727587,0.00575007857095072,0.0148796841486761
"734",-0.00301123371113622,0.00274818022683546,0.0186224182236363,0.0655924298238772,0.0479924298390162,0.0207697159507431,-0.0126098678268952,0.222072871030467,0.0518311944669622,0.012470781791754,-0.0237819381161157,0.0185157258909753,-0.0351812806565064,0.0124668112101183,0.0385922531487566,-0.00208012048607256,-0.00208012048607256,-0.503607077581339,0.0121076039885481,0.00166411921614995,0.0688741206398639,-0.0190059034628762,0.00450121087260239,-0.0191927435709585,0.0212463237669118,0.0258416762559484,-0.350278575288723,0.00825737447409147,-0.252322096840363,-0.0563516957385438,0.0125274801894481,-0.0111924456745259,0.045227888006894,-0.00332486638800554,0.0577049592852279,0.0165266717505699,0.0440267801312536,0.0126977621058356
"735",-0.0054238755196493,0.00632148479387735,0.019459931618422,0.0684414756425279,0.0505306467987871,0.025238421887556,-0.0122701975926373,0.222480376576567,0.0548455689274444,0.00942643808766064,-0.0235294770735514,0.0193608814198096,-0.0365209599147133,0.0083447392136606,0.0375536010133559,-0.00852421327024752,-0.00852421327024752,-0.383057015474053,0.013616659115186,0.000686483394702833,0.0731161801252492,-0.0198311775413655,-0.00140635209952603,-0.0149046323076167,0.0149801321668962,0.0215646347967875,-0.363538522644152,0.00756513763159493,-0.196704526906182,-0.0869884436637583,0.0142109058718945,-0.0139267646461345,0.0472102543349974,-0.00396609053730269,0.0588526274481814,0.0142658907496204,0.0364914543392925,0.00993331221496528
"736",-0.00708901840294684,0.00795918158632576,0.0191172310989476,0.0701030736394622,0.0519187058200915,0.0270598399219382,-0.0117403330538158,0.21581838825629,0.0557658336265154,0.00623433596502961,-0.0227476004516679,0.0180970002637497,-0.0373341005644009,0.00668288876970005,0.0371137137075173,-0.0112552466207482,-0.0112552466207482,-0.308462750858275,0.0142319294426361,-0.000753595953374472,0.0747548915296155,-0.0202856285453468,-0.00472156153837289,-0.01208084639361,0.0106172968259555,0.019251924720287,-0.371452191382294,0.00686525798035365,-0.157455368702128,-0.0710653379744457,0.0150547313294123,-0.0145471489025604,0.0378712706225621,-0.00468656816066519,0.0484285582176312,0.00628725414603296,0.025189282668389,0.00816354832319096
"737",-0.00799804537765396,0.0086463491236512,0.0186917588903683,0.0712109285229188,0.0527149686191707,0.0277245922419416,-0.0113702984386626,0.210164692291574,0.0560052333819893,0.0038719795252227,-0.0219149151844503,0.0167437477989544,-0.0380218245885471,0.00613578963555082,0.0368819121469403,-0.0121938576318203,-0.0121938576318203,-0.26488537830783,0.0144929216159323,-0.00197956635677482,0.0754883747181646,-0.0203389670407088,-0.00654024153339656,-0.0105655324900081,0.00798551931935096,0.0182994662209941,-0.376362965464433,0.00632283347302554,-0.132462292928632,-0.0493372883308368,0.0154731874559945,-0.0143415870887515,0.0294031399012209,-0.00515699777277704,0.0389720720378062,-0.000341075018512403,0.0168703845767962,0.00722037481197223
"738",-0.00843229917542395,0.00892390484077848,0.0183691051911328,0.0720414086565594,0.0531965794446062,0.027879991049009,-0.0111133794244088,0.20631788390287,0.0560015888062253,0.00226638015532493,-0.0211690883350496,0.015677255076206,-0.0385640828910539,0.00603745680114621,0.0367561007674629,-0.0122796953000911,-0.0122796953000911,-0.239074952348281,0.01462628163164,-0.00284349704946471,0.0759248448825465,-0.0201844323144455,-0.00757329100933257,-0.00983959751381013,0.00645045373441668,0.0180410537841408,-0.379578393260457,0.0059091314285656,-0.116638041892069,-0.0306184877884281,0.015713153665885,-0.0139135367945206,0.0231441274935586,-0.00545073217943389,0.0320153106544289,-0.00512198649528062,0.0113276706443208,0.00677949095141776
"739",-0.00859802093410355,0.00903336743035537,0.0181270386899534,0.0726567867380895,0.0534629758471887,0.0277988604697124,-0.0108895596021195,0.203707528937415,0.055849592691781,0.00119720922829508,-0.0205615750225639,0.0148529096364494,-0.0389470418757632,0.00611788657563072,0.0366677170918757,-0.0119197098149853,-0.0119197098149853,-0.22350620335601,0.0147089061536711,-0.00338617193296483,0.0762573749388799,-0.0199591791780629,-0.00816744272595484,-0.00956527199249406,0.00556482064473571,0.0181275566008765,-0.381701478683757,0.00559237908609351,-0.106421576590136,-0.0157382090773249,0.0158929496874498,-0.0134657950573289,0.0185542572211211,-0.00563672840581842,0.0270293434539814,-0.00855594990301686,0.00759905786787528,0.00663015889683429
"740",-0.00861798974628419,0.00907034057809195,0.0179883260681087,0.0732242047066415,0.0536801812112688,0.027675958361409,-0.0107265783098301,0.202292789844285,0.0558012128308867,0.00049083646170173,-0.0199943823188358,0.014348893322448,-0.0392118936849064,0.00621930851041212,0.0366598691304031,-0.0114422307481739,-0.0114422307481739,-0.21335022997262,0.014792977442211,-0.00373470381146985,0.0766055701173873,-0.0197455770503554,-0.00856229508879813,-0.00945825456654263,0.00504816848075954,0.0182980468825752,-0.383317506929412,0.00533193999759302,-0.0997122733590097,-0.00491789542675982,0.0160088143697409,-0.0131234695683286,0.0154702912596188,-0.005792342999904,0.0236798077709883,-0.0108927601598122,0.00521858983184254,0.00662001960712752
"741",-0.00856928029876461,0.00908535797412845,0.0178610423670492,0.0736306520355641,0.053781562950958,0.0275057958590539,-0.0105432747378108,0.201201762543892,0.0556593342767709,6.19867278794142e-06,-0.0195660217171989,0.0139371287849857,-0.0393609953153984,0.00635719160539101,0.0366478927362094,-0.0108379427602518,-0.0108379427602518,-0.206918544827195,0.0148479022820142,-0.00393726074416493,0.0769456648784615,-0.0195559116452217,-0.00879482179524599,-0.0094841060803718,0.00473080812759644,0.0185354230135683,-0.384478697557495,0.00512028000582554,-0.0950855467019544,0.00377234938837971,0.0161248637387629,-0.0128210367112313,0.0130124434548189,-0.00591111846021478,0.0211265907166467,-0.0127087846398937,0.00344260598694844,0.00670543138158552
"742",-0.00847924653037777,0.00908629055291786,0.0177794195051556,0.073991949611773,0.0538625094981927,0.0273615401129885,-0.010392516820855,0.200628115491583,0.0555935454608999,-0.000315648213505882,-0.0191799786162472,0.0136860296932364,-0.0394439863179235,0.00646781316042852,0.0366662846609811,-0.0102642663761347,-0.0102642663761347,-0.202488223479977,0.0148892237897313,-0.00406131417711318,0.0773036952938269,-0.0194046011520932,-0.00896304894758703,-0.00953846450393565,0.00454319083982018,0.0187532714766697,-0.385384782361757,0.00494416119145799,-0.091914779111792,0.0101774865667542,0.0162079753193749,-0.0126023777262713,0.0112906860897868,-0.00601555655003748,0.0193470403427402,-0.013990790530043,0.00225668186377944,0.00682756817802987
"743",-0.00837525154575044,0.0090806799889492,0.0177471703936786,0.0743825437596456,0.0539910393668786,0.027275239515315,-0.0102900617549029,0.200570988272321,0.0556804320093403,-0.00053925777439515,-0.0187937405083836,0.0136219337540345,-0.0394825558504176,0.00654383750569619,0.0367535616048679,-0.00978207088686617,-0.00978207088686617,-0.198949501074091,0.0149388983877696,-0.00416627104121428,0.0777129931866001,-0.0192957353357888,-0.00911666905236169,-0.00954861150783524,0.00441521702225906,0.0188967881494133,-0.386302535949587,0.00477897224343722,-0.0896505675316944,0.0147029694639007,0.0162473424251134,-0.012476728535156,0.0101894358863549,-0.00613322349786905,0.0181624814642792,-0.0148685366578034,0.00150397945688184,0.00695528707806675
"744",0.00751243426822491,0.00848795029227604,0.0193755720099724,0.0627339218781466,0.059461047216166,0.00112273796351049,0.0039893011806013,0.219756364628749,0.0812861928358727,0.00519699042045838,-0.017009380810268,0.0485631262384353,-0.046522754512823,-0.00161223380621161,0.0437024455958836,-0.00647168477022907,-0.00647168477022907,-0.0396309077933487,0.00443204278507303,-0.021052414837053,0.000197313942283438,-0.0180169325969629,-0.00545991476088855,0.00402912920950606,0.0116800576762004,0.012221122486903,-0.0421586768889729,0.0117011654190682,-0.0390803545411323,0.051066740967334,0.0147285576579928,-0.014610816075914,-0.00177855518663236,0.00740167767584072,-0.0108380582071583,-0.00923178628992284,-0.0187165954100696,0.00489722507092112
"745",0.00198861781813273,0.0121637493545747,0.0189532038022793,0.0647623350534531,0.0619891188313832,0.00498975273013343,0.00648985952393965,0.220839361650856,0.0805288095058265,0.0151996430728915,-0.0134398167080598,0.044408340025642,-0.0443445238692284,-0.0036333652756082,0.0345658102629025,-0.00633866721863978,-0.00633866721863978,-0.0857708694718807,0.0109795313348037,-0.0205462052155731,0.0111960710630503,-0.0234591939337511,-0.00684265039068434,0.00213801348312015,0.0187084060834717,0.0153242869102993,-0.0845967938171135,0.0129492345997649,-0.0586640180986106,0.027409658097472,0.0130401200489059,-0.0196861471721881,0.0174354053481094,0.00788115974004939,0.00228115268201837,-0.0015522116408028,-0.00907707967572655,0.00752953848034652
"746",-0.00371558154004126,0.0141359828791893,0.019764414692559,0.069031520465105,0.0627859008162897,0.00860845952321249,0.00535678810500817,0.224295150071514,0.0782401574588631,0.0163717044794618,-0.0110241999520707,0.0405720279485715,-0.0427089869511277,-0.00365431990485676,0.0329629834551171,-0.00630183030085205,-0.00630183030085205,-0.122396074721493,0.0164749957384086,-0.019569924600009,0.0239319883686475,-0.0247653903398875,-0.0064165526277277,-0.000156786550135798,0.0204675406357535,0.0170613742516611,-0.146031868126527,0.0129486698692333,-0.0719486665633461,0.0139975504586517,0.0122066998549085,-0.022263434909494,0.0241273819183876,0.00711198604125289,0.0123566619003121,-0.000500431652793252,-0.00421766712809331,0.00828346265388352
"747",-0.00815787806986325,0.015097612175608,0.0219607906968738,0.0737790993037827,0.0625030346107,0.0130167708221914,0.00187373083680426,0.228806200395767,0.0752505430130197,0.0142504413955033,-0.00955935466875337,0.0361563745123202,-0.041626914995216,-0.00281219529822695,0.0349308633665851,-0.00640930492436164,-0.00640930492436164,-0.150329101548215,0.0196980375690715,-0.017449302133457,0.0371193743749063,-0.0247025555377753,-0.00560185516473115,-0.00246188525698549,0.0196001711901522,0.0171187543500495,-0.213658485237311,0.0116658317486603,-0.0810610604472951,0.00659925997497444,0.0111003037196276,-0.0228438970780247,0.0250489757737958,0.00485903674277117,0.0186966473851846,-0.00254176932392379,-0.00111941537597833,0.00758212865003452
"748",-0.0108545719080437,0.0150503719852809,0.0234111452358957,0.0765311834605034,0.0609334562861017,0.0170464893448985,-0.00203321757147689,0.228638201161302,0.0711712462330424,0.0110572256644827,-0.00918281766426401,0.0312348625985508,-0.0405596944086569,-0.00124065765025146,0.0372606268136452,-0.0064100552131673,-0.0064100552131673,-0.168211020566889,0.0206510396241132,-0.014558210751195,0.0482935038232235,-0.0238063490428268,-0.00496477539180427,-0.00445742352009259,0.0173705656455384,0.01648378877332,-0.269771339137464,0.00986959883104214,-0.0853101855290171,0.00490533759430528,0.0102138498246135,-0.0217749898639218,0.0225410091141965,0.0021998198413886,0.0210144856659586,-0.00590164288658786,0.000361982938967662,0.00648900202702176
"749",0.00380697619996198,0.0123279614236156,0.0129978863148072,0.0572956170640927,0.0569019958687468,0.00339360980925749,0.00809525695994758,0.201171994476634,0.0703177643752876,0.00741503039239904,-0.0169455193884827,0.0472437700200993,-0.0480479718233144,-0.00120327753516585,0.0371838533927337,-0.0063598796486107,-0.0063598796486107,-0.0683799183002814,0.0102849317768583,-0.0185663939454176,0.0142123629778269,-0.0181197683441786,-0.000727015036172787,0.0021371684219826,0.0176861969105302,0.0162802304110544,-0.102153137129478,0.0119735360256449,-0.0534126334319207,0.0353983713512601,0.014513028312886,-0.0161827840561283,0.0101828955605367,0.00539641812985815,-0.00423753774661908,-0.0065179516078829,-0.0118971101250983,0.00513114299048811
"750",0.00575508387873107,0.0101715745131156,0.0153129150729658,0.0569554353952713,0.0565750823416153,-0.000601604072073564,0.00680607459686057,0.206998830493322,0.0759872890603612,0.00802853414527806,-0.0158469431826636,0.0482389402374607,-0.0463754685089657,-0.00243792611999839,0.0391501002524631,-0.00594349704285558,-0.00594349704285558,-0.0415065415186395,0.00664243701269428,-0.0210269119555955,-0.000185690857421115,-0.0171639201079221,-0.00355143529200457,0.00409177741554978,0.014510381726778,0.0134651854980404,-0.039887883848928,0.0121650019283007,-0.0411183941043897,0.0437544873325245,0.0140512296047711,-0.0156683936026827,0.00445330438720955,0.00777728755354335,-0.00848115525658093,-0.00628356566104393,-0.016001864480572,0.00510168658933078
"751",0.00510058558852562,0.0105437790215573,0.0158166731822303,0.0567172787529613,0.0565526947589532,-0.00129636125863359,0.00728253700707123,0.208703771638058,0.0769413028186999,0.0106284133488026,-0.0142416147254453,0.0478019279166452,-0.0451948024341039,-0.00326227946633118,0.0379672823695747,-0.00572794793268169,-0.00572794793268169,-0.0423747379297934,0.00692220506558925,-0.0218025703242675,-0.00278785139836327,-0.0178179810323396,-0.00457678109766282,0.00435984715845276,0.015198156842498,0.0131093947209529,-0.0283176358144847,0.0124338359151835,-0.0417662974749465,0.040022000445993,0.0131894882808821,-0.0168193299640643,0.00727627546255515,0.0082050961474884,-0.00690955517264887,-0.00433262137614597,-0.0149248616100785,0.00516852195226156
"752",0.00387543008170845,0.0116155402940589,0.0147089809279857,0.0545987861058822,0.0555850423569469,-0.00158051105701324,0.00888912515150999,0.204389402964554,0.0749111072178998,0.0129436462136887,-0.0128347499513352,0.0473779317828266,-0.0442463419933434,-0.00380892925412195,0.0353958135268324,-0.0055387830922208,-0.0055387830922208,-0.0469375612510915,0.0085562150605815,-0.022151319256277,-0.00267595207738344,-0.0180961393182599,-0.00430545341260493,0.00428602901511999,0.0172252171582139,0.0135754433773054,-0.0275709654110673,0.0127128496991255,-0.0446663302265852,0.0332072429491251,0.0125634161967176,-0.0179384444370605,0.0121353009118735,0.00825978621346546,-0.00420068033542514,-0.00206312393972314,-0.0127361802993337,0.00531098686714991
"753",0.00401235696164473,0.0105869047517935,0.0190512774512275,0.0612169492719833,0.057719205602845,-0.00201192159734582,0.00590603454758393,0.222031835640973,0.081525126354704,0.0115787482936194,-0.0126223369912272,0.0468059822067574,-0.0444749211167005,-0.00417675997892728,0.0419201887964677,-0.00556400592365678,-0.00556400592365678,-0.0444440340524807,0.00616415216494365,-0.0230662885920504,-0.00574946609778275,-0.0179883242780057,-0.00628971697772334,0.00462321299635828,0.0137832562627146,0.0122736284138314,-0.0213456516637455,0.012357242211975,-0.0417494593669558,0.0407906719808614,0.011769471919917,-0.0180836808265869,0.00612961208617353,0.00803956721595877,-0.00655424017020854,-0.00425496719008246,-0.0159230072693956,0.00416833468796233
"754",-0.000819014130475988,0.0135386923327366,0.0195483842808938,0.0609376663796225,0.0577337847737069,0.00105197489529798,0.00873995725562442,0.217471580887594,0.0782870563599425,0.019172257991128,-0.0073891389965526,0.0433025435832944,-0.0404870313986026,-0.00582117196539929,0.0341019358178853,-0.00480691358957262,-0.00480691358957262,-0.0786757997488138,0.012029284489365,-0.0231015795475358,0.000948404683719378,-0.0217426332452641,-0.00625423893500856,0.00321863191077052,0.0212418351910335,0.0127507409673794,-0.0429694771191721,0.0129885837955612,-0.0565901916043654,0.0161060131606489,0.00892374923046038,-0.0224124684852574,0.0211079372653689,0.00896041120554916,0.00524046800764604,0.00285225594654271,-0.00783075177761999,0.00487610729366721
"755",-0.00580018671642858,0.0155616655123369,0.0214450902961802,0.0626941083313733,0.0569692939095937,0.00369029482176702,0.00784804582934824,0.217610649315082,0.0750341692124719,0.0204977249105143,-0.00340872034425632,0.0408524095981985,-0.0375212902720203,-0.00632496613804935,0.032687805836131,-0.00423646242382494,-0.00423646242382494,-0.103073769654496,0.0166975510002801,-0.0225486302049464,0.00785475523176099,-0.0227418964116884,-0.00496663738856192,0.00178556621731784,0.0241465825313046,0.0122027907078394,-0.078443203672968,0.0130029776943481,-0.0655738723528498,0.000510090205798352,0.0064634344594937,-0.024935535653557,0.0270400255280439,0.00866481731781749,0.0138625664187661,0.00435374062299269,-0.00358579245617935,0.00437387607077558
"756",-0.0100254572573564,0.0169163907384559,0.0241579676433663,0.0656136481321151,0.0560026475079302,0.00685816132119349,0.0048237363600289,0.22047682044721,0.0720606186727204,0.019315607710039,-0.00067669467917501,0.0382328877544806,-0.0356592375501061,-0.00617021179341781,0.0344432606443177,-0.0038719921561634,-0.0038719921561634,-0.121887811858496,0.019619090457211,-0.0210243705126398,0.0154854548680994,-0.0228502152704257,-0.00339559819590695,0.00031903029940485,0.0247659237206641,0.010852986783111,-0.123411475156031,0.0122309779838281,-0.0714744240349684,-0.00920303543286798,0.00398350267333302,-0.0259534006145334,0.0285890059930259,0.00733579262674443,0.0192749295754188,0.00319106950271521,-0.000945258200425488,0.0029852814712407
