"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"597",0.00356737216714818,-0.0652593456851905,0.0680284648958412,0.113223241267669,0.0580865151052596,-0.0279607306642546,0.0136271890051245,0.224585742838447,0.165554663138856,-0.0654807464675938,-0.0176520575884784,0.0249843795901497,-0.103704749083563,0.02046943812941,0.00866897117126534,-0.0702883116524345,-0.00553044184787478,0.0543172349898015,-0.180615201714963,0.193390151915934,0.152234118720146,-0.0339019270131017,-0.0339019270131017,-0.0681734292607142,0.0678385435861647,0.00560682582453514,0.195440590466865,0.186140519831907,0.0114619850353681,0.00483531909779064,0.0581983710351523,-0.00208518838984308,-0.222600459202071,-0.0665811877345466,-0.0387481489825167,0.00113363697932604,0.0174149251491732,-0.0501347899985319,-0.0710112467878156,0.0267543623684823,0.056264821042212,0.0815814601451766,-0.020219475207611,-0.057612810842142
"598",0.00365932479673123,-0.0651304192243352,0.0676741793962863,0.113020277815039,0.0578059467757344,-0.0281840027912996,0.0132576819017018,0.223942852472484,0.164894081426146,-0.065523273925679,-0.0179961193723855,0.0251259443334823,-0.103685802547949,0.0203791977317513,0.00870083106313829,-0.070208368062895,-0.00544132781179515,0.0544462925947039,-0.180113597795416,0.193006485488124,0.151828595057784,-0.0337661009176033,-0.0337661009176033,-0.0683710491035155,0.0677655684056101,0.00540146976568631,0.195513754203119,0.186136788244337,0.0112295094364078,0.00506967681343581,0.0579872485418865,-0.00207630849460057,-0.221609445961499,-0.0669137938815566,-0.0388416145825608,0.00120078133481098,0.0175258552379086,-0.0500412595445583,-0.0709171915727635,0.0264990126376624,0.0563950639406328,0.0818822205463369,-0.0205129301557428,-0.0574000372873323
"599",0.00373668505555857,-0.0649996615524805,0.0673228178367938,0.112822999997129,0.0575218308250532,-0.0284192731325515,0.0128913791596218,0.223306651527265,0.164250871148316,-0.0655663364367617,-0.0183589359223745,0.0252934582609251,-0.10365768124105,0.0202813604930736,0.00871704778461747,-0.0701253546369974,-0.00534395734074259,0.054566479771944,-0.1796243226537,0.192639290005731,0.15143438360442,-0.0336331181560312,-0.0336331181560312,-0.0685497618774858,0.0677219799720426,0.00521701964371292,0.195599565656109,0.186118882712095,0.0109905630601701,0.00530386341285348,0.0577519059523744,-0.00204715503064658,-0.220637877301173,-0.0672590512634628,-0.0389049796341487,0.00131444992216418,0.0176394468204956,-0.0499371202830334,-0.0708391524265335,0.0262390655832336,0.0565209128894154,0.0821855812998712,-0.0208033068701667,-0.0571828561677869
"600",0.00381431090249012,-0.0648661082606625,0.0669797740728258,0.112624871732571,0.0572372807063921,-0.0286512526245644,0.0125473994366038,0.222679182948177,0.163630802861355,-0.0656206172202307,-0.0187076491626881,0.0254732454130945,-0.103636843954955,0.0201934726178669,0.00872726859158064,-0.0700490454280271,-0.00524587975560708,0.0546821686710861,-0.179131699504621,0.192279824425175,0.15105093033768,-0.0335022552990407,-0.0335022552990407,-0.0687123348325374,0.0677095492107278,0.00506697078467514,0.195673894461873,0.186101129251245,0.0107451757517014,0.00552932827794971,0.0575095807677608,-0.00202143505256487,-0.219687483824212,-0.0675937461187271,-0.0389399348711413,0.00142537002872858,0.017740577330315,-0.0498219792156136,-0.0707704333292187,0.02598409768606,0.0566550238236031,0.0824694080540549,-0.0210771740847619,-0.0569814313190877
"601",0.00389113746908555,-0.0647505505505992,0.0666632497193886,0.112426810529897,0.0569803071104092,-0.0288358283118124,0.0122669355530219,0.222090038767301,0.163055311994507,-0.0656832759463634,-0.019000300064018,0.0256190868006292,-0.103639505994551,0.0201303345666177,0.00874059888229818,-0.0699953411091673,-0.00513848227026716,0.0547819291549383,-0.178650745768274,0.191945656177419,0.150711863825198,-0.0333862462029768,-0.0333862462029768,-0.0687764815998764,0.0676655378044895,0.00491923210474795,0.195719352928268,0.186123590986589,0.0104971750302117,0.00575034011651491,0.0572616853904289,-0.00202518547900804,-0.218790991136289,-0.0678734332709876,-0.0388847102770015,0.00147660931444546,0.0178108226498991,-0.0496738000169771,-0.070676530182713,0.0257448762793567,0.056799786144662,0.0827182796661624,-0.0212834074546363,-0.056800591199884
"602",0.00392255962966819,-0.0646340057479009,0.0663389369024442,0.112246447892188,0.056716502486992,-0.0290510540266096,0.0119467315995426,0.221510268488862,0.162482879348365,-0.0657253574279326,-0.0193695191527564,0.0257985997750595,-0.103600355953636,0.0200223835878165,0.00873141879752122,-0.0699216278173999,-0.0050172845453018,0.0548681378293781,-0.178213835545143,0.191636490690402,0.150382155313013,-0.0332763862807407,-0.0332763862807407,-0.0688282781451935,0.0676264509008286,0.00475181809955783,0.195823981670684,0.186121688877979,0.010250310196598,0.005989889763986,0.0569788803516523,-0.00197347801047161,-0.217913470209075,-0.0682028557645832,-0.0388220032803459,0.00165496336159543,0.0179146176668331,-0.0495298652010897,-0.0706029684609187,0.0254851542604679,0.0569116972310687,0.0830090393704888,-0.0215123170981418,-0.0565717481010346
"603",0.00396889850954608,-0.0645206547323726,0.0660114209822166,0.112066018941473,0.0564482279527532,-0.0292623776890213,0.011609862595799,0.220912216067391,0.161887738371693,-0.0657615795782723,-0.0197478248759517,0.0259671130907076,-0.103551568796059,0.0199075777357928,0.00872512809333502,-0.0698378325720415,-0.00490790837986084,0.0549604178550818,-0.177769305548781,0.191312760296472,0.150026483449546,-0.0331633702788064,-0.0331633702788064,-0.0689168603737896,0.0675685505305062,0.00455528133912702,0.195914582756743,0.186095910493512,0.0100106428718536,0.00623092070617432,0.0567188961962657,-0.00192493830344817,-0.217012354457539,-0.0685359864782195,-0.038810609003594,0.0018213388765757,0.0180217159798349,-0.0494006035074621,-0.0705143908490682,0.0252272353046319,0.057015369711275,0.0833087734949732,-0.021767300096551,-0.0563339764518244
"604",0.00403658940239673,-0.0644154308472742,0.0656904605103365,0.111883644806794,0.0561886495037697,-0.0294511973430142,0.0112817400021716,0.220314504502551,0.161289398045609,-0.0657974803365945,-0.0200990526736583,0.0261110879958231,-0.103509022721769,0.0198063630189557,0.00872919303474562,-0.069756722587453,-0.00480885577469705,0.0550554256893699,-0.177318493089419,0.190979595651815,0.149664703403318,-0.0330499271667194,-0.0330499271667194,-0.0690104321135014,0.0674855801303958,0.00433947683710737,0.195976767790443,0.186067454946507,0.00977817669978834,0.00646692406658076,0.0564802505713004,-0.00189755686259835,-0.216107629314127,-0.0688506832515076,-0.0388204546321344,0.00193943943485652,0.0181189358773564,-0.0492759303470678,-0.070404389584953,0.0249815767599356,0.0571205969798541,0.0835999054544213,-0.0220182750886279,-0.0561037499268227
"605",0.00410486953681632,-0.0643142066307498,0.0653712742903895,0.11170525252228,0.055933740337405,-0.0296385774392126,0.0109427880849286,0.219722051365049,0.160689418191659,-0.065825993243457,-0.0204547339470729,0.0262510743955647,-0.103458462063886,0.0197017739507033,0.00873396219999284,-0.0696700251936643,-0.00471712026418723,0.0551519340269067,-0.176877562186195,0.190647506320353,0.149298387654317,-0.0329365013422049,-0.0329365013422049,-0.0691193283775648,0.0673953445464094,0.00411281463129065,0.196040397722983,0.18602860289361,0.00955365421275755,0.00670036577597739,0.0562474865276334,-0.00186639093812138,-0.215209220451474,-0.0691691326813284,-0.038855693124903,0.00206489854644708,0.0182206237310973,-0.0491614533395927,-0.0702927697246745,0.0247385218733793,0.0572157289504695,0.0838952533556885,-0.0222803134426988,-0.055867498664708
"606",0.00418856182491609,-0.0642066434865843,0.0650516221148888,0.111524086659125,0.0556747460810274,-0.0298299776916401,0.0106005619561109,0.219121247761319,0.160084741122187,-0.065857404908153,-0.0208026827903011,0.026397043071129,-0.103409510580184,0.0196037260316357,0.00874057910779357,-0.0695826340552275,-0.00463470848086259,0.0552537060884495,-0.176428119637467,0.190305580588086,0.148918589725081,-0.0328178161131275,-0.0328178161131275,-0.069261451058475,0.0673230305733335,0.00389940738778721,0.196089004511037,0.185971034074305,0.00933130565002307,0.00692399915783428,0.0560263335690369,-0.00184037356394783,-0.214301693539956,-0.0694879340186051,-0.038922152857955,0.00217932031445011,0.0183200356478237,-0.0490543471028371,-0.0701870572629995,0.0245011175773447,0.0573131495269785,0.084183389488511,-0.022554273454383,-0.0556419530179297
"607",0.00427738796381259,-0.064074346143122,0.0647147840635544,0.111340004090769,0.0553844477714494,-0.030070946592318,0.0102207069517518,0.218484810559403,0.159462591382861,-0.0658956868456985,-0.0211855048566957,0.0266011345309254,-0.103345884748362,0.0194962251718804,0.0087374442879665,-0.0694801425968633,-0.00456120789836075,0.055364531871084,-0.175957104924131,0.189944852539859,0.148502240312341,-0.0326837740373875,-0.0326837740373875,-0.0694869445889446,0.0673328277889984,0.00373448324334245,0.196143058647447,0.18585913488556,0.00910162850643343,0.0071362189598325,0.0557993181354986,-0.00178769738399347,-0.213360727878806,-0.0698531827526824,-0.0390437988697718,0.00235345280719923,0.0184360103071577,-0.0489653094925864,-0.0701252897146566,0.0242560545169735,0.0574106665924871,0.0844799765797574,-0.0228776036975592,-0.055418802526917
"608",0.00441272670605472,-0.063965779676253,0.064419101061256,0.111143699868293,0.0551348696819845,-0.030229042548564,0.0099479272573713,0.217893145762637,0.158893745909479,-0.0659613599048969,-0.0214340921984816,0.0267356941969488,-0.103347607462363,0.0194647682357251,0.00875883819003156,-0.0694200357763542,-0.00449446593811206,0.0554708389857266,-0.175466694735191,0.189593821953269,0.148132619906317,-0.0325609217610224,-0.0325609217610224,-0.069616688759352,0.0673037689912732,0.00358893260559605,0.196114191265427,0.18581712178978,0.00887120821141849,0.00732311184500851,0.0556002778631774,-0.00182093004592675,-0.212474247598,-0.0701107598851354,-0.0390792079119506,0.0023376108336648,0.0184875175138969,-0.048838266251294,-0.0700150042645689,0.0240500384242435,0.0575513716412442,0.0846986108754286,-0.0231064169795175,-0.0552656982149464
"609",0.00449707187921221,-0.0638778804282184,0.0641421472784099,0.110963111015979,0.0549128313585823,-0.0303699025339435,0.0097093368102132,0.217358802707832,0.158379480320561,-0.0660164541326995,-0.021691676515088,0.0268685980533096,-0.103341268850321,0.0194196641721547,0.00876221036745925,-0.0693719187296685,-0.00440072272412083,0.0555501956740496,-0.175037078198571,0.189298200279718,0.147828778522015,-0.0324600786470797,-0.0324600786470797,-0.0696138571199164,0.06724801365982,0.00343429390830019,0.196123597741444,0.185811466447627,0.00863457266362146,0.00752738627985522,0.0553480796573261,-0.00183376912753041,-0.211666312638664,-0.0703596995395247,-0.0389916584576559,0.00238338093658029,0.0185354042385405,-0.0486718669417703,-0.0699039435981772,0.0238382441868301,0.0576764277078475,0.0849195149052924,-0.023275727639287,-0.0550925309796383
"610",0.00471674902083835,-0.0637840005340674,0.0637873187312391,0.111105742680832,0.0545904684171325,-0.0303517073793773,0.00918880681866079,0.215968054007233,0.157701859586018,-0.0660407930002208,-0.0219597304203794,0.0269258966610347,-0.103090107470174,0.0194782869658141,0.00879889671142379,-0.0693519437314821,-0.00390479902473832,0.0556085561645779,-0.174550660619262,0.188928036482962,0.147421044198279,-0.0323004539372871,-0.0323004539372871,-0.0700072249672691,0.0671371004406481,0.0031463715781733,0.196248347373717,0.185822128831612,0.0084282927873527,0.00768351695460565,0.0552519367626272,-0.00160453479618207,-0.210588774352571,-0.0707161658131007,-0.0391993708179588,0.00475759863027549,0.0186673740926327,-0.0485917745966884,-0.0708748813780934,0.0235519452250103,0.0566078144021626,0.0851337227082479,-0.0236855743695079,-0.0548354882848738
"611",0.00463417795717725,-0.0637521101734395,0.063521429710118,0.110576593305026,0.05433161408244,-0.0306472801007989,0.00893490776158592,0.216017441450804,0.157160481511773,-0.0660673988552593,-0.0222853179475856,0.0273026032878225,-0.10317207743225,0.0192099365351146,0.00878017354227618,-0.0691548150570006,-0.00402941361515359,0.0556934913814485,-0.174184215147938,0.188706648487748,0.147116659958268,-0.0321742397902958,-0.0321742397902958,-0.0710969355750368,0.0676998438722344,0.0035870967476409,0.196080178747878,0.185681501954096,0.00816913034218177,0.00792230316197114,0.0557912664088794,-0.00173276624583573,-0.209827039598005,-0.0710181956413616,-0.0405981330126895,0.00311080777941048,0.0187995043146372,-0.0483686498886876,-0.0698553232642164,0.0232956550760617,0.0576792866411511,0.0853883150572623,-0.0237531689187919,-0.0547041292176192
"612",0.00471452508673836,-0.063611808142443,0.0632262142577136,0.110414101522925,0.0540846923453875,-0.0309095231254205,0.00872501822030855,0.215651109942381,0.156694290604641,-0.0661292080170286,-0.0226399402163737,0.0274874236074634,-0.103186448823273,0.0191656007251782,0.00876866910129271,-0.0690757773490512,-0.00410468619029975,0.0557997472167659,-0.173730027203719,0.188388278263916,0.146770733791978,-0.0320728313412482,-0.0320728313412482,-0.0710070534161684,0.0677063511420563,0.00344252225926283,0.196095653304913,0.185579793382828,0.00793332703570698,0.0081327264245253,0.0552814654171552,-0.00174654003452175,-0.209086507498451,-0.0713289351144557,-0.0404343797829356,0.00271878241414315,0.0188200851220576,-0.0482325633056846,-0.0695965097091244,0.0231342729558059,0.058054038984246,0.0856800261424844,-0.0239759692801819,-0.0545006177355675
"613",0.00479912816365127,-0.0634567342524162,0.0629320063217394,0.11025868953727,0.0538316235249427,-0.0311570712961032,0.00845994527402263,0.215111317307168,0.156183712375796,-0.0661960807366149,-0.0230014865099084,0.0276867043420225,-0.103166825561168,0.0191131730938428,0.00874385724237068,-0.0690118749750202,-0.00407996088749291,0.0559018908888327,-0.173274201640262,0.188059624545186,0.146404903969621,-0.0319634662110068,-0.0319634662110068,-0.070790423794234,0.0676378755757472,0.00322514630665249,0.196145859860179,0.18546905663226,0.00768616985872034,0.00832458044985476,0.0547536064860883,-0.00171825431159351,-0.208296016694585,-0.0716408085610128,-0.040006783632217,0.00276698930267469,0.0188629783735749,-0.04810179475424,-0.0695194657972645,0.0229475425868269,0.0582105513403937,0.0859366041390795,-0.0242345318025628,-0.0543073327380206
"614",0.00490278922629207,-0.0633118764481165,0.0626408658166165,0.110086667573936,0.0535685855526459,-0.0313697272573822,0.00817624015834873,0.214509358997184,0.155647100022226,-0.0662614070050686,-0.0233328507045809,0.0278803080561948,-0.103135415682467,0.0190542397048823,0.00872117070473125,-0.0689486095543656,-0.00402146051965268,0.0559981108389948,-0.172803911409046,0.187718567223381,0.146026439299821,-0.0318482876422256,-0.0318482876422256,-0.0706529797669434,0.0675780406675329,0.00301862847606612,0.19617028838637,0.18535864298797,0.00743918244368239,0.00850910371631845,0.0543298881750058,-0.00169562685487684,-0.207465768125192,-0.071941961648666,-0.0396616265838735,0.00290715894889753,0.0189177600376213,-0.0479748356105054,-0.0694687891368177,0.0227441074446422,0.058312572003167,0.0861689872213275,-0.0244994415198486,-0.0541252325801174
"615",0.00500741966871325,-0.0631634824581041,0.0623428855065708,0.109903865706178,0.0532895413157029,-0.0315867250999724,0.00787655296937697,0.213880801969855,0.155099751547436,-0.06633138221175,-0.0236622135940438,0.0281033744404953,-0.103094362719206,0.0189896667083918,0.00869582525908702,-0.068879898330636,-0.00395215786246127,0.0560902022181282,-0.172318837378404,0.187371979870487,0.145637527467178,-0.0317262332692963,-0.0317262332692963,-0.0706266726111426,0.067588175047217,0.00286966658600967,0.196180910312764,0.185236422420666,0.00718595384256013,0.00868860143602275,0.0539760407150877,-0.00166307066580114,-0.206611935359266,-0.0722579530361689,-0.0394394178598746,0.00309256237728896,0.0189855651969589,-0.0478501998764194,-0.0694387394325425,0.0225261934896802,0.0584085790966024,0.0863944332828674,-0.0247723848324844,-0.0539494383150885
"616",0.00511479660863847,-0.0630198337094904,0.0620384213941091,0.109722913250484,0.0530047578027285,-0.0317969496913899,0.00754565911683901,0.213243062304992,0.154528464641007,-0.066386340695252,-0.0240019805406125,0.0283141402825433,-0.103033003243288,0.018912943588306,0.00868016743189467,-0.0687960688551934,-0.00388820487624076,0.0561834505633697,-0.171835527628519,0.187015509450958,0.145233579409826,-0.031602177058162,-0.031602177058162,-0.0706970123702218,0.0675920860402304,0.00270967660721957,0.196185585728188,0.185104552989766,0.00694615622938084,0.0088726471231607,0.0536861810197049,-0.00162719493176032,-0.205735589398329,-0.0725853830230167,-0.0393558965124901,0.00327742903853068,0.0190711949665677,-0.0477424176650207,-0.0693911575354836,0.0223045122558702,0.0584940123250207,0.0866373756018048,-0.025065090099567,-0.0537502343210517
"617",0.00524148874411073,-0.0628898344810044,0.0617337909321678,0.109542059069715,0.0527253168565281,-0.0319837909277137,0.00720544504942395,0.212600093776951,0.153936322687608,-0.0664301856754768,-0.0243222550643107,0.0284919012725386,-0.10297084831554,0.018843299221165,0.00868131913372842,-0.068704894700633,-0.00383879685573182,0.0562806685477102,-0.17134329532806,0.186643520689344,0.144814752318793,-0.0314762020357098,-0.0314762020357098,-0.0708315558019124,0.0675648471538177,0.00252297496441233,0.196163176013604,0.184969205789445,0.00672058799543333,0.00905660541166554,0.0534519143014241,-0.00161042121221976,-0.204840726211342,-0.0729005576365924,-0.0393773089285117,0.00340189016071472,0.0191559700013554,-0.0476483138731816,-0.0693082156861182,0.0220914278552746,0.0585796693503544,0.0868859303841226,-0.0253673924151177,-0.0535459118872393
"618",0.00538106961940604,-0.0627779795556118,0.061438114489827,0.109361245694536,0.0524642841884774,-0.0321440073559579,0.00688568708541991,0.211972613215514,0.153348963753373,-0.0664701770569826,-0.0246096239669533,0.0286392432268118,-0.102920471460426,0.0187909407260527,0.00869445949773172,-0.0686186507841544,-0.00379401521095406,0.0563769144114922,-0.170856287317756,0.186272913748149,0.14440529370323,-0.0313532675469152,-0.0313532675469152,-0.0709665458422068,0.0675097645406925,0.00232061134778203,0.19611587227543,0.184847378742852,0.00650496333443557,0.00923848753487242,0.0532444362094926,-0.00161593279060956,-0.203956736825503,-0.0731910114800701,-0.0394307621923245,0.0034655727156296,0.0192307927964971,-0.0475490357581281,-0.0691965906394612,0.0218893709061795,0.0586726841601334,0.0871255858519077,-0.0256470251511951,-0.0533496411128521
"619",0.00551052182194185,-0.0626809977320788,0.0611554525812579,0.109187916656044,0.0522227204039613,-0.0322865754459698,0.00657970479457176,0.211379443041064,0.152784416119655,-0.066502106026061,-0.0248850362077889,0.0287670508743488,-0.102872635981859,0.0187430884157112,0.00870860584836457,-0.0685363634680242,-0.00374543348710862,0.0564665205504119,-0.170394843130315,0.185922520452577,0.144022977766225,-0.0312391873196363,-0.0312391873196363,-0.0710808936851332,0.0674337513085186,0.00210991597603637,0.196073554401768,0.184746558894354,0.00630022162672392,0.00942040138893392,0.0530451719175435,-0.00162367399668942,-0.203109889412553,-0.0734660371335895,-0.0394833030107439,0.00351488571302947,0.0193017578075682,-0.0474451263108436,-0.0690716379097635,0.0216921008084536,0.0587609776421209,0.0873633255456164,-0.0259019419271808,-0.0531495442444647
"620",0.00563351474257104,-0.0625905127183394,0.060878719523381,0.109016116526231,0.0519869109967502,-0.03242796334217,0.00629304696429107,0.210799953475556,0.152239708083337,-0.0665368434331353,-0.0251514453664391,0.0289024944426356,-0.102831136686069,0.0186998602355226,0.00871784540758959,-0.0684595201311504,-0.00369145187518886,0.0565502864453152,-0.169942369109976,0.185585840003153,0.143655744447041,-0.0311282285073961,-0.0311282285073961,-0.0711755970532297,0.0673740268604929,0.00191822741264125,0.196028770939004,0.184647824129054,0.0060919503465202,0.0095994372339544,0.0528371249709022,-0.00163023190748958,-0.202283970515635,-0.0737353287462888,-0.039515942376736,0.0035673155594297,0.0193661088579222,-0.0473275174645544,-0.0689505666028217,0.0214980285150995,0.05885452671478,0.0875925776061241,-0.0261379325704073,-0.0529581456460194
"621",0.00575998299171815,-0.0625013708667982,0.0606140616559224,0.108842444491784,0.0517585577686586,-0.0325607820061849,0.00603579733922354,0.210237530500543,0.151720704651908,-0.066580612845014,-0.0253962430049563,0.0290387753638644,-0.102803914839122,0.0186701447070568,0.00872251700448772,-0.0683918212403418,-0.00363394869093216,0.0566279099436926,-0.169491813563895,0.185262469637532,0.14330693364904,-0.0310209515305683,-0.0310209515305683,-0.0712502018359251,0.0673337003096006,0.00175362010931815,0.195973797849791,0.18455965218305,0.0058806469753866,0.00976940134594929,0.0526286641907703,-0.0016439921149337,-0.201482301749848,-0.0739850756413288,-0.0395232687766935,0.00359843595180455,0.0194178088237667,-0.047197357263886,-0.0688305055411791,0.0213092205380703,0.0589585736146832,0.0878016554765874,-0.0263486049065627,-0.0527856175104608
"622",0.00585553576768416,-0.0623946845075796,0.0603270671125198,0.108678535624018,0.0515034944616275,-0.0327405358212919,0.00571680975922142,0.209646450407027,0.151174930517983,-0.0666098820919818,-0.0257188865569427,0.0292214937816516,-0.102732101985492,0.0185967119572084,0.00871224331777578,-0.0682983909791239,-0.00357654708131414,0.0567051968453771,-0.169050257411397,0.184930046705377,0.142927808216613,-0.0309071722561348,-0.0309071722561348,-0.0713840846972328,0.0673261276530074,0.00158843815739866,0.195955474535957,0.184417487236688,0.00566753086529977,0.00995108579708257,0.0524084155382184,-0.00160670905300666,-0.200654843624705,-0.0742962085877875,-0.0395826834983002,0.00374930759402788,0.0195044699582413,-0.047088744050644,-0.0687436047749129,0.0211019701677459,0.0590322321209323,0.088049146936908,-0.026613740392862,-0.0525717078911687
"623",0.0628365326821061,-0.0206535283022668,0.0396442903117733,0.0515145036819938,0.0547061427588957,-0.0187410393003604,-0.00753031219740421,0.338194068859594,0.152354076489002,-0.0219946508071619,-0.0341014336964401,0.0136610741755494,-0.0733789507573143,0.0355094765823575,-0.033305440076469,-0.158223466352919,0.103390587160608,-0.0143925026321233,-0.18175701803606,0.159217300132562,0.190912834551805,-0.0421789209517991,-0.0421789209517991,0.0269233274679116,-0.0212514680505457,-0.0315666836220424,0.0977159127316745,0.000962039643135383,-0.00267138576371944,0.00846590018672824,-0.0252777263369926,0.00765118093800671,0.0172215961703741,-0.090099943353422,-0.0280409496783246,0.0474220580062384,0.0216809055443568,-0.0507413809336578,-0.0552756223818285,0.0552174051470157,-0.0472323134164618,0.0377016276784817,0.063432391783115,0.033221666629329
"624",0.0569591638367524,-0.031263142367622,0.0422735297243276,0.0714261959660888,0.0547172249975671,-0.0179600380481469,0.00151792304157885,0.33668450854447,0.153718937610234,-0.0391811738915532,-0.0276564932304286,0.0142420443232938,-0.0859775742114523,0.0391347738392801,-0.0333778025645693,-0.155913560013956,0.0943776313070501,0.00211811089879016,-0.188394930430765,0.169812100901274,0.185552013462802,-0.0399789050479109,-0.0399789050479109,-0.00791364781330835,-0.00725112896402119,-0.0213298643914252,0.116387233892687,0.0376870639236826,-0.013418726039042,0.00864146665806498,0.00470787590100509,-0.000625067016653966,-0.00699200890794893,-0.0819861939153192,-0.0536050832225568,0.0284285400399688,0.0120847117171331,-0.053645195118147,-0.0522556636782201,0.0514302796859467,-0.0197764784483045,0.0497310760871372,0.0402190823864571,0.00375035801143277
"625",0.0474190576434953,-0.0420521083497299,0.0478006487906482,0.0894623872095676,0.0544071927559224,-0.0172305801922691,0.00914555162266962,0.322775501296772,0.15358021255596,-0.0538766688534949,-0.0201058589720863,0.0154126045662807,-0.0965543418445909,0.0411212207510923,-0.0281846070929615,-0.142783805448042,0.0764514818619624,0.0209765626090704,-0.188315515580372,0.17733483210025,0.176057777564205,-0.036887565908503,-0.036887565908503,-0.0424340150047296,0.0105214126179002,-0.0105213460340705,0.134158375616986,0.0799940937149516,-0.0190868203250414,0.00846519837813793,0.0309229538248113,-0.00959399622072183,-0.0456155105623243,-0.0745905178103927,-0.0717779661732846,0.00772393832392596,0.00304026528399151,-0.0551984434890182,-0.0514045339376887,0.0478017081644634,0.00911119703189772,0.062032369980634,0.0154538870719751,-0.0237464997796243
"626",0.0360145874639813,-0.0506954315066201,0.0540936009194595,0.101416072944221,0.0537643504741002,-0.0171262409938444,0.0132135717008107,0.29773943492608,0.152666831708321,-0.0634767361806074,-0.014649929184622,0.0168794604473917,-0.103034185955593,0.04038480638944,-0.0187737053847411,-0.12266120376791,0.0538011846990841,0.0378430266985841,-0.182509668592591,0.180730379571493,0.164683884369598,-0.0338732548054756,-0.0338732548054756,-0.067461270361352,0.0289266391214943,-0.00174603513130953,0.148955764231979,0.119070941158471,-0.0183459246004568,0.00790170684085769,0.0487517297929578,-0.0160369271205334,-0.0909899439332516,-0.0691764380937431,-0.0776355034395131,-0.00814498474205068,-0.00182358904569076,-0.0546072240961867,-0.0527481440579701,0.0437569743221882,0.0333347303331405,0.0718001481773336,-0.00436551231454522,-0.0437210341017342
"627",0.0260119331678351,-0.0562356515000574,0.059310805560098,0.10692597237918,0.0532347810199094,-0.0180094551723767,0.0137873404428849,0.27088781602554,0.152460261286803,-0.0678360953526633,-0.0128299048404605,0.0185407748207084,-0.105486438570154,0.0374632444315231,-0.0088771056121206,-0.103416040336702,0.0332790252045886,0.04927970722861,-0.175399820225693,0.181394714152032,0.155430830972858,-0.0320038173204446,-0.0320038173204446,-0.0793435629004408,0.043936614512154,0.0031621141343039,0.160342920586939,0.147728851540721,-0.0132474755598069,0.00736717832786619,0.0570755623819759,-0.0184831216080903,-0.13147079989934,-0.0666419679864799,-0.073261184793346,-0.0156546727835556,-0.00171359888125093,-0.0528361496856076,-0.0558434984661181,0.0396198587211624,0.0486699726454447,0.0780062717417351,-0.0157541430200831,-0.053946096567005
"628",0.0191467022331436,-0.0593316557499949,0.0627805648654952,0.108507035323458,0.05310252538413,-0.0195215760850585,0.0125959786456742,0.249926024814773,0.153345439637825,-0.0690830854628162,-0.0136589586469683,0.0202367578574667,-0.105764475486981,0.0338807795599027,-0.00125976120425252,-0.0899132053882601,0.0186469607483537,0.0554024005338753,-0.170201134102342,0.181290408534198,0.149927474197634,-0.0314089921866705,-0.0314089921866705,-0.0816720808327763,0.0540522043584873,0.00471817234065614,0.168815767266014,0.165399356597967,-0.00727185727622555,0.00716386503766322,0.0591064110495908,-0.0180511649331825,-0.160787613868331,-0.0663651343244785,-0.0647058613769913,-0.0166773422154123,0.0012404449091443,-0.0510551341534066,-0.0594834738918642,0.0359925766562549,0.056183356658174,0.0814564051625477,-0.0202630638237687,-0.0571801827337903
"629",0.0151264299524758,-0.0609924048388172,0.0647150990815228,0.108513437862345,0.0532344421915155,-0.0211095198760404,0.0110800809240699,0.236296965523905,0.154650687132195,-0.0691449608691621,-0.0155174775474596,0.0217902688533831,-0.105349595185469,0.0306943635583181,0.00357540542278736,-0.0821371844975658,0.00965646950681122,0.058117243602332,-0.167286910288096,0.181224951290595,0.147261060336214,-0.0315642987870919,-0.0315642987870919,-0.0796318708043107,0.0600603022960456,0.00442470546800428,0.174936551469188,0.175190605288508,-0.00248900367932575,0.00730799761400767,0.0584109266416746,-0.0164547983229517,-0.179291295211031,-0.0671744580122448,-0.0564313740326229,-0.014634916093583,0.00477010085644085,-0.0497100532188651,-0.0626620670989672,0.0331250864054455,0.0590802966520286,0.0833481806847539,-0.0211883318532592,-0.0570957695767485
"630",0.0129726723705767,-0.0618849657629925,0.065585070980361,0.108126872070834,0.0533882821912083,-0.0224622741175983,0.00980728889143748,0.228131591558849,0.155704624508962,-0.0689485572025818,-0.0174070025999202,0.0230948122138862,-0.104860712557597,0.0282333395038852,0.00629259852681542,-0.0781429365903566,0.00456477746946278,0.0591281189597198,-0.165825927960128,0.181229843194634,0.146023509003705,-0.0319499637269165,-0.0319499637269165,-0.0765963173028028,0.0633582593785793,0.00346416766561187,0.179192650373821,0.18026774572295,0.000667158797444269,0.0076697724697151,0.0570282335695293,-0.0147487443465882,-0.189918654880695,-0.0682719099510005,-0.0501534661951581,-0.0118414263951771,0.00774932160120717,-0.0487970068183421,-0.0649901295008155,0.0309763704876268,0.0598687138825334,0.0844860915512547,-0.020900905138359,-0.0559674365927337
